timestep,config_from,config_to,weight
0,650752,634368,0.6523862247735128
1,634368,634496,0.5872460641252997
2,634496,634752,0.6441479787889796
3,634752,634754,0.6094013253923004
4,634754,634758,0.5867541980209421
