timestep,config_from,config_to,weight
0,260992,129920,0.7138697715048206
1,129920,125824,0.7160249869749383
2,125824,126848,0.6394883311215851
3,126848,110464,0.7342475143602316
4,110464,634752,0.6536639703052358
5,634752,634754,0.6094013253923004
6,634754,634758,0.5867541980209421
