timestep,config_from,config_to,weight
0,525313,525312,0.8473158009206396
1,525312,1024,0.6948285791273924
2,1024,263168,0.7229233005682856
3,263168,262144,0.5986120173820877
4,262144,278528,0.6529241078084733
