timestep,config_from,config_to,weight
0,902020,377732,0.9108503638047226
1,377732,377734,0.7074404748155376
2,377734,385926,0.5217821757608465
3,385926,516998,0.5546533157851997
4,516998,1041286,0.5379252545980628
5,1041286,1042310,0.638349910065423
6,1042310,1025926,0.7661146643222767
