timestep,config_from,config_to,weight
0,652162,648066,0.9512645602647903
1,648066,648064,0.6677234147569444
2,648064,123776,0.6212890562426097
3,123776,385920,0.7383494821185708
4,385920,516992,0.5080162393479701
