timestep,config_from,config_to,weight
0,76672,109440,0.9508287749972498
1,109440,110464,0.9068577768106637
2,110464,634752,0.6536639703052358
3,634752,634754,0.6094013253923004
4,634754,634758,0.5867541980209421
