timestep,config_from,config_to,weight
0,774016,782208,0.9613138583631211
1,782208,765824,0.7912025347742172
2,765824,765826,0.7121398220845181
3,765826,634754,0.5966859332008121
4,634754,634758,0.5867541980209421
