timestep,config_from,config_to,weight
0,520065,520064,0.701373571169182
1,520064,503680,0.6194577148667244
2,503680,501632,0.7177744787459506
3,501632,1025920,0.6607040949218431
4,1025920,1025922,0.6583489202935716
5,1025922,1025926,0.7004168994110436
