timestep,config_from,config_to,weight
0,516995,516999,0.8929215878165938
1,516999,516998,0.7153665595119073
2,516998,1041286,0.5379252545980628
3,1041286,1042310,0.638349910065423
4,1042310,1025926,0.7661146643222767
