simulation,timestep,config_id
1,1,1027975
1,2,1025927
1,3,501639
1,4,1025927
1,5,1042311
1,6,1042311
1,7,1025927
1,8,1025928
1,9,1025927
1,10,1025799
1,11,1025927
1,12,1025927
1,13,1025927
1,14,1042311
1,15,1042311
1,16,911239
1,17,913287
1,18,911239
1,19,1042311
1,20,1034119
1,21,1017735
1,22,1025927
1,23,1025991
1,24,1025927
1,25,1027975
1,26,1027976
1,27,1027976
1,28,1027976
1,29,1027976
1,30,1044360
1,31,1048456
1,32,1032072
1,33,1027976
1,34,1025928
1,35,1027976
1,36,1019784
1,37,1027976
1,38,503688
1,39,503687
1,40,501639
1,41,1025927
1,42,501639
1,43,1025927
1,44,1025923
1,45,894851
1,46,894855
1,47,894851
1,48,1025923
1,49,1025923
1,50,1025927
1,51,1025927
1,52,1025923
1,53,1027971
1,54,1027975
1,55,1025927
1,56,1027975
1,57,896903
1,58,634759
1,59,632711
1,60,631687
1,61,632711
1,62,634759
1,63,634760
1,64,634759
1,65,634760
1,66,110472
1,67,110471
1,68,110472
1,69,126856
1,70,126855
1,71,388999
1,72,913287
1,73,1044359
1,74,1044360
1,75,1027976
1,76,1027975
1,77,765831
1,78,1027975
1,79,1027976
1,80,1025928
1,81,1027976
1,82,1025928
1,83,1025928
1,84,1025927
1,85,1025927
1,86,1025927
1,87,1042311
1,88,1025927
1,89,1025927
1,90,1025927
1,91,1025927
1,92,1027975
1,93,503687
1,94,1027975
1,95,1027976
1,96,765832
1,97,765832
1,98,1027976
1,99,1027976
1,100,1027975
2,1,1027975
2,2,1027975
2,3,1032071
2,4,1027975
2,5,1025927
2,6,1025928
2,7,1025928
2,8,1027976
2,9,1025928
2,10,1042312
2,11,1042312
2,12,1025928
2,13,1025928
2,14,1025928
2,15,1025928
2,16,1025928
2,17,1025927
2,18,1025927
2,19,1017735
2,20,1025927
2,21,1017735
2,22,1025927
2,23,1017735
2,24,1025927
2,25,1042311
2,26,1025927
2,27,1030023
2,28,1025927
2,29,1025927
2,30,1025923
2,31,1025927
2,32,1025923
2,33,1017731
2,34,1017735
2,35,1025927
2,36,1042311
2,37,1025927
2,38,1025928
2,39,1017736
2,40,1017735
2,41,1025927
2,42,1017735
2,43,1025927
2,44,1027975
2,45,503687
2,46,1027975
2,47,1019783
2,48,1017735
2,49,1017736
2,50,1017735
2,51,1017736
2,52,952200
2,53,1017736
2,54,1025928
2,55,1027976
2,56,1027975
2,57,1027971
2,58,1027971
2,59,1027971
2,60,1025923
2,61,1025927
2,62,1017735
2,63,1017735
2,64,1025927
2,65,1025927
2,66,1027975
2,67,1027975
2,68,1027971
2,69,1027971
2,70,1027971
2,71,1025923
2,72,1025921
2,73,1025923
2,74,1025927
2,75,894855
2,76,1025927
2,77,1025923
2,78,894851
2,79,1025923
2,80,1025927
2,81,894855
2,82,370567
2,83,501639
2,84,493447
2,85,1017735
2,86,1025927
2,87,1027975
2,88,1044359
2,89,1042311
2,90,1044359
2,91,1027975
2,92,1027975
2,93,1025927
2,94,894855
2,95,1025927
2,96,1025927
2,97,1025927
2,98,1027975
2,99,1019783
2,100,1027975
3,1,1027975
3,2,1027975
3,3,1027719
3,4,1027975
3,5,765831
3,6,1027975
3,7,1027975
3,8,1025927
3,9,1025923
3,10,1025795
3,11,1025539
3,12,1041923
3,13,1040899
3,14,1041027
3,15,1041283
3,16,1041281
3,17,1041281
3,18,1041283
3,19,1041283
3,20,516995
3,21,518019
3,22,518023
3,23,520071
3,24,520072
3,25,389000
3,26,388996
3,27,389000
3,28,388999
3,29,126855
3,30,651143
3,31,651143
3,32,651144
3,33,782216
3,34,765832
3,35,765831
3,36,1027975
3,37,1027976
3,38,1025928
3,39,1027976
3,40,1027975
3,41,896903
3,42,1027975
3,43,1027976
3,44,1027975
3,45,1025927
3,46,1025927
3,47,1017735
3,48,1025927
3,49,1027975
3,50,503687
3,51,1027975
3,52,765831
3,53,634759
3,54,626567
3,55,630663
3,56,638855
3,57,638855
3,58,638851
3,59,634755
3,60,765827
3,61,1027971
3,62,1025923
3,63,1024899
3,64,1025923
3,65,1025923
3,66,1027971
3,67,1027975
3,68,765831
3,69,769927
3,70,769928
3,71,769928
3,72,769928
3,73,769927
3,74,1032071
3,75,769927
3,76,638855
3,77,769927
3,78,786311
3,79,769927
3,80,245639
3,81,237447
3,82,233351
3,83,757639
3,84,757640
3,85,765832
3,86,1027976
3,87,1027975
3,88,1044359
3,89,1027975
3,90,1027976
3,91,1027975
3,92,1027975
3,93,1027975
3,94,1027976
3,95,1027976
3,96,503688
3,97,1027976
3,98,1027976
3,99,1027976
3,100,1027975
4,1,1027975
4,2,1027971
4,3,1027975
4,4,1027975
4,5,1027719
4,6,1027975
4,7,1025927
4,8,1025927
4,9,1025928
4,10,1025927
4,11,894855
4,12,1025927
4,13,1017735
4,14,1017736
4,15,1017736
4,16,1017735
4,17,493447
4,18,362375
4,19,886663
4,20,362375
4,21,370567
4,22,372615
4,23,370567
4,24,501639
4,25,370567
4,26,501639
4,27,493447
4,28,1017735
4,29,1017736
4,30,1017735
4,31,1025927
4,32,1025927
4,33,1025928
4,34,1025928
4,35,1027976
4,36,1044360
4,37,1044359
4,38,1027975
4,39,1025927
4,40,1017735
4,41,1017731
4,42,1025923
4,43,894851
4,44,1025923
4,45,1025924
4,46,1025923
4,47,1025924
4,48,1025928
4,49,1025927
4,50,1025927
4,51,1027975
4,52,1025927
4,53,1027975
4,54,1027976
4,55,1032072
4,56,1032072
4,57,1032071
4,58,1032072
4,59,1032071
4,60,1027975
4,61,1027975
4,62,1027976
4,63,962440
4,64,1027976
4,65,1027976
4,66,1027976
4,67,1027976
4,68,1027975
4,69,503687
4,70,520071
4,71,503687
4,72,1027975
4,73,1044359
4,74,1044360
4,75,1042312
4,76,1025928
4,77,1025927
4,78,1025928
4,79,1025924
4,80,1027972
4,81,1027976
4,82,765832
4,83,765831
4,84,765831
4,85,634759
4,86,110471
4,87,108423
4,88,110471
4,89,634759
4,90,634759
4,91,634755
