simulation,timestep,config_id
1,1,436103
1,2,501639
1,3,1025927
1,4,501639
1,5,1025927
1,6,1025928
1,7,1024904
1,8,1025928
1,9,1042312
1,10,1044360
1,11,1027976
1,12,1044360
1,13,520072
1,14,1044360
1,15,1044359
1,16,1044359
1,17,1042311
1,18,1044359
1,19,1042311
1,20,911239
1,21,1042311
1,22,1025927
1,23,1025927
1,24,1025923
1,25,1025921
1,26,1042305
1,27,1025921
1,28,1025923
1,29,1025923
1,30,1025923
1,31,1025927
1,32,1025928
1,33,1042312
1,34,1025928
1,35,1025927
1,36,1025927
1,37,1027975
1,38,1025927
1,39,501639
1,40,1025927
1,41,1017735
1,42,1025927
1,43,1027975
1,44,1025927
1,45,1017735
1,46,886663
1,47,894855
1,48,894855
1,49,1025927
1,50,1042311
1,51,518023
1,52,520071
1,53,520072
1,54,520072
1,55,1044360
1,56,1042312
1,57,1025928
1,58,1027976
1,59,1044360
1,60,1044359
1,61,913287
1,62,651143
1,63,634759
1,64,638855
1,65,769927
1,66,765831
1,67,765832
1,68,1027976
1,69,1044360
1,70,1044359
1,71,1027975
1,72,1027975
1,73,1027976
1,74,1027975
1,75,765831
1,76,1027975
1,77,1027975
1,78,503687
1,79,1027975
1,80,1032071
1,81,1027975
1,82,896903
1,83,1027975
1,84,1027975
1,85,1027975
1,86,1027975
1,87,1025927
1,88,1025927
1,89,1017735
1,90,1025927
1,91,1025671
1,92,1027719
1,93,1027975
1,94,1027976
1,95,1027976
1,96,1027974
1,97,1027976
1,98,1027720
1,99,1027720
1,100,1027976
2,1,436103
2,2,501639
2,3,493447
2,4,501639
2,5,370567
2,6,108423
2,7,108423
2,8,108423
2,9,370567
2,10,362375
2,11,362375
2,12,493447
2,13,362375
2,14,362375
2,15,362375
2,16,362371
2,17,362369
2,18,886657
2,19,1017729
2,20,493441
2,21,493441
2,22,493441
2,23,493445
2,24,493447
2,25,362375
2,26,100231
2,27,362375
2,28,362247
2,29,362375
2,30,370567
2,31,501639
2,32,493447
2,33,362375
2,34,100231
2,35,100227
2,36,100231
2,37,362375
2,38,361351
2,39,369543
2,40,370567
2,41,894855
2,42,894855
2,43,632711
2,44,763783
2,45,765831
2,46,1027975
2,47,1027976
2,48,1044360
2,49,1044359
2,50,1027975
2,51,1027975
2,52,1025927
2,53,1025927
2,54,1027975
2,55,1027975
2,56,1027976
2,57,503688
2,58,1027976
2,59,1027976
2,60,1027976
2,61,1027976
2,62,1032072
2,63,1032071
2,64,1027975
2,65,765831
2,66,634759
2,67,651143
2,68,913287
2,69,1044359
2,70,1044360
2,71,1044360
2,72,1044360
2,73,1044360
2,74,1044360
2,75,782216
2,76,1044360
2,77,1044360
2,78,1044359
2,79,1027975
2,80,765831
2,81,634759
2,82,634755
2,83,634499
2,84,634755
2,85,634755
2,86,651139
2,87,782211
2,88,1044355
2,89,1027971
2,90,1027975
2,91,503687
2,92,372615
2,93,503687
2,94,1027975
2,95,1027971
2,96,1027975
2,97,765831
2,98,1027975
2,99,765831
2,100,1027975
3,1,436103
3,2,501639
3,3,370567
3,4,362375
3,5,493447
3,6,501639
3,7,1025927
3,8,1027975
3,9,1032071
3,10,1027975
3,11,765831
3,12,1027975
3,13,896903
3,14,634759
3,15,765831
3,16,1027975
3,17,1027976
3,18,896904
3,19,896903
3,20,1027975
3,21,1027976
3,22,1032072
3,23,1027976
3,24,896904
3,25,1027976
3,26,1044360
3,27,1044359
3,28,1027975
3,29,1025927
3,30,1025671
3,31,1025927
3,32,1027975
3,33,1027976
3,34,1025928
3,35,1025927
3,36,1027975
3,37,765831
3,38,634759
3,39,634759
3,40,634755
3,41,634753
3,42,634753
3,43,634755
3,44,651139
3,45,634755
3,46,634759
3,47,651143
3,48,126855
3,49,110471
3,50,126855
3,51,651143
3,52,782215
3,53,1044359
3,54,1044360
3,55,1044360
3,56,1048456
3,57,1032072
3,58,1027976
3,59,962440
3,60,1027976
3,61,765832
3,62,1027976
3,63,503688
3,64,1027976
3,65,1027976
3,66,1027976
3,67,503688
3,68,241544
3,69,503688
3,70,501640
3,71,493448
3,72,1017736
3,73,1025928
3,74,1025927
3,75,1030023
3,76,1025927
3,77,1025928
3,78,1027976
3,79,1032072
3,80,1032071
3,81,1027975
3,82,1027976
3,83,1027975
3,84,1027976
3,85,1028040
3,86,1027976
3,87,1027976
3,88,1025928
3,89,1027976
3,90,1027976
3,91,1025928
3,92,1025924
3,93,1025923
3,94,501635
3,95,1025923
3,96,1027971
3,97,503683
3,98,503687
3,99,503687
3,100,501639
4,1,436103
4,2,501639
4,3,1025927
4,4,894855
4,5,1025927
4,6,501639
4,7,1025927
4,8,1025927
4,9,1025927
4,10,1027975
4,11,1032071
4,12,507783
4,13,1032071
4,14,1027975
4,15,1027976
4,16,1025928
4,17,1025924
4,18,1025923
4,19,1025927
4,20,1025923
4,21,1017731
4,22,1017735
4,23,1017736
4,24,1017735
4,25,886663
4,26,886663
4,27,894855
4,28,894727
4,29,894855
4,30,370567
4,31,894855
4,32,1025927
4,33,1042311
4,34,1042311
4,35,1025927
4,36,1027975
4,37,1027971
4,38,1027971
4,39,765827
4,40,765831
4,41,769927
4,42,765831
4,43,763783
4,44,1025927
4,45,1024903
4,46,1025927
4,47,894855
4,48,1025927
4,49,1030023
4,50,1025927
4,51,1025923
4,52,1027971
4,53,1027969
4,54,1025921
4,55,1025923
4,56,1025927
4,57,1025928
4,58,1025928
4,59,1025928
4,60,1042312
4,61,1025928
4,62,1027976
4,63,1027976
4,64,1032072
4,65,1030024
4,66,1025928
4,67,1025927
4,68,1027975
4,69,896903
4,70,894855
4,71,894855
4,72,1025927
4,73,894855
4,74,370567
4,75,370563
4,76,370567
4,77,362375
4,78,886663
4,79,1017735
4,80,1017736
4,81,1017735
4,82,1016711
4,83,1017735
4,84,1034119
4,85,1034119
4,86,1034119
4,87,1034120
4,88,1034119
4,89,1017735
4,90,493447
4,91,493443
4,92,493315
4,93,362243
4,94,100099
4,95,100097
4,96,100225
4,97,362369
4,98,362369
4,99,370561
4,100,362369
5,1,436103
5,2,501639
5,3,1025927
5,4,1025927
5,5,1027975
5,6,896903
5,7,634759
5,8,634759
5,9,634759
