simulation,timestep,config_id
1,1,500225
1,2,516609
1,3,516609
1,4,1040897
1,5,516609
1,6,483841
1,7,516609
1,8,385537
1,9,516609
1,10,385537
1,11,385537
1,12,377345
1,13,377473
1,14,377729
1,15,385921
1,16,385793
1,17,385921
1,18,516993
1,19,1041281
1,20,516993
1,21,1041281
1,22,1024897
1,23,1024898
1,24,1024900
1,25,1025924
1,26,1025923
1,27,894851
1,28,1025923
1,29,1025927
1,30,1025928
1,31,1025927
1,32,1025923
1,33,1027971
1,34,765827
1,35,765831
1,36,765831
1,37,765832
1,38,1027976
1,39,1044360
1,40,1027976
1,41,1044360
1,42,520072
1,43,1044360
1,44,1027976
1,45,1025928
1,46,1025927
1,47,501639
1,48,505735
1,49,501639
1,50,493447
1,51,362375
1,52,886663
1,53,362375
1,54,886663
1,55,886664
1,56,1017736
1,57,1017735
1,58,493447
1,59,501639
1,60,1025927
1,61,1025927
1,62,1027975
1,63,1027975
1,64,896903
1,65,1027975
1,66,1027975
1,67,1027971
1,68,1027971
1,69,896899
1,70,896903
1,71,913287
1,72,1044359
1,73,520071
1,74,1044359
1,75,1036167
1,76,1019783
1,77,1019783
1,78,1019783
1,79,1017735
1,80,1025927
1,81,1025927
1,82,501639
1,83,1025927
1,84,1025927
1,85,501639
1,86,370567
1,87,894855
1,88,1025927
1,89,1042311
1,90,1025927
1,91,1025923
1,92,1025927
1,93,1025928
1,94,1027976
1,95,503688
1,96,1027976
1,97,1027976
1,98,1025928
1,99,1027976
1,100,765832
2,1,500225
2,2,369153
2,3,370177
2,4,370177
2,5,370433
2,6,370177
2,7,370177
2,8,370433
2,9,370561
2,10,370563
2,11,370567
2,12,370568
2,13,501640
2,14,501639
2,15,501639
2,16,1025927
2,17,1027975
2,18,1027847
2,19,1044231
2,20,1044359
2,21,1044359
2,22,1027975
2,23,1027971
2,24,1027975
2,25,1027976
2,26,1044360
2,27,1048456
2,28,1048455
2,29,1044359
2,30,1044359
2,31,1044360
2,32,1027976
2,33,896904
2,34,372616
2,35,376712
2,36,507784
2,37,1032072
2,38,1032071
2,39,769927
2,40,769923
2,41,765827
2,42,634755
2,43,626563
2,44,634755
2,45,651139
2,46,651143
2,47,782215
2,48,1044359
2,49,1044360
2,50,1044359
2,51,1042311
2,52,518023
2,53,501639
2,54,1025927
2,55,1027975
2,56,1025927
2,57,1027975
2,58,1025927
2,59,1017735
2,60,1017735
2,61,1019783
2,62,1027975
2,63,1027971
2,64,1027975
2,65,1027975
2,66,1032071
2,67,1032072
2,68,1027976
2,69,1027975
2,70,1025927
2,71,1025923
2,72,1024899
2,73,1024899
2,74,1025923
2,75,1025923
2,76,1025923
2,77,1025927
2,78,1042311
2,79,1041287
2,80,516999
2,81,516997
2,82,518021
2,83,517509
2,84,517511
2,85,518023
2,86,501639
2,87,1025927
2,88,960391
2,89,1025927
2,90,1025927
2,91,1027975
2,92,1025927
2,93,1027975
2,94,1044359
2,95,520071
2,96,524167
2,97,520071
2,98,503687
2,99,495495
2,100,364423
3,1,500225
3,2,1024513
3,3,1025537
3,4,1025793
3,5,1025921
3,6,1025922
3,7,1017730
3,8,1017729
3,9,1017731
3,10,1025923
3,11,1025927
3,12,1027975
3,13,1027976
3,14,1027975
3,15,1027976
3,16,503688
3,17,241544
3,18,765832
3,19,765831
3,20,765703
3,21,769799
3,22,769927
3,23,1032071
3,24,1032071
3,25,1027975
3,26,503687
3,27,503688
3,28,1027976
3,29,1044360
3,30,1044360
3,31,1027976
3,32,1027976
3,33,1027976
3,34,1027976
3,35,1027975
3,36,1027976
3,37,1027976
3,38,1027975
3,39,1027847
3,40,1027975
3,41,1025927
3,42,1027975
3,43,1025927
3,44,1017735
3,45,886663
3,46,886663
3,47,886663
3,48,894855
3,49,894856
3,50,894855
3,51,370567
3,52,362375
3,53,493447
3,54,362375
3,55,378759
3,56,378759
3,57,386951
3,58,370567
3,59,386951
3,60,911239
3,61,894855
3,62,911239
3,63,913287
3,64,1044359
3,65,1044359
3,66,1042311
3,67,1025927
3,68,501639
3,69,1025927
3,70,1017735
3,71,1025927
3,72,1025928
3,73,1025927
3,74,1025928
3,75,1017736
3,76,1017735
3,77,1017735
3,78,493447
3,79,1017735
3,80,1016711
3,81,1017735
3,82,1025927
3,83,1025927
3,84,1025923
3,85,1025923
3,86,763779
3,87,1025923
3,88,1025927
3,89,1025928
3,90,1025927
3,91,1017735
3,92,886663
3,93,1017735
3,94,1025927
3,95,1027975
3,96,1032071
3,97,1027975
3,98,1044359
3,99,1044360
3,100,1027976
4,1,500225
4,2,500229
4,3,501253
4,4,501249
4,5,370177
4,6,370177
4,7,894465
4,8,632321
4,9,632577
4,10,632321
4,11,894465
4,12,370177
4,13,361985
4,14,99841
4,15,98817
4,16,107009
4,17,98817
4,18,115201
4,19,377345
4,20,385537
4,21,385537
4,22,387585
4,23,388609
4,24,126465
4,25,110081
4,26,101889
4,27,110081
4,28,634369
4,29,634369
4,30,634497
4,31,632449
4,32,632451
4,33,632449
4,34,632451
4,35,648835
4,36,632451
4,37,632707
4,38,634755
4,39,634753
4,40,634757
4,41,634759
4,42,634755
4,43,634753
4,44,634755
4,45,634755
4,46,634759
4,47,634759
4,48,634759
4,49,765831
4,50,1027975
4,51,1027975
4,52,1025927
4,53,1025928
4,54,1017736
4,55,1017736
4,56,1025928
4,57,1027976
4,58,1027976
4,59,1044360
4,60,1027976
4,61,1044360
4,62,1027976
4,63,1025928
4,64,1025927
4,65,1025927
4,66,1027975
4,67,1025927
4,68,894855
4,69,370567
4,70,501639
4,71,1025927
4,72,894855
4,73,898951
4,74,894855
4,75,894855
4,76,886663
4,77,894855
4,78,370567
4,79,362375
4,80,886663
4,81,1017735
4,82,886663
4,83,1017735
4,84,886663
4,85,886663
4,86,886663
4,87,886407
4,88,886408
4,89,886407
4,90,886663
4,91,903047
4,92,886663
4,93,886663
4,94,362375
4,95,886663
4,96,894855
4,97,1025927
4,98,1025928
4,99,1025928
4,100,1017736
5,1,500225
5,2,369153
5,3,369409
5,4,500481
5,5,500609
5,6,516993
5,7,385921
5,8,369537
5,9,369281
5,10,369153
5,11,385537
5,12,377345
5,13,901633
5,14,377345
5,15,385537
5,16,385537
5,17,516609
5,18,517633
5,19,516609
5,20,500225
5,21,500227
5,22,369155
5,23,369159
5,24,369157
5,25,369153
5,26,107009
5,27,108033
5,28,370177
5,29,370177
5,30,361985
5,31,99841
5,32,99841
5,33,361985
5,34,99841
5,35,624129
5,36,626177
5,37,624129
5,38,624257
5,39,624129
5,40,632321
5,41,631297
5,42,631297
5,43,762369
5,44,631297
5,45,631425
5,46,632449
5,47,108161
5,48,108417
5,49,110465
5,50,110209
5,51,108161
5,52,632449
5,53,894593
5,54,632449
5,55,632451
5,56,624259
5,57,624515
5,58,755587
5,59,1017731
5,60,1025923
5,61,1025927
5,62,1025928
5,63,1027976
5,64,1032072
5,65,1032071
5,66,1032072
5,67,1027976
5,68,1027975
5,69,1025927
5,70,1025927
5,71,1025928
5,72,1025928
5,73,894856
5,74,893832
5,75,894856
5,76,894855
5,77,1025927
5,78,1025927
5,79,1025928
5,80,1025927
5,81,1025928
5,82,1027976
5,83,1027975
5,84,1019783
5,85,1027975
5,86,1027975
5,87,1027847
5,88,1027975
5,89,1032071
5,90,1032071
5,91,769927
5,92,638855
5,93,769927
5,94,769927
5,95,765831
5,96,634759
5,97,651143
5,98,634759
5,99,632711
5,100,634759
6,1,500225
6,2,502273
6,3,518657
6,4,516609
6,5,385537
6,6,377345
6,7,115201
6,8,377345
6,9,360961
6,10,377345
6,11,385537
6,12,385537
6,13,385537
6,14,369153
6,15,370177
6,16,894465
6,17,370177
6,18,370305
6,19,369281
6,20,369537
6,21,370561
6,22,894849
6,23,370561
6,24,370433
6,25,362241
6,26,362369
6,27,362371
6,28,362375
6,29,100231
6,30,100231
6,31,362375
6,32,362247
6,33,361991
6,34,361987
6,35,361991
6,36,378375
6,37,902663
6,38,378375
6,39,361991
6,40,493063
6,41,1017351
6,42,1017351
6,43,1017607
6,44,1017735
6,45,1017735
6,46,1025927
6,47,1027975
6,48,1027975
6,49,1044359
6,50,1044360
6,51,1044360
6,52,1048456
6,53,1044360
6,54,1044360
6,55,1027976
6,56,1027976
6,57,1027975
6,58,1019783
6,59,1017735
6,60,1017735
6,61,1017735
6,62,886663
6,63,894855
6,64,893831
6,65,894855
6,66,1025927
6,67,1025928
6,68,1025927
6,69,1027975
6,70,1027975
6,71,1027976
6,72,1044360
6,73,520072
6,74,520071
6,75,503687
6,76,1027975
6,77,1027976
6,78,1027972
6,79,1027971
6,80,1044355
6,81,1027971
6,82,1027975
6,83,1027719
6,84,1027975
6,85,1027971
6,86,1027971
6,87,1027975
6,88,1032071
6,89,1032072
6,90,1032104
6,91,1032072
6,92,1027976
6,93,1025928
6,94,1027976
6,95,1027975
6,96,1025927
6,97,1025927
6,98,1025927
6,99,1017735
6,100,886663
7,1,500225
7,2,516609
7,3,520705
7,4,516609
7,5,516737
7,6,385665
7,7,385921
7,8,377729
7,9,361345
7,10,361217
7,11,360961
7,12,361217
7,13,361345
7,14,361345
7,15,362369
7,16,362373
7,17,362375
7,18,362375
7,19,100231
7,20,362375
7,21,362375
7,22,362375
7,23,362247
7,24,378631
7,25,378631
7,26,362247
7,27,362375
7,28,370567
7,29,362375
7,30,886663
7,31,894855
7,32,1025927
7,33,1025928
7,34,1027976
7,35,765832
7,36,1027976
7,37,1027975
7,38,1032071
7,39,1032072
7,40,1027976
7,41,1027975
7,42,1027975
7,43,1025927
7,44,1025927
7,45,1017735
7,46,1025927
7,47,1025927
7,48,894855
7,49,1025927
7,50,1027975
7,51,1027975
7,52,1027971
7,53,1027975
7,54,765831
7,55,1027975
7,56,1025927
7,57,1017735
7,58,1017736
7,59,1025928
7,60,1025927
7,61,1030023
7,62,1025927
7,63,1027975
7,64,1027976
7,65,1044360
7,66,520072
7,67,503688
7,68,1027976
7,69,1044360
7,70,1044360
7,71,1044356
7,72,1044360
7,73,1044104
7,74,1044103
7,75,1044359
7,76,520071
7,77,524167
7,78,520071
7,79,1044359
7,80,1044359
7,81,1044360
7,82,1044359
7,83,1027975
7,84,1025927
7,85,1024903
7,86,1016711
7,87,1016711
7,88,1017735
7,89,886663
7,90,362375
7,91,362375
7,92,886663
7,93,362375
7,94,886663
7,95,894855
7,96,1025927
7,97,894855
7,98,370567
7,99,501639
7,100,503687
8,1,500225
8,2,516609
8,3,516097
8,4,385025
8,5,385537
8,6,516609
8,7,385537
8,8,320001
8,9,385537
8,10,123393
8,11,123393
8,12,123649
8,13,123777
8,14,385921
8,15,385925
8,16,385925
8,17,385927
8,18,385925
8,19,385925
8,20,516997
8,21,516999
8,22,385927
8,23,516999
8,24,1041287
8,25,1041287
8,26,1041287
8,27,516999
8,28,516999
8,29,516999
8,30,518023
8,31,516999
8,32,519047
8,33,516999
8,34,518023
8,35,386951
8,36,386951
8,37,386951
8,38,370567
8,39,362375
8,40,362376
8,41,362375
8,42,370567
8,43,386951
8,44,518023
8,45,1042311
8,46,1044359
8,47,1044360
8,48,1044360
8,49,1027976
8,50,1044360
8,51,1042312
8,52,1025928
8,53,1025928
8,54,1025927
8,55,1042311
8,56,1025927
8,57,1042311
8,58,1042311
