config_id,n_fixed_traits,prob_move
769975,0,0.12867451886257594
769975,1,0.1091971099912857
769975,2,0.0947153183313601
769975,3,0.08323466962283273
769975,4,0.07428776449357072
769975,5,0.06724828495124187
769975,6,0.060240984512468884
769975,7,0.05220411269396838
769975,8,0.043459409958182676
769975,9,0.03440511831483753
769975,10,0.030128671812078355
769975,11,0.026024382075361743
769975,12,0.022691732322874802
769975,13,0.020524729665207495
769975,14,0.018139112113714422
769975,15,0.015130410232606684
769975,16,0.01300060215449897
769975,17,0.009888183042809437
769975,18,0.006103860823725438
769975,19,0.003280381728349102
704439,0,0.19501466888304975
704439,1,0.15463969097829164
704439,2,0.1385792312274099
704439,3,0.12516954160892674
704439,4,0.11086651558086094
704439,5,0.09571775155088987
704439,6,0.08586646942998453
704439,7,0.07871581600340906
704439,8,0.07113930275341775
704439,9,0.06338348056135941
704439,10,0.056686516710479286
704439,11,0.04986156402750455
704439,12,0.04282900395799748
704439,13,0.03632296759592411
704439,14,0.030886168270217045
704439,15,0.02465209420717469
704439,16,0.017141891105486473
704439,17,0.012261014580657389
704439,18,0.01026102163904491
704439,19,0.006649156052817351
769971,0,0.1760783617034441
769971,1,0.14024336063704532
769971,2,0.11811309287788559
769971,3,0.09694750214212533
769971,4,0.08624053175741386
769971,5,0.07758425440077914
769971,6,0.06793222249791973
769971,7,0.0594101788975899
769971,8,0.049801873767406746
769971,9,0.043038363375077514
769971,10,0.038142876189850114
769971,11,0.03407532008634505
769971,12,0.030347144804852594
769971,13,0.025705362845454754
769971,14,0.020456092465355496
769971,15,0.01760807338020378
769971,16,0.01520433929090903
769971,17,0.012529851272689537
769971,18,0.010251677068585763
769971,19,0.0043729390868137985
704435,0,0.2509762132083029
704435,1,0.21298669862649686
704435,2,0.1751594065826112
704435,3,0.1583948298172248
704435,4,0.1448757106911813
704435,5,0.13021984601299139
704435,6,0.1160847070207838
704435,7,0.10439678804620436
704435,8,0.0918465146762103
704435,9,0.07819584164316441
704435,10,0.07114311915198522
704435,11,0.06340871899860352
704435,12,0.05631044913173831
704435,13,0.04797629309396022
704435,14,0.03891460157648539
704435,15,0.03238660254631707
704435,16,0.02365375143784501
704435,17,0.016769612739593653
704435,18,0.011938902292839948
704435,19,0.008853744060136726
835460,0,0.39595647669162065
835460,1,0.364429387672039
835460,2,0.33241293488169044
835460,3,0.2974450843543397
835460,4,0.25895846572165193
835460,5,0.21679736365554964
835460,6,0.18749019662531857
835460,7,0.1662562658015148
835460,8,0.1433944033745135
835460,9,0.12307755561511903
835460,10,0.0990762311106736
835460,11,0.07307651657762176
835460,12,0.059964036060465686
835460,13,0.04624975731887588
835460,14,0.029806986611324176
835460,15,0.02243635156905057
835460,16,0.014905113550559873
835460,17,0.009744738171913606
835460,18,0.007866039962035554
835460,19,0.0050708586261942745
311172,0,0.3806234709079428
311172,1,0.34827103736284387
311172,2,0.31759472296047486
311172,3,0.28486196451286827
311172,4,0.24926796607415402
311172,5,0.21735224577641457
311172,6,0.19346518478255428
311172,7,0.17266624762723734
311172,8,0.14994509292651526
311172,9,0.12324792205427325
311172,10,0.09828248446757896
311172,11,0.07781271810961436
311172,12,0.06041699077876435
311172,13,0.04097318263671634
311172,14,0.033026342988152955
311172,15,0.02643076092722505
311172,16,0.01691065916940951
311172,17,0.012738817744672596
311172,18,0.007622016229292261
311172,19,0.007006658475611105
827268,0,0.41554320446364806
827268,1,0.38542425757049487
827268,2,0.35492256390416554
827268,3,0.3211605727031951
827268,4,0.28440459793854356
827268,5,0.2509471357147421
827268,6,0.21306499325650563
827268,7,0.17013646271170835
827268,8,0.13155447866500514
827268,9,0.10630714991025568
827268,10,0.08946431288471905
827268,11,0.07603203022384862
827268,12,0.059975577796467824
827268,13,0.04360813174350505
827268,14,0.038013433068511016
827268,15,0.0326066721400198
827268,16,0.0247734920341241
827268,17,0.01512058184950571
827268,18,0.013630754725050931
827268,19,0.01037539351075012
302980,0,0.36455878139929926
302980,1,0.33171225065892695
302980,2,0.29913020331016577
302980,3,0.26697085713121255
302980,4,0.23112479121607865
302980,5,0.19404761331088002
302980,6,0.16894890793298403
302980,7,0.14746583159632573
302980,8,0.1272551259071587
302980,9,0.1157094241176392
302980,10,0.10189376072093434
302980,11,0.085027244774706
302980,12,0.06831779163780084
302980,13,0.04845189016992847
302980,14,0.034749245832003374
302980,15,0.023588626794206747
302980,16,0.021060771963231917
302980,17,0.019004765991980383
302980,18,0.01715880348097648
302980,19,0.01192639174556398
831364,0,0.370799525351953
831364,1,0.3381066699332534
831364,2,0.305325498261109
831364,3,0.27404387918879225
831364,4,0.24248731894240028
831364,5,0.20677035678674602
831364,6,0.17445705466198744
831364,7,0.14241303491108254
831364,8,0.11942352686834222
831364,9,0.09414049631877762
831364,10,0.07078717414367805
831364,11,0.05441140412972402
831364,12,0.03500402318439774
831364,13,0.027609023993218136
831364,14,0.018099946611149626
831364,15,0.011955994240024003
831364,16,0.006053383575277876
831364,17,0.004149538520570095
831364,18,0.0029085954753520493
831364,19,0.0026557452830038297
307076,0,0.3488122204975222
307076,1,0.314932906383549
307076,2,0.28375322191771574
307076,3,0.250473222199411
307076,4,0.22607310022261748
307076,5,0.20085427049633003
307076,6,0.17486564244428277
307076,7,0.14718259022536476
307076,8,0.12283955183087474
307076,9,0.09682763030856795
307076,10,0.07520344166001655
307076,11,0.054682020077080576
307076,12,0.04828602299652983
307076,13,0.04029287844813464
307076,14,0.030415807623737984
307076,15,0.019985519943362375
307076,16,0.006217253492201175
307076,17,0.0034323243321802144
307076,18,0.002988144480767063
307076,19,0.002072347777619332
823172,0,0.36791818445518665
823172,1,0.3356721541940816
823172,2,0.3011820608427614
823172,3,0.265319784762396
823172,4,0.23445341000860567
823172,5,0.19979698538079943
823172,6,0.17032802194648738
823172,7,0.13666468099230206
823172,8,0.09957733202699108
823172,9,0.08091973190239533
823172,10,0.06205551300064851
823172,11,0.049944052960758226
823172,12,0.04105668816488389
823172,13,0.032325350486140415
823172,14,0.0253127820031769
823172,15,0.016150621267944865
823172,16,0.007710360040167896
823172,17,0.006459167536113493
823172,18,0.0052417422232061694
823172,19,0.0050875547048035985
298884,0,0.31196391358322356
298884,1,0.2767030808773027
298884,2,0.23872894435089145
298884,3,0.20286909564567565
298884,4,0.17875856491386494
298884,5,0.1547976214115367
298884,6,0.13759427623499856
298884,7,0.12202111244578077
298884,8,0.10484144544771527
298884,9,0.09172714585745269
298884,10,0.07632983838576793
298884,11,0.058983801955700556
298884,12,0.04757004405213093
298884,13,0.036203440031878475
298884,14,0.028179496053020947
298884,15,0.01745321585095081
298884,16,0.008239194137239642
298884,17,0.006181147760387436
298884,18,0.0036715463532129844
298884,19,0.003539799782102393
833412,0,0.4062167327829037
833412,1,0.3755004997821479
833412,2,0.3416034441583929
833412,3,0.3083157868398679
833412,4,0.2745063026657779
833412,5,0.2448081767135058
833412,6,0.2113974367446899
833412,7,0.17775278627423244
833412,8,0.1459487363742127
833412,9,0.11053049311096229
833412,10,0.09704486273523011
833412,11,0.08341910630868137
833412,12,0.06727611736104427
833412,13,0.04791069542151816
833412,14,0.03093823672365209
833412,15,0.01838784678273071
833412,16,0.015260121767298823
833412,17,0.013280200609236884
833412,18,0.009676162012302425
833412,19,0.006111263002334444
309124,0,0.3777102571607655
309124,1,0.34545674618196
309124,2,0.3100189090275664
309124,3,0.27866370509876265
309124,4,0.2435544228497982
309124,5,0.21661781016320322
309124,6,0.19379418001783735
309124,7,0.16904671710580546
309124,8,0.14252656668692312
309124,9,0.12355424482761036
309124,10,0.10286019492195844
309124,11,0.08066405551765964
309124,12,0.06775388562770991
309124,13,0.051232130175911696
309124,14,0.03971006375288951
309124,15,0.028466357301454616
309124,16,0.01919286568107731
309124,17,0.010829904113040745
309124,18,0.00554498033413392
309124,19,0.004010059754071982
825220,0,0.3565991046788476
825220,1,0.3233463597199255
825220,2,0.28711544696310237
825220,3,0.25189910161143975
825220,4,0.21783556972061566
825220,5,0.18459934526590588
825220,6,0.14793824796761873
825220,7,0.12236331477292063
825220,8,0.10860680236040804
825220,9,0.09767431987852425
825220,10,0.08507260385885729
825220,11,0.07473614098819256
825220,12,0.0618677473312102
825220,13,0.05274564561847025
825220,14,0.04294312811804581
825220,15,0.031017251256082255
825220,16,0.022526590215495662
825220,17,0.015613683456059957
825220,18,0.013089236844964547
825220,19,0.010408883587336604
300932,0,0.30089906590097815
300932,1,0.26481329744691384
300932,2,0.22523794229254845
300932,3,0.19087452977597874
300932,4,0.17401948229164177
300932,5,0.15492796832000993
300932,6,0.13372945354765847
300932,7,0.11819605329191646
300932,8,0.10995214040710698
300932,9,0.10060983133448555
300932,10,0.09036237565439671
300932,11,0.08263513325390437
300932,12,0.07301605254591659
300932,13,0.06127284612796809
300932,14,0.04937827438113285
300932,15,0.033281810938612114
300932,16,0.0244429884310651
300932,17,0.016004354580852143
300932,18,0.006869080634535896
300932,19,0.0068402216268845795
829316,0,0.32353934750879815
829316,1,0.2887892899116491
829316,2,0.2543272557351288
829316,3,0.22489550415297632
829316,4,0.19390553725864978
829316,5,0.15966201066427813
829316,6,0.12724400459072388
829316,7,0.10914988245061984
829316,8,0.09363978531158912
829316,9,0.0772924217172348
829316,10,0.0641710613294978
829316,11,0.04834190978261337
829316,12,0.034023776316751755
829316,13,0.02042202867886305
829316,14,0.01216335658692319
829316,15,0.007363416540782164
829316,16,0.005616145928412114
829316,17,0.004121866273196255
829316,18,0.0027018348788644952
829316,19,0.0018063710678073441
305028,0,0.29502890019540506
305028,1,0.2587197822396363
305028,2,0.2249109091478562
305028,3,0.18839968948806038
305028,4,0.15615750818901705
305028,5,0.13716284191393982
305028,6,0.119354051743081
305028,7,0.10441857043874815
305028,8,0.08832853916872864
305028,9,0.07760131707989934
305028,10,0.06799506708715958
305028,11,0.05730595807328482
305028,12,0.0456583549735574
305028,13,0.03093297299462166
305028,14,0.0214489048029549
305028,15,0.010485627420571375
305028,16,0.007582193395593545
305028,17,0.004555529514473096
305028,18,0.001185332886318946
305028,19,0.00118353350094913
821124,0,0.27522248591639875
821124,1,0.2391128525971494
821124,2,0.20307817608186216
821124,3,0.1696544305251234
821124,4,0.1381198031330208
821124,5,0.11264090424141762
821124,6,0.09653904526674364
821124,7,0.08509335895124091
821124,8,0.07464495940547146
821124,9,0.06324312894307438
821124,10,0.05243318429146497
821124,11,0.03924503112900482
821124,12,0.03160724961757551
821124,13,0.024018371990966982
821124,14,0.01542180799176801
821124,15,0.009804936493690741
821124,16,0.006485865889561709
821124,17,0.004781574152204852
821124,18,0.003295296367885503
821124,19,0.003086064510256281
296836,0,0.22475068851030472
296836,1,0.18584795006774787
296836,2,0.15104037897905725
296836,3,0.12131843441554216
296836,4,0.10899177316375096
296836,5,0.09883615455166875
296836,6,0.08955886920153226
296836,7,0.07993826818054568
296836,8,0.07336586682352263
296836,9,0.06617088385691755
296836,10,0.05758350670759817
296836,11,0.04761528835815179
296836,12,0.03697713663938064
296836,13,0.02712665829339394
296836,14,0.018417410354350756
296836,15,0.01414840009576208
296836,16,0.008416682753965121
296836,17,0.005550220330349205
296836,18,0.0015896637596241048
296836,19,0.0011564452680784543
370564,0,0.2251356709423284
370564,1,0.19060229306523677
370564,2,0.15841083739521017
370564,3,0.12491257819581764
370564,4,0.10845839101212497
370564,5,0.09105442055213271
370564,6,0.07526958521679115
370564,7,0.059720874267565546
370564,8,0.042626157097300534
370564,9,0.035146502620106566
370564,10,0.026482243510706393
370564,11,0.016679067441142906
370564,12,0.01248770547797734
370564,13,0.010494266918855863
370564,14,0.008350498499998785
370564,15,0.0056929376788363625
370564,16,0.0033417074372983357
370564,17,0.0016245099113925872
370564,18,0.0006803351528879564
370564,19,0.0006079379896872794
495495,0,0.2174026863502339
495495,1,0.18296903708490528
495495,2,0.1496566300298253
495495,3,0.1166537480863059
495495,4,0.08181703502274287
495495,5,0.06776328515452044
495495,6,0.05182430884679069
495495,7,0.038898389631067905
495495,8,0.03408327131415206
495495,9,0.0284873065056475
495495,10,0.02205824153170697
495495,11,0.01743983467115821
495495,12,0.015651495101347265
495495,13,0.013500866936470155
495495,14,0.01070506903919873
495495,15,0.008433554665221199
495495,16,0.007205091195751939
495495,17,0.005645720817519573
495495,18,0.004877635242333422
495495,19,0.004815883424710843
429959,0,0.268195181207738
429959,1,0.2312952377058025
429959,2,0.19526592646537902
429959,3,0.16349168682487072
429959,4,0.12837760505912793
429959,5,0.10196863425935096
429959,6,0.0894696643458496
429959,7,0.07715354680595778
429959,8,0.06549038333994962
429959,9,0.05785020361147779
429959,10,0.04931387099997101
429959,11,0.04126800678727881
429959,12,0.0350579119904756
429959,13,0.02816977863022896
429959,14,0.0212068389426599
429959,15,0.01794005380909891
429959,16,0.013046721622580137
429959,17,0.01142399424155501
429959,18,0.010188408342970967
429959,19,0.0077711051269502285
462727,0,0.271623868695599
462727,1,0.2348817383280041
462727,2,0.2018206957567338
462727,3,0.17438707575502216
462727,4,0.14467023688683714
462727,5,0.11211643516584258
462727,6,0.09404573070682408
462727,7,0.07897803167282658
462727,8,0.06725990357430821
462727,9,0.057184253506102116
462727,10,0.04649403855177605
462727,11,0.0367181332372791
462727,12,0.02884446448132874
462727,13,0.02457840342321254
462727,14,0.021556238913414794
462727,15,0.01777965921664717
462727,16,0.013378365294445749
462727,17,0.012211505888081878
462727,18,0.010167231137276411
462727,19,0.009171351176776144
397191,0,0.29327638432356645
397191,1,0.26640904524411385
397191,2,0.23771574266867881
397191,3,0.20579287864066267
397191,4,0.17700041606952124
397191,5,0.1443939586336381
397191,6,0.12048162960456432
397191,7,0.10542901560198947
397191,8,0.09121477674385618
397191,9,0.07652131454109759
397191,10,0.06677921522291659
397191,11,0.05807990497365498
397191,12,0.05170194703131739
397191,13,0.04390885196659211
397191,14,0.039058443182937
397191,15,0.033055982322382806
397191,16,0.025908441878357835
397191,17,0.020583237355292033
397191,18,0.014694313962835603
397191,19,0.014394130622488288
493447,0,0.17779958122303388
493447,1,0.1459051301755021
493447,2,0.11562054843705842
493447,3,0.08633298903225246
493447,4,0.06823056366488656
493447,5,0.058285425514301985
493447,6,0.04948422279461918
493447,7,0.0423178798676065
493447,8,0.03553809365013
493447,9,0.028159806667354573
493447,10,0.021156066006363418
493447,11,0.016781317216745435
493447,12,0.013703572868972863
493447,13,0.01127680948402903
493447,14,0.009838350834888024
493447,15,0.008201850175387704
493447,16,0.005960711996460144
493447,17,0.004318286603731754
493447,18,0.002806871818680612
493447,19,0.0015030837849682177
427911,0,0.21324441367137065
427911,1,0.17502195150212307
427911,2,0.14551083657315633
427911,3,0.11529658152591811
427911,4,0.09788658379853261
427911,5,0.08265747347251191
427911,6,0.07630970810549566
427911,7,0.06946985576438246
427911,8,0.06260380351305155
427911,9,0.05508198804806563
427911,10,0.0471594263139757
427911,11,0.03904634479702012
427911,12,0.03229392365917286
427911,13,0.023877051794131545
427911,14,0.016388520192189043
427911,15,0.01433436622681239
427911,16,0.011358143812703558
427911,17,0.00876518045797281
427911,18,0.0051728231239649425
427911,19,0.002369482894579389
460679,0,0.2578138053271061
460679,1,0.21965486891753794
460679,2,0.1901102230883377
460679,3,0.16433995786774006
460679,4,0.14130138446418752
460679,5,0.1203349833399515
460679,6,0.10293140308830724
460679,7,0.08532552915554875
460679,8,0.07240233986447724
460679,9,0.06254849810616848
460679,10,0.05074017535570481
460679,11,0.03780365735848918
460679,12,0.026433264991444674
460679,13,0.017627516191324157
460679,14,0.015041277149129747
460679,15,0.012208488413912843
460679,16,0.009086203485898031
460679,17,0.006558993333327545
460679,18,0.0049877756787389815
460679,19,0.0027991768287636276
395143,0,0.25935591504668765
395143,1,0.22744346875382726
395143,2,0.2042513822608311
395143,3,0.17885352867987828
395143,4,0.15145195804975373
