entry_id,p_ind,p_raw,p_norm
23,769975,0.00040400786743429064,0.8842848452486556
23,704439,2.4844818357820672e-5,0.0543798725908467
23,769971,2.6297223730194275e-5,0.05755887023785811
23,704435,1.7253491741001886e-6,0.0037764119226396664
173,835460,3.0357894695741236e-7,0.0021866780301904444
173,311172,3.7090963382343024e-7,0.0026716607182297697
173,827268,1.330213579407754e-7,0.0009581523484103731
173,302980,3.4319011806556326e-7,0.0024719971489251804
173,831364,2.8167518065862655e-6,0.020289052826925755
173,307076,3.5054921062454105e-6,0.02525004665362452
173,823172,1.8091538655731504e-6,0.013031328590904882
173,298884,4.754368612361896e-6,0.034245699500160764
173,833412,1.5541789377224966e-7,0.0011194745130265124
173,309124,2.6933916147055357e-7,0.0019400489821851784
173,825220,2.8709488788057e-7,0.002067943413732508
173,300932,1.0506084213575304e-6,0.00756752856659016
173,829316,7.903926263522963e-6,0.05693195159253092
173,305028,1.3952284172202279e-5,0.10049825119990477
173,821124,2.1401514927179306e-5,0.1541550327290019
173,296836,7.977446185558519e-5,0.5746151531856564
174,370564,0.0006864855753281085,1.0
176,495495,0.00037862490191821637,0.06344786959618982
176,429959,3.0551733709138875e-5,0.005119690771775141
176,462727,1.631586040381779e-5,0.002734121760101966
176,397191,8.637978307356158e-6,0.0014475046898479809
176,493447,0.001174508560911081,0.19681765682805324
176,427911,0.00015082447977626367,0.025274333189063653
176,460679,3.320213776461343e-5,0.005563830842956421
176,395143,2.7974165412710788e-5,0.00468775611476104
176,495494,0.0007319046462007645,0.12264853767865008
176,429958,2.0099895540879733e-5,0.0033682294659273114
176,462726,2.3768948134716477e-5,0.003983069032305329
176,397190,4.282769500783927e-6,0.0007176828555639277
176,493446,0.003143258071541849,0.526729824742051
176,427910,0.00013737518772037063,0.023020575118212587
176,460678,6.69644878775971e-5,0.0112215389767236
176,395142,1.9202079050163957e-5,0.003217778337817022
178,1032191,0.000182751045704724,0.006483376095758043
178,507903,2.1762204276176323e-5,0.0007720478668184051
178,901119,3.5346102214132366e-6,0.0001253957662948697
178,376831,1.425309190929283e-6,5.0565048762926336e-5
178,1032127,0.00011558396814331132,0.004100520099479972
178,507839,8.842204567211399e-6,0.00031369088753388784
178,901055,1.8172351212289127e-6,6.446922752159633e-5
178,376767,4.7075899214699575e-7,1.6700903596909406e-5
178,1032159,1.0198824720159684e-5,0.00036181908639989943
178,507871,2.62910108331245e-6,9.327142863204365e-5
178,901087,2.744965671013484e-7,9.738190414450375e-6
178,376799,2.39617547239123e-7,8.500803220597635e-6
178,1032095,3.1278732043854884e-5,0.0011096614131905227
178,507807,5.1799580406764284e-6,0.00018376702583805301
178,901023,6.843334871153288e-7,2.4277789244822795e-5
178,376735,3.8376860120369513e-7,1.3614784888107603e-5
178,1032175,2.3994969443197523e-5,0.000851258665615669
178,507887,3.0741495164715635e-6,0.00010906021036990805
178,901103,5.774450170521542e-7,2.048575539326589e-5
178,376815,2.505185952952976e-7,8.887534766310947e-6
178,1032111,8.149831379161835e-5,0.0028912787745953125
178,507823,6.707695733016059e-6,0.00023796588416418775
178,901039,1.5943032197968577e-6,5.656037340175852e-5
178,376751,4.4434489915099167e-7,1.5763822780430137e-5
178,1032143,1.4904174273765776e-5,0.0005287486418527629
178,507855,4.133584780265071e-6,0.00014664531549362877
178,901071,4.991182939063582e-7,1.7706993703863504e-5
178,376783,4.687561322551205e-7,1.6629849043453568e-5
178,1032079,0.0002454695487328344,0.008708412027706574
178,507791,4.373574206815417e-5,0.0015515931170815753
178,901007,6.6822859377184505e-6,0.0002370644323623918
178,376719,4.031702476938464e-6,0.00014303088315250964
178,1032183,4.6407975302384886e-5,0.001646394725500792
178,507895,4.0782485572086175e-6,0.00014468217736541574
178,901111,9.044922957697935e-7,3.208826360789249e-5
178,376823,2.691599795248512e-7,9.548866713494464e-6
178,1032119,0.00019093062595533505,0.006773559360459194
178,507831,1.0778953844992524e-5,0.0003824000646694921
178,901047,3.0249605150237024e-6,0.000107315154439139
178,376759,5.782894519324158e-7,2.0515713027138796e-5
178,1032151,1.1244265877065592e-5,0.00039890772893033275
178,507863,2.1390765185976755e-6,7.588704904091835e-5
178,901079,3.049639387068955e-7,1.0819067560768535e-5
178,376791,1.964573343113973e-7,6.969627890221889e-6
178,1032087,0.0002243238052177702,0.007958234060166474
178,507799,2.7415143502281097e-5,0.0009725946319981639
178,901015,4.945664005454009e-6,0.00017545508244269732
178,376727,2.04674771012634e-6,7.261154171079857e-5
178,1032167,2.5196169755081984e-5,0.0008938731051569443
178,507879,2.38219532906416e-6,8.451206499160295e-5
178,901095,6.110201814482382e-7,2.167688629715374e-5
178,376807,1.9562436385653785e-7,6.940076974577695e-6
178,1032103,0.0005566833001217933,0.019749201362977697
178,507815,3.38120094966374e-5,0.0011995333502727871
178,901031,1.097390220019285e-5,0.00038931615919108133
178,376743,2.257087623007726e-6,8.007367555468582e-5
178,1032135,6.79470290487617e-5,0.002410525982019766
178,507847,1.390680802456888e-5,0.0004933655310540056
178,901063,2.292960812275731e-6,8.134633244637099e-5
178,376775,1.589198566216242e-6,5.637927791815093e-5
178,1032071,0.007279564890588981,0.2582538273155507
178,507783,0.0009571551823914874,0.03395656098994069
178,900999,0.00019969327759544595,0.0070844279848212245
178,376711,8.891293025369077e-5,0.0031543237653587873
178,1032187,1.2308063372572452e-5,0.0004366475909732571
178,507899,1.4707225415046678e-6,5.2176157637369944e-5
178,901115,2.0673773859734485e-7,7.3343411379366624e-6
178,376827,8.36537340372993e-8,2.9677456426412532e-6
178,1032123,6.195870472611453e-6,0.00021980809116379135
178,507835,4.7562349646926647e-7,1.687347941402226e-5
178,901051,8.459880547692249e-8,3.0012735141607226e-6
178,376763,2.1991241446480998e-8,7.801733147974697e-7
178,1032155,7.178691559030159e-7,2.546751898089581e-5
178,507867,1.856951081786562e-7,6.587821267025355e-6
178,901083,1.6779555914411433e-8,5.952807071139974e-7
178,376795,1.4698065443515216e-8,5.21436612211465e-7
178,1032091,1.7523432588004603e-6,6.216708830233509e-5
178,507803,2.9120196259028735e-7,1.0330840165730957e-5
178,901019,3.329555160541529e-8,1.1812112075266105e-6
178,376731,1.8736388129823106e-8,6.64702357534033e-7
178,1032171,1.8286763693052064e-6,6.487512349881186e-5
178,507883,2.3509297464672327e-7,8.34028700753868e-6
178,901099,3.8218678748832516e-8,1.3558667599198941e-6
178,376811,1.6638072488445436e-8,5.902613636770467e-7
178,1032107,4.943563894001932e-6,0.00017538057773967732
178,507819,4.0828450302466055e-7,1.4484524435802511e-5
178,901035,8.398676065659683e-8,2.979560277214088e-6
178,376747,2.3488653431718103e-8,8.33296321744712e-7
178,1032139,1.1871070509340116e-6,4.211445930419892e-5
178,507851,3.303747344884275e-7,1.1720554856279616e-5
178,901067,3.45250115008785e-8,1.2248281995181002e-6
178,376779,3.253683606990042e-8,1.1542946000321436e-6
178,1032075,1.556160779414044e-5,0.0005520721131582787
178,507787,2.7822192685455987e-6,9.870353315510295e-5
178,901003,3.6790041347030517e-7,1.3051836377269055e-5
178,376715,2.2273666320980163e-7,7.901927741834032e-6
178,1032179,2.4168699030168567e-6,8.574219915049985e-5
178,507891,2.1312399903106707e-7,7.560903607539044e-6
178,901107,4.090853279413791e-8,1.4512934938746115e-6
178,376819,1.2215676733983123e-8,4.333700320302277e-7
178,1032115,7.914274791629292e-6,0.000280771143067574
178,507827,4.483427532500371e-7,1.5905652840007244e-5
178,901043,1.0889391662469272e-7,3.863180171120369e-6
178,376755,2.0889458984657533e-8,7.410858773047547e-7
178,1032147,6.120079605647108e-7,2.1711929289586054e-5
178,507859,1.1682890293301512e-7,4.144686087287146e-6
178,901075,1.4415271699916201e-8,5.114040666235062e-7
178,376787,9.318384025874237e-9,3.3058409056690253e-7
178,1032083,9.717984567788987e-6,0.0003447605380466505
178,507795,1.1917615743209214e-6,4.227958572275083e-5
178,901011,1.8606891681014848e-7,6.60108270657805e-6
178,376723,7.727011302911443e-8,2.7412768107434843e-6
178,1032163,1.4848479252483732e-6,5.267727748023704e-5
178,507875,1.4087140066809164e-7,4.997630892592206e-6
178,901091,3.127169236097144e-8,1.109411669548552e-6
178,376803,1.004654620667388e-8,3.5641677053120337e-7
178,1032099,2.6111421822596202e-5,0.0009263430883148105
178,507811,1.59144386025407e-6,5.645893319802453e-5
178,901027,4.470249799648315e-7,1.5858902793877632e-5
178,376739,9.226078371571088e-8,3.273094046667229e-6
178,1032131,4.1848821824868766e-6,0.00014846517020393615
178,507843,8.594848706857062e-7,3.049155556829384e-5
178,901059,1.2264723887052765e-7,4.3511005567031395e-6
178,376771,8.529769997969396e-8,3.0260678779645083e-6
178,1032067,0.00035685604841274345,0.01266002043919385
178,507779,4.708342081344232e-5,0.0016703572000436322
178,900995,8.50157645748367e-6,0.0003016065783271421
178,376707,3.7983847726491395e-6,0.00013475357660756848
178,1032189,6.871460449293684e-6,0.0002437756908481859
178,507901,1.3227740238499893e-6,4.692745507008069e-5
178,901117,2.3786268304751445e-7,8.438546698303589e-6
178,376829,1.5505560316217875e-7,5.500837421632487e-6
178,1032125,3.7488235370196424e-6,0.0001329953150932914
178,507837,4.636086716569182e-7,1.6447234914666787e-5
178,901053,1.0548825866112152e-7,3.7423591856852374e-6
178,376765,4.417588113637837e-8,1.5672077315026857e-6
178,1032157,5.040583597788555e-7,1.7882250183878225e-5
178,507869,2.100542982917538e-7,7.4520012244219005e-6
178,901085,2.428081249946074e-8,8.613993902882362e-7
178,376797,3.426403546676148e-8,1.215569670930013e-6
178,1032093,1.3334847421552172e-6,4.730743437340414e-5
178,507805,3.569922169256251e-7,1.266485122786599e-5
178,901021,5.2215844617103795e-8,1.8524378752793975e-6
178,376733,4.733665318603307e-8,1.6793410102582104e-6
178,1032173,7.88297909242189e-7,2.7966087971800532e-5
178,507885,1.6326336919103596e-7,5.79202062042549e-6
178,901101,3.3952864120090766e-8,1.2045303859677295e-6
178,376813,2.3812190045150025e-8,8.447742836766847e-7
178,1032109,2.3095481130649065e-6,8.193479260546331e-5
178,507821,3.072878154103015e-7,1.0901510682285305e-5
178,901037,8.086208175087234e-8,2.8687074585822004e-6
178,376749,3.643240058208228e-8,1.2924957782545146e-6
178,1032141,6.436052930329846e-7,2.2832893545766124e-5
178,507853,2.8855734355845177e-7,1.0237018213865944e-5
178,901069,3.857543027844755e-8,1.3685230723930294e-6
178,376781,5.856630809606307e-8,2.07773039252711e-6
178,1032077,9.143606516329434e-6,0.0003243835880029404
178,507789,2.633601122647181e-6,9.343107448982936e-5
178,901005,4.4549267080205666e-7,1.5804541755564905e-5
178,376717,4.34507801342544e-7,1.5414836515881092e-5
178,1032181,1.2268782418087318e-6,4.352540383380566e-5
178,507893,1.7429146852173157e-7,6.183259506674057e-6
178,901109,4.279660506659037e-8,1.5182757789339268e-6
178,376821,2.058773305144449e-8,7.30381682998669e-7
178,1032117,4.3540424288318265e-6,0.00015446639166494713
178,507829,3.9736285512910644e-7,1.4097062078915482e-5
178,901045,1.2346173461941723e-7,4.379996053569294e-6
178,376757,3.815500632210738e-8,1.3536078820688988e-6
178,1032149,3.907342334999032e-7,1.3861901470926193e-5
178,507861,1.2016286423773142e-7,4.26296352282152e-6
178,901077,1.8966816764324274e-8,6.728771698583185e-7
178,376789,1.9751851063142216e-8,7.00727476200915e-7
178,1032085,6.724096495296501e-6,0.00023854772658107347
178,507797,1.3284422887432563e-6,4.712854553701465e-5
178,901013,2.653253746011914e-7,9.412828170990576e-6
178,376725,1.7750561098211746e-7,6.2972861833240835e-6
178,1032165,5.820018456377699e-7,2.0647415937590123e-5
178,507877,8.895304100265851e-8,3.1557467562371022e-6
