s,4676,4729,4745,4776,4780,4787,4794,4808,4814,4821,4827,4954,4983,5127,5132,5137,5142,5152,5154,5220
23,1,-1,1,0,1,-1,1,1,1,1,1,1,1,-1,1,1,-1,0,1,1
173,0,1,-1,-1,1,-1,0,0,0,1,1,1,1,-1,-1,-1,-1,1,-1,-1
174,-1,1,-1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,-1,-1
176,-1,1,1,0,0,-1,-1,-1,0,1,1,1,1,-1,-1,-1,-1,1,1,0
178,0,1,0,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
180,1,-1,-1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0
182,-1,1,-1,1,1,-1,0,0,0,-1,1,1,1,-1,-1,-1,-1,1,1,-1
184,1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0,0,1,0,0,0
185,-1,1,1,1,1,1,1,-1,0,1,1,1,1,0,0,0,0,0,0,0
186,1,1,1,1,-1,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0
187,1,0,1,1,1,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0
189,1,1,1,-1,1,-1,0,0,1,1,1,1,1,0,0,0,0,0,0,0
190,1,1,1,-1,1,1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,0,0,1
193,1,1,1,-1,1,-1,1,-1,1,1,1,1,1,0,0,0,0,0,0,0
196,-1,1,-1,1,1,-1,0,0,0,0,1,1,1,-1,-1,-1,-1,1,0,-1
197,1,1,1,1,1,1,1,-1,-1,-1,1,0,0,0,0,0,0,0,0,0
198,1,1,1,1,1,-1,1,-1,1,1,1,1,0,0,0,0,0,0,0,0
200,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1
201,1,1,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,1,0,1
202,1,1,1,0,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
203,1,1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,0
204,1,1,1,1,1,-1,1,1,1,-1,1,1,0,0,0,0,0,1,1,-1
212,1,-1,1,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,0,-1
217,1,-1,1,0,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1
222,1,1,1,1,1,1,1,0,1,1,1,-1,1,-1,1,-1,0,1,1,-1
224,1,-1,1,1,1,-1,0,1,1,1,1,1,1,-1,0,-1,-1,-1,0,0
227,-1,1,1,1,1,1,1,-1,-1,-1,1,1,0,-1,-1,-1,-1,1,1,-1
228,1,1,1,1,0,-1,1,-1,0,0,1,1,1,-1,-1,-1,-1,1,1,1
230,1,-1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1
231,1,-1,1,0,0,-1,-1,1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1
239,0,-1,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,-1
240,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,1,0
245,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,0,0,0,1,0,0,0
249,0,1,1,1,1,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0
250,1,1,0,-1,1,1,1,-1,1,1,1,1,1,0,0,0,0,0,0,0
255,-1,1,-1,1,1,-1,1,1,1,1,1,1,1,0,0,0,0,0,0,0
256,1,1,1,1,1,0,0,0,1,1,1,1,0,-1,-1,0,0,1,1,0
257,1,-1,1,0,1,-1,1,1,1,1,1,0,1,-1,1,0,-1,1,1,-1
263,1,1,1,1,1,-1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,1,1,-1
284,-1,1,-1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1
294,1,1,-1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1
299,1,0,1,1,0,0,0,1,1,1,1,1,1,0,1,0,0,0,1,0
308,1,-1,1,1,1,-1,-1,-1,1,1,1,1,1,0,0,0,0,1,1,-1
310,1,-1,1,1,1,-1,1,0,1,1,1,1,1,0,1,1,-1,0,0,1
325,1,0,1,1,1,0,1,0,1,1,1,1,1,0,-1,-1,-1,0,0,-1
337,1,-1,1,0,1,-1,1,1,1,0,1,-1,-1,0,0,0,0,0,0,0
338,1,-1,1,1,1,0,1,0,-1,1,1,0,0,-1,0,0,0,0,1,-1
348,1,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,1,1,-1
354,1,1,1,1,1,-1,1,-1,1,0,1,1,1,-1,-1,-1,-1,1,1,-1
355,0,1,-1,1,1,-1,0,0,0,1,1,1,1,-1,-1,-1,-1,1,0,0
358,1,1,1,1,1,1,1,0,1,1,1,1,1,-1,-1,-1,-1,1,1,-1
361,1,-1,1,0,1,-1,0,0,1,1,1,1,1,0,0,0,0,0,0,-1
364,-1,1,1,1,1,1,1,0,0,1,1,-1,-1,-1,-1,-1,-1,0,1,-1
374,1,1,0,1,1,1,0,0,0,0,1,1,-1,-1,0,0,0,1,1,-1
378,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
381,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1
383,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1
386,1,-1,1,1,1,-1,0,-1,0,0,0,0,0,0,-1,-1,-1,0,0,-1
387,-1,1,0,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1
389,1,0,-1,1,1,-1,1,-1,1,1,1,1,0,-1,-1,-1,-1,1,1,-1
390,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1
392,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,-1,1
395,-1,1,1,1,1,1,1,-1,1,1,1,1,1,-1,-1,-1,-1,-1,-1,1
400,-1,1,1,1,1,-1,1,1,1,1,1,1,1,-1,-1,-1,-1,-1,1,-1
406,1,1,-1,1,0,-1,0,-1,0,1,1,1,1,0,0,0,0,0,0,1
415,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1
416,1,1,-1,1,1,-1,-1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1
419,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,-1,-1,-1
420,-1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1
422,1,-1,1,-1,1,-1,-1,-1,1,0,1,1,1,-1,-1,-1,-1,1,1,-1
423,1,0,1,1,1,-1,1,1,1,1,1,1,0,0,0,0,0,0,0,-1
424,1,1,1,1,1,-1,1,1,0,1,1,1,1,-1,-1,-1,-1,1,1,1
439,1,1,-1,1,1,1,-1,-1,-1,0,1,1,1,-1,-1,-1,-1,1,-1,-1
440,1,1,1,1,1,1,1,-1,-1,-1,1,1,1,-1,-1,-1,-1,1,1,-1
441,-1,1,1,1,1,1,1,0,0,0,1,1,1,-1,-1,-1,-1,1,1,-1
442,-1,1,1,1,1,-1,1,-1,-1,1,1,1,1,-1,-1,-1,-1,1,1,-1
443,0,0,1,1,1,1,0,0,0,1,1,1,1,0,0,0,0,-1,-1,0
444,0,0,1,1,1,-1,1,0,-1,1,1,1,1,0,0,0,0,1,1,0
455,1,1,1,1,1,1,1,0,-1,1,1,1,1,-1,-1,0,0,-1,-1,1
456,0,1,-1,1,1,-1,1,-1,0,0,1,1,1,-1,-1,-1,-1,1,1,-1
457,0,0,1,1,1,-1,1,0,1,1,1,1,1,0,0,0,0,1,1,0
458,0,0,1,1,1,0,1,0,0,1,1,1,1,0,0,0,0,1,1,0
468,0,0,1,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,0,0
469,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,1,1,-1
470,1,-1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,0,-1,0,1,1
471,0,0,1,1,1,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0
472,-1,1,1,1,1,1,1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,1,-1
476,1,1,1,1,1,-1,1,-1,1,1,1,1,1,-1,-1,-1,-1,1,1,1
477,-1,1,-1,1,1,-1,-1,-1,0,0,1,-1,1,-1,-1,-1,-1,-1,0,-1
