entry_id,config_id,config_prob,entry_prob
1,769975,0.000799745180092653,0.8257907179471066
1,704439,3.1470447856017e-5,0.03249535524068612
1,769971,0.0001335080510120567,0.1378560472026758
1,704435,3.7362016259646708e-6,0.003857879609531461
2,835460,1.3635929297533537e-7,0.0010625379780079352
2,311172,2.2931100118880612e-7,0.0017868356620344234
2,827268,7.90173094849597e-8,0.0006157181547059119
2,302980,2.8228251951110115e-7,0.002199599975650822
2,831364,1.4351612436002064e-6,0.011183053920396485
2,307076,2.0740419430546567e-6,0.016161335867849926
2,823172,1.0319687119624345e-6,0.00804129975046405
2,298884,3.168144375239142e-6,0.02468679358078442
2,833412,1.0740001226339359e-7,0.0008368816629829186
2,309124,1.983894300303905e-7,0.0015458888004117669
2,825220,2.662413228185394e-7,0.0020746038692129195
2,300932,1.044747302466953e-6,0.008140872998610169
2,829316,7.375618264641626e-6,0.057472243706105465
2,305028,1.1708178019951179e-5,0.09123238708582986
2,821124,2.2688087986340057e-5,0.17678996867659288
2,296836,7.650862220278641e-5,0.5961699783103599
3,370564,0.0007637778226942947,1.0
4,495495,0.0004143591833357868,0.0478170721112295
4,429959,1.3126323926786793e-5,0.001514778489303756
4,462727,1.2936661284127144e-5,0.0014928914101087153
4,397191,3.6402067702320676e-6,0.00042008005767043725
4,493447,0.0014915498781163767,0.17212493640231227
4,427911,9.6098456642479e-5,0.011089767080961453
4,460679,2.6051761168148844e-5,0.0030063746442718533
4,395143,1.4909168283759477e-5,0.0017205188242811434
4,495494,0.0008568417439147742,0.09887958347355352
4,429958,1.4479690396458191e-5,0.001670957052916656
4,462726,2.2310913237706182e-5,0.0025746805912836195
4,397190,3.348988864868294e-6,0.0003864734956805317
4,493446,0.005407199095999345,0.6239910673915189
4,427910,0.00018584184279474113,0.021446158684501934
4,460678,7.876679236434353e-5,0.009089692088237988
4,395142,2.4046506974712733e-5,0.0027749682021677895
5,375686,1.674134609040207e-5,0.005059540673767664
5,367494,6.8266116724911326e-6,0.0020631267781261466
5,371590,8.91061749483663e-5,0.02692951415021425
5,363398,4.508696071238878e-5,0.013626103322221987
5,373638,2.7972907381208042e-5,0.00845392371046543
5,365446,4.879620711317921e-5,0.014747105357093292
5,369542,0.0009714784631092624,0.29359854167333355
5,361350,0.002102858115477923,0.6355221443347777
6,976775,9.699450824469037e-5,0.8012531129905842
6,976771,8.217244374205265e-6,0.06788108681809578
6,976773,8.14497106271293e-6,0.06728405079134174
6,976769,7.696794454089687e-6,0.06358174939997824
7,376710,0.00045865254294081263,0.015029651823531802
7,368518,0.00018272286078484858,0.005987671975363585
