question_id,h
1,0.033505671404
2,0.054794889818
3,0.050636890081
4,0.072041550834
5,0.12235938728
6,0.0020293005912
7,0.025652470289
8,-0.12026099309
9,0.051525847273
10,0.073103155687
11,0.12978323294
12,0.0057193300071
13,0.044488478984
14,-0.31180668404
15,-0.18363702582
16,-0.21637877586
17,-0.21356312777
18,0.09544999014
19,0.04068852682
20,-0.050466437364
