simulation,timestep,config_id
1,1,493443
1,1,654263
1,1,894855
1,1,1025921
1,1,1042307
1,1,1031816
1,1,362377
1,1,484231
1,2,654263
1,2,370567
1,2,1017729
1,2,493443
1,2,1042311
1,3,493447
1,3,654247
1,2,484231
1,3,516999
1,2,362369
1,2,1032072
1,3,362375
1,3,361345
1,4,509831
1,4,1041287
1,4,654243
1,4,378759
1,4,362369
1,5,370561
1,3,1017473
1,3,769928
1,3,1041287
1,5,509831
1,6,509575
1,5,378759
1,6,362375
1,7,378759
1,8,362375
1,9,362247
1,6,370561
1,7,370561
1,8,370561
1,9,370561
1,10,370563
1,5,655267
1,5,1041031
1,10,362375
2,1,894855
2,2,886663
1,7,508551
2,1,362377
2,2,362369
2,3,362113
1,4,769960
1,4,1017729
1,5,493441
1,6,655271
1,4,1045383
2,4,362369
2,5,370561
2,6,108417
1,8,508807
2,7,370561
2,8,369537
1,6,362369
1,7,100225
2,3,362375
2,4,886663
2,5,886535
1,5,769928
1,6,769927
2,9,361345
2,10,362369
3,1,362377
3,2,362369
3,3,362369
3,4,493441
3,5,493443
3,6,493315
1,6,1041287
1,7,1042311
1,8,1042311
1,9,1041287
1,10,1043335
1,8,362369
1,9,362369
1,10,362113
2,1,1025921
2,2,1025921
2,3,1025921
2,4,1025923
1,7,655239
1,9,509831
1,10,509831
2,1,493443
2,2,492419
1,5,1028999
3,7,493319
2,3,492291
1,7,765831
1,8,638855
2,6,886535
2,7,886663
2,8,886663
2,9,362375
2,10,362375
3,1,894855
3,2,896903
3,8,493447
3,9,362375
3,10,886663
4,1,362377
4,2,362369
4,3,362369
4,4,362369
4,5,362369
4,6,362113
4,7,886401
2,1,484231
2,2,516999
2,3,500615
2,4,493315
2,5,493059
2,5,1025921
2,6,1025925
1,9,638856
1,6,1024903
1,8,634759
2,4,500615
2,5,501639
2,6,361987
3,3,634759
4,8,624257
2,7,370179
1,10,638855
2,1,654263
2,2,654247
2,3,654215
2,6,493447
2,7,362375
2,8,362247
2,9,361991
2,7,1025927
1,9,638855
1,10,634759
2,1,1031816
2,2,1032072
3,4,896903
3,5,1027975
2,8,894467
4,9,624513
1,7,1025927
2,10,362247
3,1,484231
3,2,516999
3,3,385927
2,4,655239
2,5,786311
3,4,516999
3,5,518023
4,10,632705
2,8,1025927
2,9,1017735
2,3,1032071
2,9,1025539
3,6,1025927
3,7,894855
3,8,894851
1,8,1025927
1,9,1025927
1,10,1025927
2,1,1042307
2,2,1025923
2,3,1017731
3,6,501639
3,7,503687
2,6,655239
2,7,130951
5,1,362377
5,2,362369
5,3,362377
5,4,362369
5,5,362369
5,6,362371
2,8,130951
2,9,130951
2,10,114567
3,1,654263
3,2,654247
3,3,655271
3,4,638887
3,8,1027975
3,9,1025927
3,10,1027975
4,1,484231
4,2,516999
4,3,508807
4,4,377735
5,7,362369
5,8,362373
3,9,894855
3,10,1025927
4,1,894855
4,2,632711
2,10,493447
3,1,1025921
3,2,1025921
3,3,1025923
3,4,1025927
3,5,894855
3,6,896903
3,7,896904
2,4,1027975
2,5,1025927
2,6,1017735
2,7,1025927
2,8,894855
2,9,370567
2,10,372615
2,10,501251
4,5,377607
2,4,493443
2,5,493447
2,6,1017735
2,7,1016711
5,9,362375
5,10,362375
6,1,362377
6,2,362369
6,3,370561
6,4,362369
6,5,362373
6,6,362375
6,7,378759
6,8,362375
6,9,886663
6,10,886535
7,1,362377
7,2,362369
7,3,362369
7,4,362369
7,5,361345
7,6,99201
3,5,769959
7,7,99201
7,8,361345
7,9,362369
7,10,362369
8,1,362377
8,2,362369
8,3,362369
8,4,886657
3,1,1031816
3,2,1030792
4,3,894855
4,4,894853
4,6,377735
4,7,378759
4,8,378759
4,9,362375
4,10,362373
5,1,484231
5,2,516999
5,3,516871
3,1,493443
3,2,509827
3,8,1027976
3,6,769960
3,7,769959
3,8,769960
3,9,769928
3,10,769927
4,1,654263
4,2,654247
4,3,655271
4,4,655267
4,5,655271
4,6,655239
4,7,130951
4,8,114567
4,9,638855
4,10,769927
5,1,654263
5,2,785335
5,4,516871
5,5,1041159
2,8,1017735
2,9,886663
2,10,894855
3,1,1042307
3,2,1044355
3,3,509831
3,4,509829
8,5,894849
4,5,632709
3,3,1047176
3,5,493445
3,9,1027975
3,10,1025927
4,1,1025921
4,2,1025923
4,3,1025921
4,4,1025665
5,3,785336
4,6,632711
4,7,624519
8,6,370561
8,7,386945
5,6,516871
5,7,516999
5,8,518023
5,9,1042311
5,10,1042312
3,3,1044353
3,6,1017733
3,4,1048200
8,8,386945
8,9,386947
4,8,626567
5,4,786360
4,5,1025921
4,6,1025923
4,7,1027971
8,10,385923
3,4,1042305
6,2,516999
6,3,1041287
6,4,516999
6,5,516999
6,6,508807
6,7,516999
6,8,518023
6,9,386951
3,7,1017729
3,8,1017733
3,9,1017734
4,9,102279
9,1,362377
9,2,362369
9,3,100225
9,4,100225
9,5,362369
9,6,362369
9,7,370561
9,8,370563
9,9,501635
6,10,378759
7,1,484231
7,2,516999
7,3,508807
7,4,516999
7,5,516999
7,6,500615
7,7,516999
7,8,516999
7,9,1041287
7,10,1042311
8,1,484231
8,2,484232
4,10,626567
5,1,894855
5,2,632711
5,3,649095
3,5,1044104
5,5,786328
4,8,1027971
4,9,1027843
9,10,503683
8,3,517000
3,5,1042309
5,4,651143
3,10,1017736
5,6,769944
10,1,362377
10,2,361353
8,4,516744
3,6,1044360
5,5,913287
10,3,361345
10,4,362369
10,5,362369
10,6,362369
10,7,362371
10,8,362371
10,9,362375
10,10,362371
4,10,1027971
5,1,1025921
5,2,1025923
5,3,501635
5,4,501507
3,6,1044357
8,5,517000
8,6,1041288
5,7,769928
5,8,786312
4,1,493443
4,2,493443
4,3,493443
4,4,493441
4,5,492417
5,5,370435
3,7,1044360
3,8,1027976
3,9,1032072
3,10,1032072
4,1,1031816
4,2,1032072
4,3,1027976
4,4,1032072
4,5,1027976
4,6,1025928
5,6,913287
5,7,913287
5,8,1044359
4,6,508801
5,6,501507
5,7,493315
5,8,493059
5,9,361987
5,10,362243
5,9,782216
3,7,1044359
8,7,1041287
8,8,1042311
8,9,911239
4,7,476033
6,1,1025921
6,2,1025921
6,3,501633
4,7,1025927
4,8,1024903
4,9,1025927
4,10,1042311
5,1,1031816
5,2,1032072
5,3,1032072
5,4,1032072
5,5,1032071
5,6,1027975
5,7,503687
5,8,241543
5,9,1042311
5,10,1025927
6,1,894855
6,2,1025927
6,3,1027975
6,4,1027971
6,5,1027975
6,6,896903
6,7,1027975
6,8,1025927
6,9,1025923
6,10,1025927
7,1,894855
7,2,1025927
7,3,501639
7,4,493447
7,5,493448
5,10,1044360
6,1,654263
6,2,654247
6,3,654247
6,4,654263
6,5,654247
6,6,655271
6,7,655239
6,8,651143
6,9,634759
6,10,651143
7,1,654263
7,2,655287
4,8,508801
4,9,377729
6,4,493441
6,5,501633
6,6,239489
5,9,765831
5,10,765703
8,10,894855
9,1,484231
9,2,467847
3,8,1044359
3,9,782215
6,7,108417
6,8,370561
6,9,370565
4,10,385921
7,6,493447
7,7,362375
7,8,362375
7,9,886663
7,10,894855
8,1,894855
8,2,896903
8,3,896903
8,4,1027975
8,5,1027971
8,6,1027975
8,7,1025927
8,8,501639
8,9,370567
8,10,894855
9,1,894855
9,2,632711
9,3,894855
9,4,1025927
9,5,1042311
9,6,1042055
7,3,654263
7,4,654327
6,10,894853
7,1,1025921
7,2,1025923
7,3,1025927
7,4,1017735
7,5,1025927
7,6,1025928
7,7,1025927
7,8,1027975
7,9,1032071
7,10,1032071
8,1,1025921
8,2,501633
8,3,1025921
8,4,1025793
9,3,500615
9,4,516999
9,5,508807
9,6,508807
9,7,1033095
5,1,493443
5,2,493447
5,3,1017735
5,4,1025927
5,5,1027975
5,6,1027975
5,7,1025927
5,8,1024903
5,9,1025927
5,10,1025928
6,1,493443
6,2,493447
6,3,1017735
6,4,886663
6,5,362375
6,6,362371
6,7,886659
6,1,1031816
6,2,1032072
6,3,1027976
6,4,1027975
6,5,1025927
6,6,1042311
6,7,1042311
6,8,1025927
6,9,1017735
6,10,493447
7,1,1031816
7,2,1032072
7,3,1027976
7,4,1027972
3,10,765831
4,1,1042307
4,2,1042311
4,3,1042307
4,4,518019
7,5,654327
7,6,654328
9,7,1042311
9,8,1044359
9,9,1027975
9,10,1028007
4,5,518023
4,6,520071
6,8,886663
6,9,888711
8,5,1027841
