id_sample,Language_ID
228,chindialectsurvey-NggaKantthayung-A
229,chindialectsurvey-RawngtuRamtim-A
230,chindialectsurvey-RawngtuWeilong-A
231,chindialectsurvey-SaingbongAyoTaung-D-3
232,chindialectsurvey-SonglaiHettui8KarchaungHettui-A
233,chindialectsurvey-SonglaiMaungUmSong1MaungUmSong-A
234,chindialectsurvey-TaungthaWethet-T-1
235,chindialectsurvey-ThaiphumRengkheng-T-7
236,chindialectsurvey-UppuKyinDwe-U-5
237,chindialectsurvey-WakungAwaPyin-A
239,clarkkimmun-KimMunLaos
240,clics1-Achestd
241,clics1-Aghulstd
242,clics1-Aguarunastd
243,clics1-AkhvakhNorthernNorthern
244,clics1-AkhvakhSouthernSouthern
245,clics1-AlbanianToskstd
246,clics1-AndiMuniMuni
247,clics1-Andistd
248,clics1-ArabicStandardstd
249,clics1-Araonastd
250,clics1-ArchiVar1Var1
251,clics1-ArchiVar2Var2
252,clics1-Archistd
253,clics1-ArmenianEasternEastern
254,clics1-ArmenianWesternWestern
255,clics1-AvarAndalalAndalal
256,clics1-AvarAntsukhAntsukh
257,clics1-AvarBatlukhBatlukh
258,clics1-AvarHidHid
259,clics1-AvarKarakhKarakh
260,clics1-AvarKusurKusur
261,clics1-AvarStandardStandard
262,clics1-AvarZakatalyZakataly
263,clics1-AymaraCentralstd
264,clics1-Ayoreostd
265,clics1-AzerbaijaniNorthTerekemeTerekeme
266,clics1-AzerbaijaniSouthstd
267,clics1-Bagvalalstd
268,clics1-Basquestd
269,clics1-Bengalistd
270,clics1-Bezhtastd
271,clics1-Botlikhstd
272,clics1-Bretonstd
273,clics1-Budukhstd
274,clics1-Bulgarianstd
275,clics1-Caribstd
276,clics1-CashiboCacataibostd
277,clics1-CatalanValencianBalearstd
278,clics1-Cavinenastd
279,clics1-Cayubabastd
280,clics1-Chachistd
281,clics1-Chacobostd
282,clics1-Chamalalstd
283,clics1-ChatinoZacatepecstd
284,clics1-ChechenAkkinAkkin
285,clics1-Chechenstd
286,clics1-CheqWongstd
287,clics1-ChineseMandarinstd
288,clics1-Chipayastd
289,clics1-ChoroteIyojwajastd
290,clics1-Cofanstd
291,clics1-Coloradostd
292,clics1-Czechstd
293,clics1-Danishstd
294,clics1-DargwaItsariItsari
295,clics1-DargwaKajtakKajtak
296,clics1-DargwaKubachiKubachi
297,clics1-DargwaMuiriMuiri
298,clics1-DargwaStandardStandard
299,clics1-DidoMokokMokok
300,clics1-DidoSagadinSagadin
301,clics1-Dutchstd
302,clics1-EmberaNorthernstd
303,clics1-EnapaWoromaipustd
304,clics1-Englishstd
305,clics1-Epenastd
306,clics1-Erzyastd
307,clics1-EseHuarayoHuarayo
308,clics1-Esestd
309,clics1-Estonianstd
310,clics1-FarsiWesternstd
311,clics1-Finnishstd
312,clics1-Frenchstd
313,clics1-GaelicIrishstd
315,clics1-Gawwadastd
316,clics1-GermanStandardstd
317,clics1-Ghodoberistd
318,clics1-Ghulfanstd
319,clics1-Greekstd
320,clics1-GuaraniEasternBolivianstd
321,clics1-GuaraniParaguayanstd
322,clics1-Gurinjistd
323,clics1-HaidaNorthernNorthernNorthern
324,clics1-Hausastd
325,clics1-Hawaiianstd
327,clics1-Hinukhstd
328,clics1-Hungarianstd
329,clics1-Hunzibstd
330,clics1-Hupdestd
331,clics1-Ignacianostd
332,clics1-Indonesianstd
333,clics1-Iraqwstd
334,clics1-Italianstd
335,clics1-Itonamastd
336,clics1-Japanesestd
337,clics1-JudeoTatstd
338,clics1-Kaingangstd
339,clics1-KanuriCentralstd
340,clics1-KarataTokitinTokitin
341,clics1-Karatastd
342,clics1-Karokstd
343,clics1-Kathustd
344,clics1-KatukinaPanoanstd
345,clics1-Ketstd
346,clics1-Khantystd
347,clics1-Khasistd
348,clics1-KhvarshiInxokvariInxokvari
349,clics1-KhvarshiKhvarshiKhvarshi
350,clics1-Kilivilastd
351,clics1-KomiZyrianstd
352,clics1-Kumykstd
353,clics1-Kunzastd
354,clics1-Lakstd
356,clics1-Latvianstd
357,clics1-Lenguastd
358,clics1-LezgiKubaKuba
359,clics1-LezgiMikrakhMikrakh
360,clics1-Lezgistd
361,clics1-Lithuanianstd
362,clics1-Macushistd
363,clics1-Makastd
364,clics1-MalagasyPlateaustd
365,clics1-Manangbastd
366,clics1-Mansistd
367,clics1-Maoristd
368,clics1-Mapudungunstd
369,clics1-Marathistd
370,clics1-MariMeadowstd
371,clics1-MarquesanNorthstd
372,clics1-MiaoWhitestd
373,clics1-Mocovistd
374,clics1-Movimastd
375,clics1-NahuatlHighlandPueblastd
376,clics1-Negerhollandsstd
377,clics1-Nenetsstd
378,clics1-Ninamstd
379,clics1-Nivaclestd
380,clics1-Nogaistd
382,clics1-Onastd
383,clics1-Oroqenstd
384,clics1-OtomiMezquitalstd
385,clics1-Paezstd
386,clics1-Pilagastd
387,clics1-Polcistd
388,clics1-Polishstd
389,clics1-Portuguesestd
390,clics1-Puelchestd
391,clics1-Puinavestd
392,clics1-Pumestd
393,clics1-Punjabistd
394,clics1-Qawasqarstd
395,clics1-Qeqchistd
396,clics1-QuichuaImbaburaHighlandstd
397,clics1-Rapastd
399,clics1-RomaniVlaxstd
400,clics1-Romanianstd
401,clics1-Rotumanstd
402,clics1-Russianstd
403,clics1-Rutulstd
404,clics1-SaamiKildinstd
405,clics1-SaamiNorthstd
406,clics1-SanapanaEnlhetEnlhet
407,clics1-SanapanaStandardStandard
408,clics1-Saramaccanstd
409,clics1-SardinianLogudoresestd
410,clics1-Selkupstd
411,clics1-Seristd
412,clics1-SeselwaCreoleFrenchstd
413,clics1-ShipiboConibostd
414,clics1-Sionastd
415,clics1-Sirionostd
416,clics1-SorbianLowerstd
417,clics1-Spanishstd
418,clics1-Swahilistd
419,clics1-Swedishstd
420,clics1-TabassaranNorthernNorthern
421,clics1-TabassaranSouthernSouthern
422,clics1-Tacanastd
423,clics1-Takiastd
424,clics1-Tamilstd
425,clics1-Tarifitstd
426,clics1-Tehuelchestd
427,clics1-Telugustd
428,clics1-Thaistd
429,clics1-Tindistd
430,clics1-Tlingitstd
431,clics1-Tobastd
432,clics1-Tonganstd
433,clics1-Trinitariostd
434,clics1-Trumaistd
435,clics1-Tsakhurstd
436,clics1-Tsimanestd
437,clics1-Tsimshianstd
439,clics1-Tuyucastd
440,clics1-TzotzilZinacantanstd
441,clics1-Udistd
442,clics1-Udmurtstd
444,clics1-Vietnamesestd
445,clics1-Waiwaistd
446,clics1-Waoranistd
447,clics1-Wapishanastd
448,clics1-Waurastd
449,clics1-Wayampistd
450,clics1-Wayuustd
451,clics1-Welshstd
452,clics1-WichiLhamtesGuisnaystd
453,clics1-Yaguastd
454,clics1-Yamanastd
455,clics1-Yaminahuastd
456,clics1-Yanomamistd
457,clics1-Yaquistd
458,clics1-Yaviterostd
459,clics1-YiddishEasternstd
460,clics1-Yuwanastd
461,clics1-Zunistd
489,hantganbangime-Bangime
490,hantganbangime-Bankan_Tey
491,hantganbangime-Ben_Tey
493,hantganbangime-Fulfulde
494,hantganbangime-Jamsay
497,hantganbangime-Nanga
498,hantganbangime-Penange
499,hantganbangime-Perge_Tegu
500,hantganbangime-Songhai_Senni
501,hantganbangime-Tebul_Ure
502,hantganbangime-Tiranige_Diga
504,hantganbangime-Tommo_So
505,hantganbangime-Toro_Tegu
506,hantganbangime-Yanda_Dom
509,hubercolumbian-Achagua
510,hubercolumbian-Awa
511,hubercolumbian-Bara
512,hubercolumbian-Barasana
513,hubercolumbian-Bari
514,hubercolumbian-Bora
515,hubercolumbian-Carapana
516,hubercolumbian-Carijona
517,hubercolumbian-Catio
518,hubercolumbian-Chapalaachi
519,hubercolumbian-Chimila
520,hubercolumbian-Cubeo
521,hubercolumbian-Cuiba
522,hubercolumbian-Curripaco
523,hubercolumbian-Desano
524,hubercolumbian-Dimina
525,hubercolumbian-EmberaChami
526,hubercolumbian-EmberaDarien
527,hubercolumbian-EmberaTado
528,hubercolumbian-EpenaBasurudo
529,hubercolumbian-EpenaSaija
530,hubercolumbian-Guahibo
531,hubercolumbian-Guambiano
532,hubercolumbian-Guayabero
533,hubercolumbian-Ika
534,hubercolumbian-Inga
535,hubercolumbian-Jitnu
536,hubercolumbian-Jupda
537,hubercolumbian-Kakua
538,hubercolumbian-Kamsa
539,hubercolumbian-Kogui
540,hubercolumbian-Koreguaje
541,hubercolumbian-Macuna
542,hubercolumbian-Mirana
543,hubercolumbian-Muinane
544,hubercolumbian-Nukak
545,hubercolumbian-Ocaina
546,hubercolumbian-Orejon
547,hubercolumbian-Paez
548,hubercolumbian-Piapoco
549,hubercolumbian-Piratapuyo
550,hubercolumbian-Playero
551,hubercolumbian-Puinave
552,hubercolumbian-Resigaro
553,hubercolumbian-Saliba
554,hubercolumbian-Secoya
555,hubercolumbian-Siona
556,hubercolumbian-Siriano
557,hubercolumbian-Tanimuca
558,hubercolumbian-Tatuyo
559,hubercolumbian-Totoro
560,hubercolumbian-TsafiquiPila
561,hubercolumbian-Tucano
562,hubercolumbian-TuneboCentral
563,hubercolumbian-Tuyuca
564,hubercolumbian-Waimaja
565,hubercolumbian-Wanano
566,hubercolumbian-Wayuu
567,hubercolumbian-WitotoMinica
568,hubercolumbian-WitotoMurui
569,hubercolumbian-WitotoNipode
570,hubercolumbian-Wounaan
571,hubercolumbian-Yucuna
572,hubercolumbian-Yukpa
573,hubercolumbian-Yuruti
681,ids-107
682,ids-126
683,ids-127
684,ids-128
685,ids-131
686,ids-135
687,ids-139
688,ids-143
689,ids-146
690,ids-147
691,ids-148
692,ids-151
693,ids-159
694,ids-160
695,ids-162
696,ids-164
697,ids-166
698,ids-167
699,ids-168
700,ids-169
701,ids-170
702,ids-171
703,ids-172
704,ids-173
705,ids-174
706,ids-175
707,ids-176
708,ids-177
709,ids-178
710,ids-179
711,ids-180
712,ids-181
713,ids-182
714,ids-183
715,ids-184
716,ids-185
717,ids-186
718,ids-187
719,ids-188
720,ids-189
721,ids-190
722,ids-191
723,ids-192
724,ids-193
725,ids-194
726,ids-195
727,ids-196
728,ids-197
729,ids-198
730,ids-199
731,ids-200
732,ids-201
733,ids-202
734,ids-203
735,ids-204
736,ids-205
737,ids-206
738,ids-207
739,ids-208
740,ids-209
741,ids-210
742,ids-211
743,ids-212
744,ids-213
745,ids-214
746,ids-215
748,ids-217
749,ids-218
750,ids-219
751,ids-220
752,ids-221
753,ids-222
754,ids-223
755,ids-224
756,ids-225
757,ids-226
758,ids-227
759,ids-228
760,ids-229
763,ids-232
764,ids-235
765,ids-236
766,ids-237
767,ids-238
768,ids-239
769,ids-240
771,ids-242
772,ids-243
773,ids-244
774,ids-245
775,ids-246
776,ids-247
777,ids-248
778,ids-249
779,ids-250
780,ids-251
781,ids-252
782,ids-253
783,ids-254
784,ids-255
785,ids-256
786,ids-257
787,ids-258
788,ids-260
789,ids-262
790,ids-263
791,ids-264
792,ids-265
793,ids-266
794,ids-267
795,ids-268
796,ids-269
797,ids-270
798,ids-271
799,ids-272
800,ids-273
801,ids-274
802,ids-275
803,ids-276
804,ids-277
805,ids-278
806,ids-279
807,ids-281
808,ids-282
809,ids-283
810,ids-284
811,ids-285
812,ids-287
813,ids-288
814,ids-289
815,ids-290
816,ids-291
817,ids-292
818,ids-294
820,ids-296
821,ids-297
822,ids-298
823,ids-299
824,ids-300
825,ids-301
826,ids-302
827,ids-304
828,ids-305
829,ids-306
830,ids-307
831,ids-308
832,ids-309
833,ids-310
834,ids-311
835,ids-312
836,ids-313
837,ids-314
838,ids-315
839,ids-317
840,ids-318
841,ids-319
842,ids-32
843,ids-320
844,ids-322
845,ids-323
846,ids-325
847,ids-33
848,ids-34
849,ids-35
850,ids-37
851,ids-38
852,ids-39
853,ids-40
854,ids-401
855,ids-402
856,ids-403
857,ids-404
858,ids-405
859,ids-406
860,ids-407
861,ids-408
862,ids-409
863,ids-410
864,ids-411
865,ids-412
866,ids-413
867,ids-414
868,ids-415
869,ids-416
870,ids-417
871,ids-418
872,ids-419
873,ids-42
874,ids-420
875,ids-421
876,ids-422
877,ids-423
878,ids-424
879,ids-425
880,ids-50
881,ids-501
882,ids-503
883,ids-504
884,ids-505
885,ids-506
886,ids-507
887,ids-508
888,ids-509
889,ids-51
890,ids-510
891,ids-511
892,ids-515
893,ids-516
894,ids-518
895,ids-519
896,ids-52
897,ids-520
898,ids-521
899,ids-522
900,ids-523
901,ids-524
902,ids-525
903,ids-526
904,ids-527
905,ids-532
906,ids-533
907,ids-534
908,ids-56
909,ids-57
910,ids-59
911,ids-60
912,ids-61
913,ids-62
914,ids-63
915,ids-64
916,ids-65
917,ids-66
918,ids-67
919,ids-69
920,ids-70
921,ids-701
922,ids-702
923,ids-703
924,ids-704
925,ids-705
926,ids-706
927,ids-707
928,ids-708
929,ids-709
930,ids-71
931,ids-710
932,ids-72
933,ids-73
934,ids-74
935,ids-75
936,ids-80
937,ids-800
938,ids-801
939,ids-802
940,ids-803
941,ids-804
942,ids-805
943,ids-807
944,ids-808
945,ids-809
946,ids-81
947,ids-810
948,ids-811
949,ids-814
951,ids-820
952,ids-825
953,ids-827
954,ids-829
955,ids-830
956,ids-832
957,ids-833
958,ids-834
959,ids-838
960,ids-839
961,ids-840
962,johanssonsoundsymbolic-Achumawi
963,johanssonsoundsymbolic-Adyghe
964,johanssonsoundsymbolic-Aguaruna
965,johanssonsoundsymbolic-Ahtena
966,johanssonsoundsymbolic-Ainu
967,johanssonsoundsymbolic-Alabama
968,johanssonsoundsymbolic-Amarakaeri
969,johanssonsoundsymbolic-Arabela
970,johanssonsoundsymbolic-Arapaho
971,johanssonsoundsymbolic-Atakapa
972,johanssonsoundsymbolic-Aymara
973,johanssonsoundsymbolic-Ayoreo
974,johanssonsoundsymbolic-Bambassi
975,johanssonsoundsymbolic-Bangime
976,johanssonsoundsymbolic-BankanTeyDogon
977,johanssonsoundsymbolic-Basque
978,johanssonsoundsymbolic-Berik
979,johanssonsoundsymbolic-Berta
980,johanssonsoundsymbolic-Bezhta
981,johanssonsoundsymbolic-Burushaski
982,johanssonsoundsymbolic-Cavinena
983,johanssonsoundsymbolic-Chachi
984,johanssonsoundsymbolic-Chatino
985,johanssonsoundsymbolic-Chipaya
986,johanssonsoundsymbolic-Cofan
987,johanssonsoundsymbolic-Copainalazoque
989,johanssonsoundsymbolic-Djingili
990,johanssonsoundsymbolic-Enapaworomaipu
991,johanssonsoundsymbolic-Estonian
992,johanssonsoundsymbolic-Georgian
993,johanssonsoundsymbolic-Grasskoiari
994,johanssonsoundsymbolic-GreatAndamanese
995,johanssonsoundsymbolic-Guahibo
996,johanssonsoundsymbolic-Guarani
997,johanssonsoundsymbolic-Guhusamane
998,johanssonsoundsymbolic-Haidanorthern
999,johanssonsoundsymbolic-Halkomelem
1000,johanssonsoundsymbolic-HighlandOaxacaChontal
1001,johanssonsoundsymbolic-Huave
1002,johanssonsoundsymbolic-Hupde
1003,johanssonsoundsymbolic-ImbaburaQuechua
1004,johanssonsoundsymbolic-Ineseno
1005,johanssonsoundsymbolic-Jamamadi
1006,johanssonsoundsymbolic-Japanese
1007,johanssonsoundsymbolic-Juhoan
1008,johanssonsoundsymbolic-Kaingang
1009,johanssonsoundsymbolic-Kanuri
1010,johanssonsoundsymbolic-Karok
1011,johanssonsoundsymbolic-Katcha
1012,johanssonsoundsymbolic-Kekchi
1013,johanssonsoundsymbolic-Ket
1014,johanssonsoundsymbolic-Klamath
1015,johanssonsoundsymbolic-Korean
1016,johanssonsoundsymbolic-Kwaza
1017,johanssonsoundsymbolic-Lakota
1018,johanssonsoundsymbolic-Maasai
1019,johanssonsoundsymbolic-Mailu
1020,johanssonsoundsymbolic-Mali
1021,johanssonsoundsymbolic-Manange
1022,johanssonsoundsymbolic-Mandinka
1023,johanssonsoundsymbolic-Mapudungun
1024,johanssonsoundsymbolic-Maybrat
1025,johanssonsoundsymbolic-Miskito
1026,johanssonsoundsymbolic-Mocovi
1027,johanssonsoundsymbolic-Mojave
1028,johanssonsoundsymbolic-Mongolian
1029,johanssonsoundsymbolic-Moseten
1030,johanssonsoundsymbolic-Movima
1031,johanssonsoundsymbolic-Muinane
1032,johanssonsoundsymbolic-Muruihuitoto
1033,johanssonsoundsymbolic-Natchez
1034,johanssonsoundsymbolic-Nezperce
1035,johanssonsoundsymbolic-Ngarinyin
1036,johanssonsoundsymbolic-Ngarluma
1037,johanssonsoundsymbolic-Ninam
1038,johanssonsoundsymbolic-Nivacle
1039,johanssonsoundsymbolic-NorthAlaskanInupiatun
1040,johanssonsoundsymbolic-NorthernSierraMiwok
1041,johanssonsoundsymbolic-Nunggubuyu
1042,johanssonsoundsymbolic-Oneida
1043,johanssonsoundsymbolic-Oroqen
1044,johanssonsoundsymbolic-Paez
1045,johanssonsoundsymbolic-PanoanKatukina
1046,johanssonsoundsymbolic-Pawnee
1047,johanssonsoundsymbolic-Puinave
1048,johanssonsoundsymbolic-Pume
1049,johanssonsoundsymbolic-Quileute
1050,johanssonsoundsymbolic-Rotokas
1051,johanssonsoundsymbolic-Rumu
1052,johanssonsoundsymbolic-Sahu
1053,johanssonsoundsymbolic-Sanapanaangaite
1054,johanssonsoundsymbolic-Seediq
1055,johanssonsoundsymbolic-Seri
1056,johanssonsoundsymbolic-Southeastijo
1057,johanssonsoundsymbolic-Swahili
1058,johanssonsoundsymbolic-Swedish
1059,johanssonsoundsymbolic-Tarifit
1060,johanssonsoundsymbolic-Terei
1061,johanssonsoundsymbolic-ThaiDialectKorat
1063,johanssonsoundsymbolic-Tiwi
1064,johanssonsoundsymbolic-Toaripi
1065,johanssonsoundsymbolic-Tsimshian
1066,johanssonsoundsymbolic-Tunica
1067,johanssonsoundsymbolic-Turkish
1068,johanssonsoundsymbolic-Tuyuca
1069,johanssonsoundsymbolic-Uncunwee
1070,johanssonsoundsymbolic-Vietnamese
1071,johanssonsoundsymbolic-Waorani
1072,johanssonsoundsymbolic-Wappo
1073,johanssonsoundsymbolic-Warao
1074,johanssonsoundsymbolic-Wayuu
1075,johanssonsoundsymbolic-WhiteHmong
1076,johanssonsoundsymbolic-Wintu
1077,johanssonsoundsymbolic-Xicotepecdejuareztotonac
1078,johanssonsoundsymbolic-Yagua
1079,johanssonsoundsymbolic-Yaqui
1080,johanssonsoundsymbolic-Yareba
1081,johanssonsoundsymbolic-Yawa
1082,johanssonsoundsymbolic-Yuwana
1083,johanssonsoundsymbolic-Zuni
1084,kraftchadic-Angas
1085,kraftchadic-Ankwe
1086,kraftchadic-Bacama
1087,kraftchadic-Bade
1089,kraftchadic-Bananamouseye
1090,kraftchadic-Boka
1091,kraftchadic-Bolewa
1092,kraftchadic-Buli
1093,kraftchadic-Bura
1094,kraftchadic-Burma
1095,kraftchadic-Cibak
1096,kraftchadic-Cip
1097,kraftchadic-Daba
1098,kraftchadic-Dera
1099,kraftchadic-Dira
1100,kraftchadic-Dwot
1101,kraftchadic-Faligili
1102,kraftchadic-Falijilbu
1103,kraftchadic-Falikiria
1104,kraftchadic-Falimucella
1105,kraftchadic-Faliwagira
1106,kraftchadic-Gaanda
1107,kraftchadic-Gabin
1109,kraftchadic-Geji
1111,kraftchadic-Glvda
1112,kraftchadic-Gude
1113,kraftchadic-Gudu
1114,kraftchadic-Hausa
1115,kraftchadic-Higibaza
1116,kraftchadic-Higifutu
1117,kraftchadic-Higighye
1118,kraftchadic-Higikamale
1119,kraftchadic-Higinkafa
1120,kraftchadic-Hildi
1121,kraftchadic-Hwona
1122,kraftchadic-Jaku
1124,kraftchadic-Karekare
1125,kraftchadic-Kilba
1126,kraftchadic-Lame
1127,kraftchadic-Lamepeve
1128,kraftchadic-Mandara
1129,kraftchadic-Margi
1130,kraftchadic-Massa
1131,kraftchadic-Matakam
1132,kraftchadic-Mismezime
1134,kraftchadic-Mwulyen
1135,kraftchadic-Nakatsa
1136,kraftchadic-Ngamo
1137,kraftchadic-Ngizim
1140,kraftchadic-Pero
1141,kraftchadic-Piimdi
1142,kraftchadic-Plci
1143,kraftchadic-Seya
1144,kraftchadic-Sura
1145,kraftchadic-Tangale
1146,kraftchadic-Wamdiu
1147,kraftchadic-Westmargi
1148,kraftchadic-Yingilum
1149,kraftchadic-Zvana
1150,lindseyende-ende1235
1151,listsamplesize-dutch
1152,listsamplesize-english
1153,listsamplesize-french
1154,listsamplesize-german
1160,mannburmish-Achang
1161,mannburmish-Lashi
1162,mannburmish-Maru
1163,mannburmish-WrittenBurmese
1165,marrisonnaga-Chang
1167,marrisonnaga-ChungliAo
1168,marrisonnaga-Dimasa
1169,marrisonnaga-Jingpho
1170,marrisonnaga-Khoirao
1171,marrisonnaga-KhonomaAngami
1172,marrisonnaga-KohimaAngami
1173,marrisonnaga-Konyak
1174,marrisonnaga-Liangmai
1175,marrisonnaga-Lotha
1176,marrisonnaga-Lushai
1177,marrisonnaga-Manipuri
1179,marrisonnaga-Maram
1180,marrisonnaga-Maring
1182,marrisonnaga-Mikir
1183,marrisonnaga-MongsenAo
1185,marrisonnaga-Nocte
1186,marrisonnaga-Nruanghmei
1189,marrisonnaga-Puiron
1190,marrisonnaga-Rengma
1191,marrisonnaga-Sangtam
1192,marrisonnaga-Sema
1193,marrisonnaga-Tangkhul
1194,marrisonnaga-Wancho
1195,marrisonnaga-WrittenBurmese
1196,marrisonnaga-WrittenTibetan
1198,marrisonnaga-Zeme
1200,mitterhoferbena-Itipula
1201,mitterhoferbena-Kanamalenga
1202,mitterhoferbena-Liwengi
1203,naganorgyalrongic-GanziDanbarGyalrong
1204,naganorgyalrongic-JinchuanErkairGyalrong
1205,naganorgyalrongic-JinchuanGuaninqiaorGyalrong
1206,naganorgyalrongic-LixianXuechengrGyalrong
1207,naganorgyalrongic-MaerkangBolarGyalrongA
1208,naganorgyalrongic-MaerkangBolarGyalrongB
1209,naganorgyalrongic-MaerkangCaodengrGyalrong
1210,naganorgyalrongic-MaerkangJaphugrGyalrong
1211,naganorgyalrongic-MaerkangSomanrGyalrong
1212,naganorgyalrongic-NyagrongMinyag
1213,northeuralex-abk
1214,northeuralex-ady
1215,northeuralex-ain
1216,northeuralex-ale
1217,northeuralex-arb
1218,northeuralex-ava
1219,northeuralex-azj
1220,northeuralex-bak
1221,northeuralex-bel
1222,northeuralex-ben
1223,northeuralex-bre
1224,northeuralex-bsk
1225,northeuralex-bua
1226,northeuralex-bul
1227,northeuralex-cat
1228,northeuralex-ces
1229,northeuralex-che
1230,northeuralex-chv
1231,northeuralex-ckt
1232,northeuralex-cmn
1233,northeuralex-cym
1234,northeuralex-dan
1235,northeuralex-dar
1236,northeuralex-ddo
1237,northeuralex-deu
1238,northeuralex-ekk
1239,northeuralex-ell
1240,northeuralex-enf
1241,northeuralex-eng
1242,northeuralex-ess
1243,northeuralex-eus
1244,northeuralex-evn
1245,northeuralex-fin
1246,northeuralex-fra
1247,northeuralex-gld
1248,northeuralex-gle
1249,northeuralex-heb
1250,northeuralex-hin
1251,northeuralex-hrv
1252,northeuralex-hun
1253,northeuralex-hye
1254,northeuralex-isl
1255,northeuralex-ita
1256,northeuralex-itl
1257,northeuralex-jpn
1258,northeuralex-kal
1259,northeuralex-kan
1260,northeuralex-kat
1261,northeuralex-kaz
1262,northeuralex-kca
1263,northeuralex-ket
1264,northeuralex-khk
1265,northeuralex-kmr
1266,northeuralex-koi
1267,northeuralex-kor
1268,northeuralex-kpv
1269,northeuralex-krl
1270,northeuralex-lat
1271,northeuralex-lav
1272,northeuralex-lbe
1273,northeuralex-lez
1274,northeuralex-lit
1275,northeuralex-liv
1276,northeuralex-mal
1277,northeuralex-mdf
1278,northeuralex-mhr
1279,northeuralex-mnc
1280,northeuralex-mns
1281,northeuralex-mrj
1282,northeuralex-myv
1283,northeuralex-nio
1284,northeuralex-niv
1285,northeuralex-nld
1286,northeuralex-nor
1287,northeuralex-olo
1288,northeuralex-oss
1289,northeuralex-pbu
1290,northeuralex-pes
1291,northeuralex-pol
1292,northeuralex-por
1293,northeuralex-ron
1294,northeuralex-rus
1295,northeuralex-sah
1296,northeuralex-sel
1297,northeuralex-sjd
1298,northeuralex-slk
1299,northeuralex-slv
1300,northeuralex-sma
1301,northeuralex-sme
1302,northeuralex-smj
1303,northeuralex-smn
1304,northeuralex-sms
1305,northeuralex-spa
1306,northeuralex-sqi
1307,northeuralex-swe
1308,northeuralex-tam
1309,northeuralex-tat
1310,northeuralex-tel
1311,northeuralex-tur
1312,northeuralex-udm
1313,northeuralex-ukr
1314,northeuralex-uzn
1315,northeuralex-vep
1316,northeuralex-xal
1317,northeuralex-ykg
