id_sample,Language_ID
1318,northeuralex-yrk
1319,northeuralex-yux
1341,robinsonap-abui
1342,robinsonap-adang
1343,robinsonap-blagar
1344,robinsonap-kaera
1345,robinsonap-kamang
1346,robinsonap-klon
1347,robinsonap-nedebang
1348,robinsonap-sawila
1349,robinsonap-teiwa
1350,robinsonap-wersing
1351,robinsonap-westernpantar
1355,satterthwaitetb-Biyo
1356,satterthwaitetb-Hani
1357,satterthwaitetb-Jinghpaw
1358,satterthwaitetb-Kucong
1359,satterthwaitetb-LahuShi
1360,satterthwaitetb-Lisu
1361,satterthwaitetb-Mandarin
1362,satterthwaitetb-Naxi
1363,satterthwaitetb-Nusu
1364,satterthwaitetb-Samei
1365,satterthwaitetb-SichuanYi
1366,satterthwaitetb-Zaiwa
1367,satterthwaitetb-Zauzou
1368,sohartmannchin-Chinbon
1369,sohartmannchin-Daai
1370,sohartmannchin-Khumi
1371,sohartmannchin-Matu
1372,sohartmannchin-Ngmuun
1373,sohartmannchin-Nyhmoye
1374,sohartmannchin-Wakung
1375,suntb-Achang
1376,suntb-Atsi
1377,suntb-MaerkangrGyalrong
1378,suntb-MileYi
1379,suntb-MojiangYi
1380,suntb-NanhuaYi
1381,suntb-NanjianYi
1382,suntb-RangoonBurmese
1383,suntb-Trung
1384,suntb-XideYi
1385,tls-Bena
1387,tls-Bondei1
1388,tls-Bondei2
1389,tls-Bungu
1390,tls-Chuka
1391,tls-Dawida
1392,tls-Doe
1393,tls-Embu
1394,tls-Fipa
1395,tls-Gusii
1396,tls-Gweno
1397,tls-Gwere
1398,tls-Hangaza
1399,tls-Haya
1400,tls-Hehe
1401,tls-Ikizu
1402,tls-Jita
1403,tls-KambaKitu
1404,tls-Kami
1405,tls-Kerebe
1406,tls-Kiha
1407,tls-Kikuyu
1408,tls-Kilegi
1409,tls-Kimbu
1410,tls-Kimbunga
1411,tls-Kinga
1412,tls-Kipogoro
1413,tls-Kisi
1414,tls-Kivinza
1415,tls-KuriaMago
1416,tls-KuriaTari
1417,tls-Kutu
1418,tls-Kwere
1419,tls-Lambya
1420,tls-Langi
1421,tls-Luganda
1422,tls-Luguru
1423,tls-Lumasaaba
1424,tls-Lungwa
1425,tls-Lusoga
1426,tls-Lvhyia
1427,tls-Mabia
1428,tls-Machame
1429,tls-Makonde
1430,tls-Malila
1431,tls-Manda
1432,tls-Maragoli
1433,tls-Matengo
1434,tls-Matumbi
1435,tls-Mbunga
1436,tls-Meru
1437,tls-Mkwaya
1438,tls-Mpoto
1439,tls-Mwera
1440,tls-Mwera1
1442,tls-Namwanga
1443,tls-Nata
1444,tls-Ndali
1445,tls-Ndamba
1446,tls-Ndari
1447,tls-Ndengeleko
1448,tls-Ngindo
1449,tls-Ngoni
1450,tls-Ngoreme
1451,tls-Nguungulu
1452,tls-Ntuzu
1453,tls-Nyamwezi
1454,tls-Nyaturuwil
1455,tls-Nyiha
1456,tls-Nyiramba
1457,tls-Pangwa
1458,tls-Pimbwe
1459,tls-Pogoro
1460,tls-Rufiji
1461,tls-Rukiga
1462,tls-Rundi
1463,tls-Rungwa
1464,tls-Runyambo
1465,tls-Runyankore
1466,tls-Runyoro
1467,tls-Rutooro
1469,tls-Safwa
1470,tls-Sambaa
1471,tls-Samialugwe
1472,tls-Sangu
1473,tls-ShashiSiz
1474,tls-Shubi
1475,tls-Sonjo
1476,tls-Suba
1477,tls-Sukuma
1478,tls-Sumbwa
1479,tls-Tharaka
1481,tls-Vunjo
1482,tls-Wanda
1483,tls-Wanji
1484,tls-Wungu
1485,tls-Yao
1486,tls-Zanaki
1487,tls-Zaramo
1488,tls-Zigua
1489,tls-Zinza
1495,transnewguineaorg-apali
1499,transnewguineaorg-atemble
1508,transnewguineaorg-bongu
1567,transnewguineaorg-uare
1576,transnewguineaorg-wagi
1578,transnewguineaorg-wambon
1587,visserkalamang-kara1499
1597,wold-Archi
1598,wold-Bezhta
1599,wold-CeqWong
1600,wold-Dutch
1601,wold-English
1602,wold-Gawwada
1603,wold-Gurindji
1604,wold-Hausa
1605,wold-Hawaiian
1606,wold-Hup
1607,wold-ImbaburaQuechua
1608,wold-Iraqw
1609,wold-Japanese
1610,wold-Kalina
1611,wold-Kanuri
1612,wold-Ket
1613,wold-KildinSaami
1614,wold-LowerSorbian
1615,wold-Malagasy
1616,wold-Manange
1617,wold-MandarinChinese
1618,wold-Mapudungun
1619,wold-OldHighGerman
1620,wold-Oroqen
1621,wold-Otomi
1622,wold-Qeqchi
1623,wold-Romanian
1624,wold-Sakha
1625,wold-Saramaccan
1626,wold-SeliceRomani
1627,wold-SeychellesCreole
1628,wold-Swahili
1629,wold-Takia
1630,wold-TarifiytBerber
1631,wold-Thai
1632,wold-Vietnamese
1633,wold-WhiteHmong
1634,wold-Wichi
1635,wold-Yaqui
1636,wold-ZinacantanTzotzil
1637,yanglalo-Diaocao
1638,yanglalo-Mangdi
1639,yanglalo-Qingyun
1640,yanglalo-Shuizhuping
1641,yanglalo-Xuzhang
1642,yanglalo-Yangliu
1643,yanglalo-Yijiacun
1644,yangyi-Alo
1645,yangyi-AzhaazaPelkey2011
1646,yangyi-CChajiang
1647,yangyi-CEYongan
1648,yangyi-CLeba
1650,yangyi-CLongjie
1651,yangyi-CQingsheng
1652,yangyi-CQingyun
1653,yangyi-CWachang
1654,yangyi-EDiaocao
1655,yangyi-EHoushan
1657,yangyi-ETaoshu
1658,yangyi-Eka
1659,yangyi-Ghomozo
1660,yangyi-HaniLongwei
1661,yangyi-HaniLuchun
1662,yangyi-HaniQiepu
1663,yangyi-Haoni
1664,yangyi-HlephoPhowayhl
1665,yangyi-JingguLimi
1666,yangyi-Kazhuo
1667,yangyi-KopoGepo
1668,yangyi-Kuansi
1669,yangyi-LahuNa
1670,yangyi-LaowuNisu
1671,yangyi-Lavu
1672,yangyi-LawuXinpingShuitangJiuha
1673,yangyi-Lidim
1674,yangyi-Limi
1676,yangyi-Lisu
1677,yangyi-LopeAwuChen2010
1678,yangyi-LuowuNisu
1679,yangyi-Mongi
1681,yangyi-Narsu
1682,yangyi-Naso
1683,yangyi-Nasu
1684,yangyi-Nersu
1685,yangyi-Neshu
1686,yangyi-Nesu
1687,yangyi-Nipu
1688,yangyi-Nise
1689,yangyi-Noso
1690,yangyi-NuosuHuangDai1992
1691,yangyi-Pholaypg
1692,yangyi-Phuzaypz
1693,yangyi-SEGaoping
1694,yangyi-SMangdi
1696,yangyi-Sani
1697,yangyi-SanniSanie
1698,yangyi-Senza
1699,yangyi-Sodi
1700,yangyi-SouthernMujiymc
1701,yangyi-Talu
1702,yangyi-Toloza
1703,yangyi-WDutian
1704,yangyi-WShanglizhuo
1705,yangyi-WShuizhuping
1706,yangyi-WYilu
1707,yangyi-Xuzhang
1708,yangyi-Yangliu
1709,yangyi-Yino
1710,yuchinese-mand1415
