timestep,config_from,config_to,probability
0,654976,638592,0.7448183215867925
0,654976,650880,0.8392873475153432
0,654976,655232,0.6674654144703968
1,638592,634496,0.8425525938564669
1,638592,638848,0.7487898582115036
1,650880,634496,0.7494298975504398
1,650880,651136,0.5493361018898959
1,650880,650752,0.5283288818395023
1,655232,786304,0.5377887338584508
1,655232,638848,0.8125384439830726
1,655232,651136,0.7602735945593893
1,655232,655234,0.5855103364651222
2,634496,634752,0.6441479787889796
2,638848,634752,0.764694105589681
2,638848,638850,0.6047839625466194
2,634496,634752,0.6441479787889796
2,651136,634752,0.8162281575467538
2,651136,651138,0.5902002968936283
2,650752,634368,0.6523862247735128
2,650752,650754,0.5368542181921291
2,786304,769920,0.7871413968394213
2,786304,782208,0.5766088527775921
2,786304,786306,0.6913501124997863
2,638848,634752,0.764694105589681
2,638848,638850,0.6047839625466194
2,651136,634752,0.8162281575467538
2,651136,651138,0.5902002968936283
2,655234,786306,0.6484987272024023
2,655234,638850,0.8244210236340108
2,655234,651138,0.763783879828644
2,655234,655238,0.8357489093457559
3,634752,634754,0.6094013253923004
3,634752,634754,0.6094013253923004
3,638850,769922,0.6115036281450523
3,638850,634754,0.7681594005436553
3,638850,638854,0.7606480444123116
3,634752,634754,0.6094013253923004
3,634752,634754,0.6094013253923004
3,651138,634754,0.8279263874538827
3,651138,651142,0.6945036655860741
3,634368,634496,0.5872460641252997
3,634368,634370,0.5566772768188328
3,650754,634370,0.6703012093927359
3,769920,638848,0.501841473906651
3,769920,765824,0.5825565482469436
3,769920,769922,0.7081553288881409
3,782208,1044352,0.6475879831085564
3,782208,651136,0.6668269748888728
3,782208,765824,0.7912025347742172
3,782208,782210,0.6954653763635237
3,786306,769922,0.8002380358208883
3,786306,782210,0.5813275129413578
3,786306,786310,0.7946770090131074
3,634752,634754,0.6094013253923004
3,638850,769922,0.6115036281450523
3,638850,634754,0.7681594005436553
3,638850,638854,0.7606480444123116
3,634752,634754,0.6094013253923004
3,651138,634754,0.8279263874538827
3,651138,651142,0.6945036655860741
3,786306,769922,0.8002380358208883
3,786306,782210,0.5813275129413578
3,786306,786310,0.7946770090131074
3,638850,769922,0.6115036281450523
3,638850,634754,0.7681594005436553
3,638850,638854,0.7606480444123116
3,651138,634754,0.8279263874538827
3,651138,651142,0.6945036655860741
3,655238,786310,0.5839150916350491
3,655238,638854,0.7457165828894072
3,655238,651142,0.590943097193663
4,634754,634758,0.5867541980209421
4,634754,634758,0.5867541980209421
4,769922,765826,0.5872563705691424
4,769922,769926,0.707372141476008
4,634754,634758,0.5867541980209421
4,638854,769926,0.5448929243080746
4,638854,634758,0.5968302240813744
4,634754,634758,0.5867541980209421
4,634754,634758,0.5867541980209421
4,634754,634758,0.5867541980209421
4,651142,634758,0.7503173674864232
4,634496,634752,0.6441479787889796
4,638848,634752,0.764694105589681
4,638848,638850,0.6047839625466194
4,765824,1027968,0.5592773281656496
4,765824,634752,0.7011286762431334
4,765824,765826,0.7121398220845181
4,769922,765826,0.5872563705691424
4,769922,769926,0.707372141476008
4,1044352,1027968,0.7235151073645332
4,1044352,1042304,0.5558495525089646
4,1044352,1044354,0.6967892006059719
4,651136,634752,0.8162281575467538
4,651136,651138,0.5902002968936283
4,765824,1027968,0.5592773281656496
4,765824,634752,0.7011286762431334
4,765824,765826,0.7121398220845181
4,782210,1044354,0.649014896509162
4,782210,651138,0.5579547634456404
