timestep,config_from,config_to,probability
0,1025795,1025539,0.7724045202604355
0,1025795,1025923,0.9580265981044008
0,1025795,1025799,0.7309516179622375
0,1025795,1025794,0.8885000790016985
1,1025539,1025543,0.6584413473210913
1,1025539,1025538,0.8479626980039419
1,1025923,1025927,0.8398180772584959
1,1025923,1025922,0.7886295362109439
1,1025799,1027847,0.5619949802641571
1,1025799,1025543,0.7065814812317435
1,1025799,1025927,0.9778009900230704
1,1025799,1025798,0.7803864151932149
1,1025794,1025538,0.7037331057135778
1,1025794,1025922,0.914433655703078
1,1025794,1025798,0.5478196015795149
2,1025543,1025671,0.6435314046645771
2,1025543,1025542,0.713229197689369
2,1025927,1027975,0.5662376392079653
2,1025927,1025926,0.6245938532617195
2,1025922,1025926,0.7004168994110436
2,1027847,1027591,0.6159492964940808
2,1027847,1027975,0.9781724476939085
2,1027847,1027846,0.6696326839041847
2,1025543,1025671,0.6435314046645771
2,1025543,1025542,0.713229197689369
2,1025927,1027975,0.5662376392079653
2,1025927,1025926,0.6245938532617195
2,1025798,1025542,0.6276242977692073
2,1025798,1025926,0.9537540503548758
2,1025922,1025926,0.7004168994110436
2,1025798,1025542,0.6276242977692073
2,1025798,1025926,0.9537540503548758
3,1025671,1025927,0.9101685970786715
3,1025671,1025670,0.53799983363002
3,1025542,1025538,0.5377368980393449
3,1027591,1043975,0.5878731447498249
3,1027591,1025543,0.5392157730357421
3,1027591,1027719,0.6474796826195047
3,1027591,1027590,0.5865506743280182
3,1027846,1025798,0.5774057849966868
3,1027846,1027590,0.5288653576106366
3,1027846,1027974,0.9545091671062821
3,1025671,1025927,0.9101685970786715
3,1025671,1025670,0.53799983363002
3,1025542,1025538,0.5377368980393449
3,1025542,1025538,0.5377368980393449
3,1025542,1025538,0.5377368980393449
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1025670,1025926,0.9353840160373482
4,1025670,1025542,0.5419267754806497
4,1043975,1044103,0.5354279913374009
4,1043975,1043974,0.5707045697772926
4,1025543,1025671,0.6435314046645771
4,1025543,1025542,0.713229197689369
4,1027719,1025671,0.5349258939975766
4,1027719,1027975,0.9383207181181958
4,1027590,1043974,0.5720407446090938
4,1027590,1025542,0.6722945441935682
4,1025798,1025542,0.6276242977692073
4,1025798,1025926,0.9537540503548758
4,1027590,1043974,0.5720407446090938
4,1027590,1025542,0.6722945441935682
4,1027974,1025926,0.5731900239015462
4,1027974,1027975,0.5130725979371054
4,1025927,1027975,0.5662376392079653
4,1025927,1025926,0.6245938532617195
4,1025670,1025926,0.9353840160373482
4,1025670,1025542,0.5419267754806497
5,1025542,1025538,0.5377368980393449
5,1044103,1027719,0.5276839919686147
5,1044103,1044359,0.9110658404058789
5,1043974,1041926,0.5258151334277352
5,1025671,1025927,0.9101685970786715
5,1025671,1025670,0.53799983363002
5,1025542,1025538,0.5377368980393449
5,1025671,1025927,0.9101685970786715
5,1025671,1025670,0.53799983363002
5,1043974,1041926,0.5258151334277352
5,1025542,1025538,0.5377368980393449
5,1025542,1025538,0.5377368980393449
5,1043974,1041926,0.5258151334277352
5,1025542,1025538,0.5377368980393449
5,1025542,1025538,0.5377368980393449
6,1027719,1025671,0.5349258939975766
6,1027719,1027975,0.9383207181181958
6,1044359,1027975,0.6239326556300314
6,1041926,1025542,0.5805536740483261
6,1025927,1027975,0.5662376392079653
6,1025927,1025926,0.6245938532617195
6,1025670,1025926,0.9353840160373482
6,1025670,1025542,0.5419267754806497
6,1025927,1027975,0.5662376392079653
6,1025927,1025926,0.6245938532617195
6,1025670,1025926,0.9353840160373482
6,1025670,1025542,0.5419267754806497
6,1041926,1025542,0.5805536740483261
6,1041926,1025542,0.5805536740483261
7,1025671,1025927,0.9101685970786715
7,1025671,1025670,0.53799983363002
7,1025542,1025538,0.5377368980393449
7,1025542,1025538,0.5377368980393449
7,1025542,1025538,0.5377368980393449
7,1025542,1025538,0.5377368980393449
7,1025542,1025538,0.5377368980393449
8,1025927,1027975,0.5662376392079653
8,1025927,1025926,0.6245938532617195
8,1025670,1025926,0.9353840160373482
8,1025670,1025542,0.5419267754806497
9,1025542,1025538,0.5377368980393449
