timestep,config_from,config_to,probability
0,650759,781831,0.5528658941371377
0,650759,634375,0.5433542791614774
0,650759,650887,0.6593799110434628
0,650759,650758,0.8663285319236176
1,781831,1043975,0.8552730668090676
1,781831,765447,0.5037609393860548
1,781831,781959,0.6457789146214762
1,781831,781830,0.6378240671010832
1,634375,765447,0.5133586330943586
1,634375,634503,0.7552037655875483
1,634375,634374,0.873677913355083
1,650887,781959,0.5379918154734535
1,650887,634503,0.6547270140138742
1,650887,651143,0.73955823453329
1,650887,650886,0.7521389211276064
1,650758,634374,0.5594305869811175
1,650758,650754,0.5446952314676301
2,1043975,1044103,0.5354279913374009
2,1043975,1043974,0.5707045697772926
2,765447,1027591,0.8031892921073285
2,765447,765575,0.7439431766406921
2,765447,765443,0.5289537998683242
2,765447,765446,0.6527003400971736
2,781959,1044103,0.7888464230544582
2,781959,765575,0.6180013003391167
2,781959,782215,0.8439495822977229
2,781830,1043974,0.8168823155019128
2,781830,650758,0.7485116025067922
2,781830,765446,0.5199997722746563
2,781830,781826,0.6113142302041215
2,765447,1027591,0.8031892921073285
2,765447,765575,0.7439431766406921
2,765447,765443,0.5289537998683242
2,765447,765446,0.6527003400971736
2,634503,634759,0.8083150272583747
2,634503,634502,0.764056680880893
2,634374,634502,0.5909115389065596
2,634374,634370,0.6570004714210054
2,781959,1044103,0.7888464230544582
2,781959,765575,0.6180013003391167
2,781959,782215,0.8439495822977229
2,634503,634759,0.8083150272583747
2,634503,634502,0.764056680880893
2,651143,782215,0.6892254307185544
2,651143,634759,0.7379436439038092
2,651143,651142,0.8125785443699695
2,650886,634502,0.6692690103119083
2,650886,651142,0.8022590700872994
2,650886,650758,0.5245538358872448
2,634374,634502,0.5909115389065596
2,634374,634370,0.6570004714210054
2,650754,634370,0.6703012093927359
3,1044103,1027719,0.5276839919686147
3,1044103,1044359,0.9110658404058789
3,1043974,1041926,0.5258151334277352
3,1027591,1043975,0.5878731447498249
3,1027591,1025543,0.5392157730357421
3,1027591,1027719,0.6474796826195047
3,1027591,1027590,0.5865506743280182
3,765575,1027719,0.7206648574093408
3,765575,634503,0.5016372217922421
3,765575,765831,0.8892731888566201
3,765443,1027587,0.5855197954253013
3,765443,765571,0.600883138905938
3,765443,765442,0.80822557245354
3,765446,1027590,0.7549412559963935
3,765446,634374,0.7772132103600748
