Source,Target,Weight,Type
0,1,0.58612356584,1
0,2,0.10177993572,-1
0,3,0.06765236497,1
0,4,0.086802866091,1
0,5,0.035413198268,1
0,6,0.045450359942,1
0,7,0.0062697264444,-1
0,8,0.0082360490767,1
0,9,0.0033395254508,1
0,10,0.0037851777492,1
0,11,0.12733530625,1
0,12,0.12571475119,1
0,13,0.042891004868,1
0,14,0.0049907015049,1
0,15,0.010372673156,1
0,16,0.049958166371,1
0,17,0.24011074961,-1
0,18,0.017044159842,-1
0,19,2.4049464684e-05,-1
0,20,0.071160469672,1
0,21,0.17857539961,-1
0,22,0.19582706604,1
0,23,0.012529727791,1
0,24,0.043373653319,1
0,25,0.014381912738,-1
0,26,0.86918983952,1
0,27,0.27940170242,1
0,28,0.013610435511,1
0,29,0.016268096703,1
0,30,0.23093560741,-1
0,31,0.060440974986,-1
0,32,0.0014479469523,-1
0,33,0.0081188189914,1
0,34,0.00033009414058,1
0,35,0.0025853373275,-1
0,36,0.00070013390668,-1
0,37,0.0058532221153,-1
0,38,0.005330979945,-1
0,39,0.022087942095,-1
1,2,0.021605867463,1
1,3,0.013829212656,-1
1,4,0.031443775494,1
1,5,0.033562787551,-1
1,6,0.12847171022,1
1,7,0.17584619071,1
1,8,0.016956547899,1
1,9,0.013808005868,1
1,10,0.0034501092743,-1
1,11,0.00075884977153,-1
1,12,0.087575463347,1
1,13,0.1492044,1
1,14,0.07724660382,1
1,15,0.00051381827681,1
1,16,0.0062734338559,1
1,17,0.019172620747,-1
1,18,0.01429370435,1
1,19,0.086490942044,1
1,20,0.097799721113,1
1,21,0.37538148525,1
1,22,0.0088628391367,-1
1,23,0.013780853696,1
1,24,0.1047338788,1
1,25,0.034830638113,-1
1,26,0.23504708616,-1
1,27,0.046415158558,1
1,28,0.016229432275,1
1,29,0.046822815779,-1
1,30,0.012211355208,-1
1,31,0.0011784364312,1
1,32,0.027821320134,1
1,33,0.00044716393668,-1
1,34,0.013312215282,1
1,35,0.020661741881,1
1,36,0.0068411895222,1
1,37,0.046255402023,1
1,38,0.022692046027,-1
1,39,0.019898550558,1
2,3,0.0042380241636,1
2,4,0.0021257420791,-1
2,5,0.65982604569,1
2,6,0.080165275192,-1
2,7,0.064432955531,-1
2,8,0.025323592523,-1
2,9,0.087325602677,-1
2,10,0.035628038776,-1
2,11,0.0055264739262,1
2,12,0.0069232076083,1
2,13,0.23707405024,1
2,14,0.00054750116314,1
2,15,0.015086549022,-1
2,16,0.20854630782,-1
2,17,0.011777611105,-1
2,18,0.21096190385,1
2,19,0.0032227831483,1
2,20,0.01468399662,1
2,21,0.25103169166,-1
2,22,0.0025410482944,1
2,23,0.067760726608,1
2,24,0.023188164617,-1
2,25,0.45602887935,1
2,26,0.070060663883,-1
2,27,0.16014218472,1
2,28,0.092050975724,1
2,29,0.044305802827,1
2,30,0.0018657061286,1
2,31,0.015187831565,1
2,32,0.015587802281,1
2,33,0.015691802885,1
2,34,0.015711022048,1
2,35,0.015944781787,1
2,36,0.046658854302,1
2,37,0.029700973121,1
2,38,0.015790857053,1
2,39,0.064588897612,-1
3,4,0.24936261378,1
3,5,0.00056882427171,-1
3,6,0.028459838818,-1
3,7,0.016868842505,-1
3,8,0.00268998393,-1
3,9,0.11910418126,-1
3,10,0.05840468673,-1
3,11,0.033997733782,-1
3,12,0.10394415216,1
3,13,0.014315775152,1
3,14,0.016107258236,1
3,15,0.3220746031,-1
3,16,0.0060594163616,-1
3,17,0.0028614608428,-1
3,18,0.12474284113,1
3,19,0.048369543679,-1
3,20,0.045147101955,-1
3,21,0.0069805086338,-1
3,22,0.19320036455,1
3,23,0.44726021838,1
3,24,0.059910873151,1
3,25,0.026518533587,1
3,26,0.013534702694,-1
3,27,0.42975391781,-1
3,28,0.0077356981121,1
3,29,0.052567489827,-1
3,30,0.1210933823,-1
3,31,0.017909677863,1
3,32,0.057057621042,1
3,33,0.006144519911,1
3,34,0.0042462212761,-1
3,35,0.00033145339405,-1
3,36,0.029170382431,1
3,37,0.0012068661619,1
3,38,0.0083977179141,1
3,39,0.0067836346016,-1
4,5,0.10680993377,-1
4,6,0.010925445186,-1
4,7,0.021080947553,-1
4,8,0.024604328134,-1
4,9,0.0047044823765,-1
4,10,0.038201576648,-1
4,11,0.0026251483686,1
4,12,0.026181351784,1
4,13,0.19541132954,1
4,14,0.0045385169012,1
4,15,0.0077054711331,1
4,16,0.14891968608,1
4,17,0.004951614091,-1
4,18,0.29576028299,1
4,19,8.4340100872e-05,-1
4,20,0.011048532019,1
4,21,0.042504555365,1
4,22,0.041997335226,-1
4,23,0.062310148351,-1
4,24,0.0010394487128,1
4,25,0.01210384192,1
4,26,0.006402906224,-1
4,27,0.028112469789,1
4,28,0.44848393773,1
4,29,0.0050006248263,1
4,30,0.32754388634,1
4,31,0.00032019175151,-1
4,32,0.0053174227457,1
4,33,0.014242080384,1
4,34,0.013332171619,1
4,35,0.033885759862,1
4,36,0.0020532296158,1
4,37,0.0077543012484,1
4,38,0.0013074309886,1
4,39,0.0023573880393,1
5,6,0.70652380413,1
5,7,0.44013816865,1
5,8,0.25587407651,-1
5,9,0.47863054609,1
5,10,0.0022798627824,-1
5,11,0.058211041664,1
5,12,1.0605597331,-1
5,13,0.05545366072,1
5,14,0.18543459886,1
5,15,0.0041957233708,-1
5,16,0.010673296322,-1
5,17,0.0019852363343,-1
5,18,0.048927489241,1
5,19,0.038479712556,-1
5,20,0.017471524464,1
5,21,0.15414119693,-1
5,22,0.0077724594172,-1
5,23,0.07593403813,1
5,24,0.047391276384,-1
5,25,0.26822814306,1
5,26,0.02036482189,1
5,27,0.016358688372,-1
5,28,0.0025664773099,1
5,29,0.00067396340687,-1
5,30,0.018174126194,-1
5,31,0.018430715214,-1
5,32,0.021455092536,1
5,33,0.021702360585,1
5,34,0.017378446559,1
5,35,0.066254782785,-1
5,36,0.0060328149958,1
5,37,0.016946667163,1
5,38,0.020351615589,1
5,39,0.017517119539,1
6,7,0.0074049714615,1
6,8,0.027170647226,1
6,9,0.011136110751,1
6,10,0.00805896403,-1
6,11,0.098603014659,1
6,12,0.056988899815,1
6,13,0.00049648345554,-1
6,14,0.0072409270874,1
6,15,0.033843524295,-1
6,16,0.0038229203147,1
6,17,0.00012141716872,1
6,18,0.0036746168471,1
6,19,0.0044332671863,1
6,20,0.025428568423,-1
6,21,0.010407115862,1
6,22,0.0045104034555,-1
6,23,0.029568042559,1
6,24,0.013749924608,-1
6,25,0.0011810790242,-1
6,26,0.0015498736334,1
6,27,0.0042321081066,-1
6,28,0.0020234284477,-1
6,29,0.10609648772,1
6,30,0.0043933255072,-1
6,31,0.008122851484,-1
6,32,0.0093809973149,1
6,33,0.0054041306455,1
6,34,0.011491466512,1
6,35,0.0019441909793,1
6,36,0.00095808324908,1
6,37,0.18446702144,1
6,38,0.00082497133865,-1
6,39,0.0056428845638,1
7,8,0.31468470821,1
7,9,0.42630156287,1
7,10,0.0080911676636,1
7,11,0.0010177569435,-1
7,12,4.1772031927e-05,-1
7,13,0.00044236405565,-1
7,14,0.023589543783,1
7,15,0.022378040395,-1
7,16,0.0050146808326,-1
7,17,0.014517259052,1
7,18,0.008111868836,-1
7,19,0.0014812622682,1
7,20,0.0094317641176,-1
7,21,0.048067191347,1
7,22,0.044216442085,-1
7,23,0.0099057543416,-1
7,24,0.17949208142,1
7,25,0.16313952038,-1
7,26,0.0004751802343,1
7,27,0.080757297709,-1
7,28,0.00085684401685,-1
7,29,0.00582540251,1
7,30,8.1961033553e-05,1
7,31,0.013252620773,-1
7,32,0.0038105382854,-1
7,33,0.008305840997,-1
7,34,0.0034159618713,1
7,35,0.0011897230451,-1
7,36,0.00099808239312,1
7,37,0.0045500879341,-1
7,38,0.0072576693004,-1
7,39,0.01117522626,-1
8,9,0.27259898066,1
8,10,0.01233472939,-1
8,11,0.0028442825204,1
8,12,0.026861990918,1
8,13,0.0078402301286,1
8,14,0.024460314176,1
8,15,0.00014926509698,-1
8,16,0.006251837579,1
8,17,0.0039410834178,1
8,18,0.12090931548,1
8,19,0.013174019494,1
8,20,0.14967003259,1
8,21,0.0010068248769,1
8,22,0.016693168073,-1
8,23,0.00085498947766,1
8,24,0.0056466077049,-1
8,25,0.0022648613684,1
8,26,0.006350073155,-1
8,27,0.00071219025612,1
8,28,0.027453590225,-1
8,29,0.0081478465857,1
8,30,0.0081642318708,-1
8,31,0.28242871284,-1
8,32,0.0010360444333,1
8,33,0.00047011608243,1
8,34,0.0046433304953,-1
8,35,0.0025629178563,-1
8,36,0.0064330433506,1
8,37,0.0078721740012,1
8,38,0.022726335188,1
8,39,0.28909645751,1
9,10,0.0063007000327,1
9,11,0.12092225991,1
9,12,0.013961158027,1
9,13,0.097868802255,1
9,14,0.27913902054,1
9,15,0.03035426532,1
9,16,0.074177817645,1
9,17,0.011394112876,1
9,18,0.00043157397059,1
9,19,0.0027600169592,1
9,20,0.0082345241805,-1
9,21,0.0047165019917,1
9,22,0.0015882857018,-1
9,23,0.0036623171592,-1
9,24,0.0040961998061,-1
9,25,0.00011060033492,1
9,26,0.023637465451,1
9,27,0.027865953884,1
9,28,0.0086615994504,1
9,29,0.0068443464097,-1
9,30,0.0018907394582,1
9,31,0.0064980487028,1
9,32,0.0078045735739,-1
9,33,0.0041177650191,-1
9,34,0.0015071842,1
9,35,0.0005219473509,-1
9,36,0.0049264613213,1
9,37,0.001270099151,-1
9,38,0.0031305409678,1
9,39,0.0050024655673,-1
10,11,0.089943116538,-1
10,12,0.52192843697,-1
10,13,0.24337043523,1
10,14,0.0059575575018,1
10,15,0.037508426009,1
10,16,0.021085499787,1
10,17,0.076361996759,1
10,18,0.010585205848,-1
10,19,0.010080813452,1
10,20,0.00029867129683,1
10,21,0.26218247421,1
10,22,0.0061804772662,-1
10,23,0.00026799418314,-1
10,24,0.028839012991,1
10,25,0.037506923784,-1
10,26,0.4958155903,1
10,27,0.0081902017012,1
10,28,0.06136674524,-1
10,29,0.012523043368,-1
10,30,0.0015722638965,1
10,31,0.38079138562,-1
10,32,0.069983265517,-1
10,33,0.039823734301,-1
10,34,0.0398332076,-1
10,35,0.17429317382,-1
10,36,0.039873655898,-1
10,37,0.05635843401,-1
10,38,0.028290668997,1
10,39,0.0080750159928,1
11,12,0.0056370865312,1
11,13,0.46300667877,-1
11,14,0.008381633413,-1
11,15,0.34915209745,-1
11,16,0.0026144906999,-1
11,17,0.00035179480822,1
11,18,0.0026603330185,-1
11,19,0.46714078738,-1
11,20,0.01209582298,1
11,21,0.024811239126,-1
11,22,0.001669611754,-1
11,23,0.0022947476718,-1
11,24,0.0085056192557,1
11,25,0.0074604257052,1
11,26,0.012006114271,-1
11,27,0.029042740857,1
11,28,0.50963942009,1
11,29,0.0096281501976,1
11,30,0.12569300095,1
11,31,0.0021689062388,-1
11,32,0.0051988162052,-1
11,33,0.0050795786838,1
11,34,0.0023699265386,1
11,35,0.007772192804,1
11,36,0.0037462453723,-1
11,37,0.0030567159833,-1
11,38,0.0029404515586,-1
11,39,0.0025380828762,-1
12,13,0.0053368273081,-1
12,14,0.0024158257586,-1
12,15,0.0014812062421,-1
12,16,0.00025342810515,1
12,17,0.0031658545648,-1
12,18,0.0091845866055,-1
12,19,0.18888877225,-1
12,20,0.0028681172004,-1
12,21,0.00041893399256,-1
12,22,0.012261937888,1
12,23,0.035001375409,-1
12,24,0.0060850811025,-1
12,25,0.00033893821799,-1
12,26,0.25515964562,-1
12,27,0.013891760397,1
12,28,0.011586977954,1
12,29,0.0014992170943,1
12,30,0.13254394812,-1
12,31,0.021249652474,1
12,32,0.21575029577,1
12,33,0.20879205778,1
12,34,0.053392603025,1
12,35,0.31738122072,1
12,36,0.20142542501,1
12,37,0.029440666166,1
12,38,0.02766806625,-1
12,39,2.6958757526e-06,-1
13,14,0.064779971423,1
13,15,0.0051408721302,-1
13,16,0.28787580429,1
13,17,0.0033678797301,1
13,18,0.017613723138,1
13,19,0.012346169295,1
13,20,8.6556983223e-05,-1
13,21,0.03690483967,-1
13,22,0.0028797184891,-1
13,23,0.00022726962654,1
13,24,0.048081798947,1
13,25,0.005652707546,-1
13,26,0.0061027188325,1
13,27,0.0036522792259,1
13,28,0.017290753017,-1
13,29,0.0056277063196,1
13,30,0.08141020642,-1
13,31,0.21526474787,-1
13,32,0.014625726435,-1
13,33,0.0020069201993,-1
13,34,0.0037665552922,-1
13,35,0.013858997035,-1
13,36,0.0016755787607,-1
13,37,0.0080524531008,-1
13,38,0.0018694871355,-1
13,39,0.011941585688,-1
14,15,0.0056185386585,1
14,16,0.70427948509,1
14,17,0.18615319106,1
14,18,0.19962257034,1
14,19,0.089680039986,1
14,20,0.0013006121424,1
14,21,0.0097612331754,1
14,22,0.20600045098,1
14,23,0.0024357390099,-1
14,24,0.026611694416,1
14,25,0.010911397665,1
14,26,0.00081306176439,-1
14,27,0.07504175389,1
14,28,0.0060640272284,-1
14,29,0.0049977671729,-1
14,30,0.0013768517997,1
14,31,0.022075332983,-1
14,32,0.0077899962694,-1
14,33,0.0015264274592,-1
14,34,0.00062954322067,-1
14,35,0.00066535068808,1
14,36,0.0014266219977,1
14,37,0.00066359952559,-1
14,38,0.0055058081434,1
14,39,0.011328474048,1
15,16,0.048655389342,1
15,17,0.43653789015,1
15,18,0.1516404134,1
15,19,0.020047287894,1
15,20,0.008267793101,-1
15,21,0.0412433676,1
15,22,0.01360466118,1
15,23,1.1775391933e-05,-1
15,24,0.0042263899249,-1
15,25,0.006241270158,-1
15,26,0.022209388743,1
15,27,0.33260888992,1
15,28,0.0079559334745,-1
15,29,0.0038915771002,1
15,30,0.0034288367602,-1
15,31,0.018762614844,1
15,32,0.0032071096832,-1
15,33,0.0062409136603,-1
15,34,0.00027734413113,-1
15,35,0.015502896521,-1
15,36,0.003646298913,-1
15,37,0.0042945812667,1
15,38,0.0026673536701,1
15,39,0.0053559891213,1
16,17,0.42116861809,1
16,18,0.0027591160338,-1
16,19,0.00082952211641,1
16,20,0.016881710902,1
16,21,0.0014206665312,-1
16,22,0.0024176470058,-1
16,23,0.45428726722,1
16,24,0.2389563069,1
16,25,0.011201212598,1
16,26,0.096441483171,1
16,27,0.15772554884,1
16,28,0.0051726764891,-1
16,29,0.0047099961865,1
16,30,0.016292508147,-1
16,31,0.22142649905,-1
16,32,0.00036805150973,1
16,33,0.00024619793106,-1
16,34,0.0050211908968,-1
16,35,0.0083060679371,-1
16,36,0.0025811290819,-1
16,37,0.00031166097117,-1
16,38,0.0037846893689,-1
16,39,0.0049687735399,-1
17,18,0.0059137476734,-1
17,19,0.039649944648,1
17,20,0.0010582844394,-1
17,21,0.33946104349,1
17,22,0.02312492149,1
17,23,0.0009628121245,-1
17,24,0.0083906207073,-1
17,25,0.036378692886,-1
17,26,0.28756150835,1
17,27,0.066090209342,-1
17,28,0.044667712861,-1
17,29,0.0032196869968,-1
17,30,0.00042064695907,-1
17,31,0.0033922950691,1
17,32,0.0019010883693,1
17,33,0.0044104804617,-1
17,34,0.020328384861,-1
17,35,0.0065390764165,-1
17,36,0.0079855657242,-1
17,37,0.00022197877206,1
17,38,0.00060689719671,-1
17,39,0.010923858483,-1
18,19,0.018364627773,1
18,20,0.090398353469,1
18,21,0.015779503527,-1
18,22,0.0036993448339,-1
18,23,0.04159811315,1
18,24,0.0013487751978,1
18,25,0.017680354972,1
18,26,0.068464470129,-1
18,27,0.13273620168,1
18,28,0.00098455481136,-1
18,29,0.63533969526,1
18,30,0.061240185916,-1
18,31,0.011193338659,1
18,32,0.003263032584,1
18,33,0.0038335089417,1
18,34,7.7572300246e-07,1
18,35,0.0022425136355,-1
18,36,0.0069736767412,1
18,37,0.0048365408901,1
18,38,0.019173616283,1
18,39,0.0080487586229,-1
19,20,0.00094963210162,1
19,21,0.17248155429,1
19,22,0.53480825306,1
19,23,0.0025325108999,1
19,24,0.00047098852581,1
19,25,0.0023865053815,-1
19,26,0.0019859794729,-1
19,27,0.00042780115777,-1
19,28,0.0003277786664,-1
19,29,0.0037085423964,1
19,30,0.057932222856,1
19,31,0.0061751559805,1
19,32,0.010566992592,-1
19,33,0.0037390328763,1
19,34,0.00074806560229,-1
19,35,0.00090811870425,-1
19,36,0.00095551992313,1
19,37,0.00073078003704,-1
19,38,0.0055673390508,-1
19,39,0.01052045497,-1
20,21,0.084285822001,1
20,22,0.0017235599162,1
20,23,0.7801450876,1
20,24,0.010456463879,-1
20,25,0.70189304255,1
20,26,0.0051474487502,-1
20,27,0.0055750766673,1
20,28,0.014419253622,1
20,29,0.05197655829,1
20,30,0.023366297272,-1
20,31,0.00062017373634,1
20,32,0.0067971077903,1
20,33,0.0058010885685,1
20,34,0.0010900422154,1
