Source,Target,Weight,Type
0,1,0.091952185129,1
0,2,0.017396604736,-1
0,3,0.0087320475092,-1
0,4,0.010794793563,1
0,5,0.021000799423,1
0,6,0.014652138649,1
0,7,0.019668337787,1
0,8,0.0094784740043,1
0,9,0.0030228928896,1
0,10,0.0013807889888,1
0,11,0.0037689777674,1
0,12,0.049226828992,1
0,13,0.025384659636,1
0,14,0.040262899793,1
0,15,0.0065037720453,1
0,16,0.041224389138,1
0,17,0.009206993552,-1
0,18,0.0026228265293,-1
0,19,0.0034387078929,-1
0,20,0.01960100608,1
0,21,0.0021863682317,1
0,22,0.04166082775,1
0,23,0.015187177988,1
0,24,0.043918102228,1
0,25,0.012496913914,-1
0,26,0.047485565167,1
0,27,0.041707619888,1
0,28,0.0038771030639,1
0,29,0.0082860365129,1
0,30,0.055963115347,-1
0,31,0.048093838454,-1
0,32,0.00072119534393,1
0,33,0.011081689007,-1
0,34,0.011159956938,-1
0,35,0.0011309573943,1
0,36,0.0014264739716,1
0,37,0.011559229373,-1
0,38,0.0017482903693,1
0,39,0.011620757096,-1
0,40,0.012040864582,-1
0,41,0.0020696377254,-1
0,42,0.01272233693,-1
1,2,0.018433703111,1
1,3,0.041232194082,1
1,4,0.010303760623,1
1,5,0.0017780859371,-1
1,6,0.00038151370042,-1
1,7,0.045160450769,1
1,8,0.0035705664681,1
1,9,0.0034880187328,-1
1,10,0.00013115641685,-1
1,11,0.0041701918989,1
1,12,0.020524404307,1
1,13,0.045261373016,1
1,14,0.056819544932,1
1,15,0.013828421625,1
1,16,0.04499617158,1
1,17,0.004910706265,1
1,18,0.0186003259,1
1,19,0.007522843963,1
1,20,0.041420734815,1
1,21,0.029984569085,1
1,22,0.0058240098836,-1
1,23,0.02968321411,1
1,24,0.055836729106,1
1,25,0.0079925304413,1
1,26,0.030679811859,-1
1,27,0.035749138154,1
1,28,0.0065323803778,-1
1,29,0.00070639908336,-1
1,30,0.059255012136,-1
1,31,0.032037994046,-1
1,32,0.0069147408386,-1
1,33,0.0068627281309,-1
1,34,0.0061331671914,-1
1,35,0.0062040389782,-1
1,36,0.006317352331,1
1,37,0.0048971721025,1
1,38,0.0067590855357,-1
1,39,0.0072096254251,-1
1,40,0.005926011468,-1
1,41,0.0059184154693,-1
1,42,9.2231531815e-05,-1
2,3,0.054179819391,1
2,4,0.015911255947,1
2,5,0.095284439655,1
2,6,0.00038385439414,1
2,7,0.010966906638,-1
2,8,0.012027217025,-1
2,9,0.0054279569503,-1
2,10,0.0036971963077,-1
2,11,0.00025585694614,-1
2,12,0.0085623162199,-1
2,13,0.032836357497,1
2,14,0.034435590511,1
2,15,0.0017668818089,1
2,16,0.0083295566254,1
2,17,0.023753143754,-1
2,18,0.083556554462,1
2,19,0.0024136283816,-1
2,20,0.088210391138,1
2,21,0.069490274143,-1
2,22,0.0003364317778,1
2,23,0.076502991225,1
2,24,0.023864644312,-1
2,25,0.12818222119,1
2,26,0.052025121988,-1
2,27,0.031967458631,1
2,28,0.042877727071,1
2,29,0.061092312537,1
2,30,0.0033743873698,-1
2,31,0.0055579983705,-1
2,32,0.022466784331,1
2,33,0.022428570073,1
2,34,0.0088095255687,1
2,35,0.0088152917821,1
2,36,0.009066750478,1
2,37,0.02228427505,1
2,38,0.023506141444,1
2,39,0.022126764755,1
2,40,0.027817361325,1
2,41,0.030231352494,1
2,42,0.029106889563,1
3,4,0.099393098793,1
3,5,0.030031872707,-1
3,6,0.017543419967,-1
3,7,0.033125964546,-1
3,8,0.012637587293,-1
3,9,0.0069638380272,-1
3,10,0.0073426526017,-1
3,11,0.014426128385,-1
3,12,0.049346177212,1
3,13,0.026565987612,-1
3,14,0.022651587774,-1
3,15,0.05861238963,-1
3,16,0.038490580151,-1
3,17,0.065405351648,-1
3,18,0.01650479848,1
3,19,0.057348564254,-1
3,20,0.010186287278,1
3,21,0.05749482384,-1
3,22,0.0031519527751,-1
3,23,0.027955094813,1
3,24,0.017509259669,-1
3,25,0.038601741935,1
3,26,0.088274128079,-1
3,27,0.04960249126,-1
3,28,0.067184549261,1
3,29,0.00068547373189,1
3,30,0.015168295317,-1
3,31,0.053464918807,1
3,32,0.074117483539,1
3,33,0.060670056225,1
3,34,0.074899382974,1
3,35,0.060201158585,1
3,36,0.061596049085,1
3,37,0.074832269742,1
3,38,0.076471143553,1
3,39,0.072552932467,1
3,40,0.074167654577,1
3,41,0.088831363979,1
3,42,0.0044881913335,1
4,5,0.062230124213,-1
4,6,0.013571659406,-1
4,7,0.050930491204,-1
4,8,0.019674743804,-1
4,9,0.013306530342,-1
4,10,0.010426810612,-1
4,11,0.0041199593866,1
4,12,0.04634030083,1
4,13,0.0034750003026,1
4,14,0.018507252085,-1
4,15,0.029515267677,-1
4,16,0.014762333816,-1
4,17,0.055760745423,-1
4,18,0.045292377459,1
4,19,0.028373182426,-1
4,20,0.0016413195969,-1
4,21,0.029026611728,-1
4,22,0.014419396744,-1
4,23,0.00043828782078,1
4,24,0.017350089307,-1
4,25,0.018066483501,1
4,26,0.056666533103,-1
4,27,0.013050708438,1
4,28,0.086004510681,1
4,29,0.018569589515,1
4,30,0.046138803403,1
4,31,0.045124913999,1
4,32,0.050024473017,1
4,33,0.063131196164,1
4,34,0.050004788103,1
4,35,0.063770944033,1
4,36,0.063511858935,1
4,37,0.050024770571,1
4,38,0.065729347726,1
4,39,0.04979046156,1
4,40,0.065707787443,1
4,41,0.080966316427,1
4,42,0.078332200744,1
5,6,0.075132656203,1
5,7,0.085736767987,1
5,8,0.013201879057,1
5,9,0.0057995582892,1
5,10,0.0034397520267,1
5,11,0.00091914466793,1
5,12,0.0567352432,-1
5,13,0.064711593209,1
5,14,0.082831174987,1
5,15,0.023079182284,1
5,16,0.074221110404,1
5,17,0.028873607632,1
5,18,0.071412045237,1
5,19,0.029236042506,1
5,20,0.1006975653,1
5,21,0.0031617323653,1
5,22,0.04404155667,1
5,23,0.076115523605,1
5,24,0.042868169193,1
5,25,0.070415562738,1
5,26,0.03182689829,1
5,27,0.039321472251,1
5,28,0.0098175641962,-1
5,29,0.071391590176,1
5,30,0.02334808923,-1
5,31,0.056660199581,-1
5,32,0.032764404289,-1
5,33,0.032991447044,-1
5,34,0.046243418739,-1
5,35,0.032608895416,-1
5,36,0.032799548825,-1
5,37,0.046219941382,-1
5,38,0.032332519988,-1
5,39,0.046192198229,-1
5,40,0.039436942015,-1
5,41,0.040690183462,-1
5,42,0.00017753346849,-1
6,7,0.016243805825,1
6,8,0.0036146748153,1
6,9,0.004799411454,1
6,10,0.0036259486045,-1
6,11,0.010605828338,-1
6,12,0.0076411067655,-1
6,13,0.0053640898802,1
6,14,0.011016078121,1
6,15,4.698286674e-06,-1
6,16,0.0058663019991,1
6,17,0.00087161967831,1
6,18,0.028490069569,1
6,19,0.014390953967,1
6,20,0.041109449987,1
6,21,0.0036875310223,-1
6,22,0.034564651598,1
6,23,0.031472005728,1
6,24,0.0012614517726,-1
6,25,0.0086685088648,1
6,26,0.0014010116136,-1
6,27,0.0059659739401,1
6,28,0.014608445215,1
6,29,0.029852381625,1
6,30,0.0016258231052,1
6,31,0.0098768908482,1
6,32,0.0042250733469,1
6,33,0.0015408988134,-1
6,34,0.0043497157105,1
6,35,0.0054485906937,1
6,36,0.005613384481,1
6,37,0.0037274500792,1
6,38,0.0016778045277,-1
6,39,0.0015766580719,-1
6,40,0.0046947590289,-1
6,41,0.00068438340163,-1
6,42,0.0017298602188,1
7,8,0.023306021752,1
7,9,0.0079766377283,1
7,10,0.0018462215647,1
7,11,0.010333067184,1
7,12,0.018831101949,-1
7,13,0.051685192524,1
7,14,0.074723313422,1
7,15,0.0066507467243,1
7,16,0.07630352283,1
7,17,0.048964819914,1
7,18,0.0013029874861,1
7,19,0.019609652726,1
7,20,0.0021719144023,1
7,21,0.052158356478,1
7,22,0.0042613273837,-1
7,23,0.015019504515,1
7,24,0.078453351456,1
7,25,0.010554663374,-1
7,26,0.032053049128,1
7,27,0.01676897189,1
7,28,0.048409890075,-1
7,29,0.00035973127117,-1
7,30,0.035382735444,-1
7,31,0.072189376892,-1
7,32,0.021729385822,-1
7,33,0.035017907018,-1
7,34,0.035204312205,-1
7,35,0.021492601981,-1
7,36,0.035177854859,-1
7,37,0.021622968585,-1
7,38,0.034943754882,-1
7,39,0.035174618002,-1
7,40,0.030700679221,-1
7,41,0.0473097829,-1
7,42,0.0061586982699,-1
8,9,0.012933793073,1
8,10,0.0022957922843,1
8,11,0.013731629429,-1
8,12,0.0093081448333,-1
8,13,0.015258737374,1
8,14,0.017477839487,1
8,15,0.014068653906,1
8,16,0.020311906733,1
8,17,0.012206267201,1
8,18,0.00068643620565,1
8,19,0.0049480203303,1
8,20,0.0066463050932,1
8,21,0.017644887708,1
8,22,0.0025071882806,1
8,23,0.004568461852,1
8,24,0.012070613842,1
8,25,0.0016716611478,-1
8,26,0.008132923079,1
8,27,0.0062131255112,1
8,28,0.018868315927,-1
8,29,7.4319582975e-05,1
8,30,0.010084208563,-1
8,31,0.020858154719,-1
8,32,0.010836285611,-1
8,33,0.010426522667,-1
8,34,0.0089472881301,-1
8,35,0.01617613259,-1
8,36,0.010435420595,-1
8,37,0.016921477023,-1
8,38,0.019528574347,-1
8,39,0.019657874879,-1
8,40,0.016772480142,-1
8,41,0.020535872345,-1
8,42,0.022254622005,-1
9,10,0.0069079954941,1
9,11,0.0049760094075,-1
9,12,0.0060166168066,-1
9,13,0.010994975577,1
9,14,0.0054168334714,1
9,15,0.0074143184736,1
9,16,0.01203884659,1
9,17,0.010754050204,1
