Source,Target,Weight,Type
0,1,0.036033168488,1
0,2,0.0078750460553,-1
0,3,0.19202901209,1
0,4,0.019735724571,-1
0,5,0.044104135303,-1
0,6,0.0093370889461,-1
0,7,0.075161382706,1
0,8,0.12210697898,1
0,9,0.090257703941,1
0,10,0.0028421802799,1
0,11,0.045859247109,-1
0,12,0.015076015414,1
0,13,0.14702364402,1
0,14,0.13898501385,1
0,15,0.0081851324635,-1
0,16,0.1790839075,1
0,17,0.063797570621,1
0,18,0.024455931284,1
0,19,0.023118132434,-1
0,20,0.032319993067,-1
0,21,0.10534852584,1
0,22,0.070098258632,1
0,23,0.0071544456231,1
0,24,0.17239857124,1
0,25,0.14286804738,-1
0,26,0.17750850952,1
0,27,0.0017766005236,-1
0,28,0.1047478425,-1
0,29,0.017763807662,-1
0,30,0.093717510974,-1
0,31,0.11539196945,-1
0,32,0.0006972086316,1
0,33,0.029305810369,-1
0,34,0.00013308485073,1
0,35,0.016696174246,-1
0,36,0.004404320838,-1
0,37,0.045066988223,-1
1,2,0.044570949129,1
1,3,0.055612103526,1
1,4,0.1055133546,1
1,5,0.11818692494,1
1,6,0.0065290328396,1
1,7,0.017752959667,1
1,8,0.02594024483,1
1,9,0.019969852201,-1
1,10,0.11123939837,1
1,11,0.15526324297,-1
1,12,0.11129307829,-1
1,13,0.04946420845,-1
1,14,0.038239559901,1
1,15,0.071075399663,1
1,16,0.048117925311,1
1,17,0.15394430553,1
1,18,0.0051251664048,1
1,19,0.089933647122,1
1,20,0.022517604576,-1
1,21,0.064640219655,1
1,22,0.066061280943,1
1,23,0.0090806161397,-1
1,24,0.088195459263,-1
1,25,0.0055059170098,-1
1,26,0.17210529514,1
1,27,0.084711303659,-1
1,28,0.066472500609,-1
1,29,0.012120954634,1
1,30,0.13175737909,1
1,31,0.020026336132,1
1,32,0.10987274739,-1
1,33,0.089376173445,-1
1,34,0.083202998941,-1
1,35,0.070517409456,-1
1,36,0.0826916715,-1
1,37,0.089497475178,-1
2,3,0.068250630401,1
2,4,0.31146874887,1
2,5,0.010406961507,1
2,6,0.052720488806,1
2,7,0.031036107211,1
2,8,0.033704841151,1
2,9,0.029568198745,-1
2,10,0.084213247881,1
2,11,0.12614992353,-1
2,12,0.086714856623,-1
2,13,0.002288566788,-1
2,14,0.012694929238,1
2,15,0.12104430527,1
2,16,0.07013397222,1
2,17,0.17471591812,1
2,18,0.0032828369493,1
2,19,0.10912152236,1
2,20,0.0064431286639,-1
2,21,0.26753970668,1
2,22,0.056358904895,-1
2,23,0.031581680458,-1
2,24,0.096335314088,1
2,25,0.041041039677,-1
2,26,0.057381281162,1
2,27,0.020251573785,1
2,28,0.15378554435,-1
2,29,0.01706495169,-1
2,30,0.02282625238,1
2,31,0.0457041089,-1
2,32,0.094499979351,-1
2,33,0.064014725518,-1
2,34,0.066674198206,-1
2,35,0.077134534988,-1
2,36,0.095878705284,-1
2,37,0.0095057576079,1
3,4,0.18025903932,1
3,5,0.022740127389,-1
3,6,0.018284542335,-1
3,7,0.20652972485,1
3,8,0.1397292659,1
3,9,0.12804808764,1
3,10,0.039979454286,1
3,11,0.028868101317,-1
3,12,0.01101165468,-1
3,13,0.082779681657,1
3,14,0.10973553525,1
3,15,0.0057564338062,-1
3,16,0.045446115112,1
3,17,0.00063707626495,1
3,18,0.033664859366,1
3,19,0.0099299526883,-1
3,20,0.067315941351,-1
3,21,0.058430708134,1
3,22,0.046799227429,-1
3,23,0.055300165994,-1
3,24,0.13049917374,1
3,25,0.076859499448,-1
3,26,0.02578576234,1
3,27,0.066444925775,1
3,28,0.031580282629,-1
3,29,0.037547761786,1
3,30,0.00948354355,1
3,31,0.070628318897,-1
3,32,0.040568726525,-1
