Id,Label,Weight
0,11111010011110000110,0.0921463204275
1,11111010111110000111,0.0381996888171
2,01011000011110000110,0.0460995625186
3,10011010111110000110,0.0456681211545
4,11111110111110000110,0.0227788623536
5,10111011111110000110,0.024126973899599998
6,01011000011110000000,0.0179291742492
7,01111010111110000110,0.0104319517117
8,11111010111110000010,0.0099765998947
9,11111010011110000000,0.010592809307400001
10,11111110011110000111,0.0069971006663999994
11,11111000011110000111,0.0055034103274
12,10011010111110000000,0.0100374800609
13,01111110011110000110,0.0092291935853
14,01111110111110000111,0.0029967277903
15,01011000011000000000,0.0080911913849
16,11111111111110000111,0.0044923193125999995
17,11111110001110000110,0.0028233428929
18,01111010011110000111,0.0026856386622
19,11111000011110000010,0.00569496221
20,10011000011110000110,0.0039669372565
21,01011100001000000000,0.0046350468596
22,01011110111110000110,0.0039267209394
23,01111010011110000010,0.0039950220371
24,00011011111110000110,0.0032509757059
25,10011010011110000010,0.0042082834995000006
26,10011111111110000110,0.002023345234
27,01011110001110000110,0.0038403093471
28,11111010011000000010,0.0043827965287
29,11011110011110000110,0.0017326691851
30,11111010011110000011,0.0017263172158
31,01011110001110000000,0.0059251293662
32,10011000011110000000,0.0016064470622
33,01011000011000000110,0.0015990097193
34,10011010111000000010,0.003960625621
35,10011011111110000010,0.0015061208272
36,00011010111110000010,0.0014858615255
37,01111111111110000110,0.0014845918173
38,11111000111110000110,0.0014688862306
39,11111110011110000010,0.0013735209339
40,10011010011010000000,0.0023716726187
41,10111110111110000111,0.0012947552236
42,01111110001000000000,0.0012193554105
43,01111000011100000110,0.0011867267493
44,00011000111110000110,0.001172247239
45,01011000011100000010,0.0011223717934
46,10011011111110100110,0.0011148005773
47,11111010011010000111,0.0011089302247
48,10011000011000000000,0.0011011095395
49,00011000001110000000,0.001097111794
50,11111100011110000110,0.0010853304681
51,00011000011110000010,0.001080413673
52,10011110111110000010,0.0010488555882
53,11111110001110000000,0.0010419905797
54,01111110001110000111,0.0010367090006
55,11111110011000000110,0.0010276313074
56,00011010011110000000,0.0010253317261
