Source,Target,Weight,Flag
4,34,0.16304130051,-1
4,35,0.21403500392,-1
4,36,0.18772367984,-1
4,37,0.064223809032,1
5,6,0.050800073042,-1
5,7,0.057625796388,-1
5,8,0.057979663092,1
5,9,0.037494302525,1
5,10,0.0032588897412,1
5,11,0.044573533983,-1
5,12,0.10293620171,-1
5,13,0.067662184346,-1
5,14,0.054127324432,-1
5,15,0.17870664224,1
5,16,0.076696760976,-1
5,17,0.051134791746,1
5,18,0.039655333972,1
5,19,0.14557548658,-1
5,20,0.14685175385,1
5,21,0.018899115617,-1
5,22,0.12228880444,1
5,23,0.0038267146154,1
5,24,0.072942325599,-1
5,25,0.084508007971,1
5,26,0.078694717316,1
5,27,0.065409711716,-1
5,28,0.18887510804,-1
5,29,0.060863364641,1
5,30,0.15552380084,1
5,31,0.16430616399,1
5,32,0.060075682446,1
5,33,0.058230014895,1
5,34,0.049594994875,1
5,35,0.057836709726,1
5,36,0.063747805421,1
5,37,0.063447221949,1
6,7,0.25661125464,1
6,8,0.10480991419,1
6,9,0.051556470884,1
6,10,0.22897398277,1
6,11,0.01420070974,-1
6,12,0.15857004944,-1
6,13,0.012373959974,-1
6,14,0.17332755003,-1
6,15,0.063267375895,-1
6,16,0.08143856643,-1
6,17,0.062223351486,-1
6,18,0.0022397351357,-1
6,19,0.067126957055,1
6,20,0.05716752417,-1
6,21,0.13383978674,-1
6,22,0.037278028598,1
6,23,0.025205297902,-1
6,24,0.12392220015,-1
6,25,0.057637132499,-1
6,26,0.031023598028,1
6,27,0.014770610745,1
6,28,0.12273753327,1
6,29,0.045670905827,1
6,30,0.14057160479,1
6,31,0.11427297291,1
6,32,0.11995822393,1
6,33,0.16891675431,1
6,34,0.079417009077,1
6,35,0.12949141897,1
6,36,0.095057161953,1
6,37,0.051495983825,-1
7,8,0.48051532957,1
7,9,0.33383778227,1
7,10,0.27338492059,1
7,11,0.056041671056,-1
7,12,0.11966271302,1
7,13,0.048257986439,1
7,14,0.080221984671,1
7,15,0.11871566477,-1
7,16,0.07453457675,1
7,17,0.047583526235,-1
7,18,0.058457558396,-1
7,19,0.0011786945876,1
7,20,0.084358603097,-1
7,21,0.077212667581,-1
7,22,0.070122462763,-1
7,23,0.17810259772,-1
7,24,0.033071613745,1
7,25,0.039750081733,-1
7,26,0.077701922675,-1
7,27,0.081250598397,1
7,28,0.027421823301,1
7,29,0.042824933729,-1
7,30,0.18091211492,-1
7,31,0.045757509127,-1
7,32,0.060571502126,1
7,33,0.074044724213,1
7,34,0.09496146985,1
7,35,0.10818726291,1
7,36,0.087618269709,1
7,37,0.077673440934,1
8,9,0.3297571764,1
8,10,0.17206120763,1
8,11,0.047241146697,-1
8,12,0.19442107252,1
8,13,0.022072165469,-1
8,14,0.11881291027,1
8,15,0.099386153421,-1
8,16,0.16792489333,1
8,17,0.0098342811338,1
8,18,0.0033411066693,-1
8,19,0.089349711798,-1
8,20,0.015670630818,1
8,21,0.031514589463,1
8,22,0.035527691033,-1
8,23,0.086284882192,-1
8,24,0.12441018007,1
8,25,0.043896139563,1
8,26,0.11457074351,-1
8,27,0.035355869252,1
8,28,0.025553624519,-1
8,29,0.015728062465,1
8,30,0.13329052722,-1
8,31,0.043675713911,-1
8,32,0.13945929519,1
8,33,0.18923126274,1
8,34,0.12720328201,1
8,35,0.22441583574,1
8,36,0.17684551464,1
8,37,0.068758422879,1
9,10,0.29863125253,1
9,11,0.051856703825,-1
9,12,0.070314358922,1
9,13,0.067821154636,1
9,14,0.10574307233,1
9,15,0.027901581374,-1
9,16,0.11379335722,1
9,17,0.062232411183,-1
9,18,0.0079351700607,1
9,19,0.12901152263,-1
9,20,0.053017244056,-1
9,21,0.15606400496,-1
9,22,0.00088179811658,1
9,23,0.1108171644,-1
9,24,0.016798905946,1
9,25,0.10031742589,1
9,26,0.060054393303,1
9,27,0.05668233997,1
9,28,0.060334402904,1
9,29,0.044151644808,1
9,30,0.011039130253,1
9,31,0.03904856158,-1
9,32,0.015914596472,1
9,33,0.12276761453,1
9,34,0.0057806384143,1
9,35,0.11798189656,1
9,36,0.089163119463,1
9,37,0.13082241856,1
10,11,0.48450431881,-1
10,12,0.30543146047,-1
10,13,0.023958997617,1
10,14,0.086084260467,-1
10,15,0.046398874861,1
10,16,0.0026863833808,-1
10,17,0.087918605153,1
10,18,0.22680473003,-1
10,19,0.02332827688,-1
10,20,0.25050289899,-1
10,21,0.0093588587801,-1
10,22,0.1077778852,-1
10,23,0.20710717459,-1
10,24,0.051396378333,-1
10,25,0.079542225947,-1
10,26,0.23176235052,1
10,27,0.029860127176,1
10,28,0.18502014246,-1
10,29,0.18829107686,-1
10,30,0.001080839691,1
10,31,0.092750817044,-1
10,32,0.16831766869,-1
10,33,0.13511854303,-1
10,34,0.12321772153,-1
10,35,0.10800074047,-1
10,36,0.122383804,-1
10,37,0.014450276839,1
11,12,0.044639375683,-1
11,13,0.12666269205,-1
11,14,0.091251807147,1
11,15,0.023567780817,-1
11,16,0.065403673041,1
11,17,0.047125907194,-1
11,18,0.065966085658,1
11,19,0.057487056016,-1
11,20,0.05942712641,1
11,21,0.012433953589,-1
11,22,0.0016567507578,-1
11,23,0.13968072217,1
11,24,0.17607592502,1
11,25,0.11294515708,-1
11,26,0.10335437668,-1
11,27,0.13364899205,1
11,28,0.146805327,1
11,29,0.0030110553664,1
11,30,0.10667506834,1
11,31,0.00015122165412,1
11,32,0.042054967466,1
11,33,0.00020921423269,1
11,34,0.015737046005,1
11,35,0.024708402837,-1
11,36,0.014809255701,-1
11,37,0.0046021358631,-1
12,13,0.058612413725,-1
12,14,0.070128979547,1
12,15,0.03975599519,-1
12,16,0.029418195687,-1
12,17,0.10189823784,-1
12,18,0.01657828428,1
12,19,0.18336730137,-1
12,20,0.055913811522,1
12,21,0.0036825973639,1
12,22,0.015570524743,1
12,23,0.067045252203,-1
12,24,0.014014472849,-1
12,25,0.0047253662605,-1
12,26,0.23277015103,-1
12,27,0.092343199677,1
12,28,0.29470841391,1
12,29,0.049040379723,-1
12,30,0.11112388555,-1
12,31,0.18259270655,1
12,32,0.22003451132,1
12,33,0.20490567265,1
12,34,0.23126323842,1
12,35,0.21874768761,1
12,36,0.2437376325,1
12,37,0.10520190377,-1
13,14,0.17284448634,1
13,15,0.089262948363,-1
13,16,0.20077218883,1
13,17,0.023712599931,-1
13,18,0.11248481684,1
13,19,0.055100907054,1
13,20,0.0881235677,1
13,21,0.15290185524,-1
13,22,0.10301972064,1
13,23,0.14136200404,1
13,24,0.067110222597,1
13,25,0.10824779262,1
13,26,0.020006327327,-1
13,27,0.080112227446,1
13,28,0.066849775372,-1
13,29,0.029025925778,1
13,30,0.19784561277,-1
13,31,0.24022553798,-1
13,32,0.057497243794,-1
13,33,0.050734006705,-1
13,34,0.024530691986,-1
13,35,0.056696353912,-1
13,36,0.037529928805,-1
13,37,0.043328699612,-1
14,15,0.22775877613,1
14,16,0.50025860819,1
14,17,0.30550148683,1
14,18,0.23278720723,1
14,19,0.11579288421,1
14,20,0.23679192742,1
14,21,0.15245091887,1
14,22,0.14679226672,1
14,23,0.18961607003,1
14,24,0.23277297751,1
14,25,0.06547460895,1
14,26,0.051547412821,1
14,27,0.11332953099,1
14,28,0.042656150547,-1
14,29,0.13577455735,1
14,30,0.035836941064,1
14,31,0.13311380576,-1
14,32,0.049340356367,-1
14,33,0.042949975368,-1
14,34,0.036864009121,-1
14,35,0.048730538487,-1
14,36,0.044394209616,-1
14,37,0.050193129553,-1
15,16,0.23429040598,1
15,17,0.34859533287,1
15,18,0.23644615595,1
15,19,0.14662594247,1
15,20,0.0085180938415,1
15,21,0.14750633817,1
15,22,0.021562076944,-1
15,23,0.0377526903,1
15,24,0.014855914874,-1
15,25,0.016848417502,-1
15,26,0.081447845466,1
15,27,0.17198911669,1
15,28,0.061568303041,-1
15,29,0.076823858437,1
15,30,0.12132435834,1
15,31,0.13035356123,1
15,32,0.025563243841,-1
15,33,0.021024031793,-1
15,34,0.0096623265388,-1
15,35,0.032102425764,-1
15,36,0.047920532526,-1
15,37,0.010585237455,-1
16,17,0.41749643709,1
16,18,0.14502652636,1
16,19,0.057965682804,-1
16,20,0.2441785216,1
16,21,0.20016558204,1
16,22,0.0044870810414,1
16,23,0.32827291371,1
16,24,0.35780328291,1
16,25,0.038949858212,1
16,26,0.15881187814,1
16,27,0.1254238476,1
16,28,0.10160230653,-1
16,29,0.066120095843,1
16,30,0.046240995711,-1
16,31,0.24427812643,-1
16,32,0.10859156146,-1
16,33,0.10567687325,-1
16,34,0.10145849109,-1
16,35,0.11479460792,-1
16,36,0.11425162204,-1
16,37,0.064028023323,-1
17,18,0.041454387258,-1
17,19,0.12740457574,1
17,20,0.039230473578,1
17,21,0.33388100274,1
17,22,0.097875979897,1
17,23,0.11505566441,1
17,24,0.15170387402,1
17,25,0.18638092097,-1
17,26,0.24374083842,1
17,27,0.12449324268,-1
17,28,0.21877198168,-1
17,29,0.076753729867,-1
17,30,0.13425032636,1
17,31,0.016191315504,-1
17,32,0.13645324114,-1
17,33,0.13512205327,-1
17,34,0.12868548117,-1
17,35,0.14328527795,-1
17,36,0.14114417447,-1
17,37,0.1279450875,-1
18,19,0.038457817853,1
18,20,0.29605536823,1
18,21,0.078339798761,-1
18,22,0.019612508538,1
18,23,0.22889091992,1
18,24,0.013639977815,1
18,25,0.30558122333,1
18,26,0.29753592189,-1
18,27,0.11796649538,1
18,28,0.12129723994,1
18,29,0.30627171397,1
18,30,0.10669259949,-1
18,31,0.11454240573,1
18,32,0.13156605559,1
18,33,0.13643887738,1
18,34,0.11990554731,1
18,35,0.12040792935,1
18,36,0.14210048424,1
18,37,0.030462013962,1
19,20,0.054032341624,-1
19,21,0.085622372495,1
19,22,0.34113296126,1
19,23,0.020919126371,-1
19,24,0.12736932322,-1
19,25,0.10922068015,-1
19,26,0.056703348415,1
19,27,0.07193149954,1
19,28,0.061792576988,1
19,29,0.08752631349,1
19,30,0.11958003869,1
19,31,0.099283503371,1
19,32,0.05078924689,-1
19,33,0.045048708688,-1
19,34,0.044820813761,-1
19,35,0.099816844226,-1
19,36,0.075144924719,-1
19,37,0.061338417158,-1
20,21,0.11413469942,1
20,22,0.10392092954,1
20,23,0.50847319171,1
20,24,0.082578933145,1
20,25,0.36376908154,1
20,26,0.13663993426,-1
20,27,0.041923604756,-1
20,28,0.14380828457,1
20,29,0.25385301055,1
20,30,0.048225626007,-1
20,31,0.1333550002,-1
20,32,0.039714761222,1
20,33,0.050248673272,1
20,34,0.034493300992,1
20,35,0.030881467011,1
20,36,0.050555836355,1
20,37,0.14815897675,1
21,22,0.048937141786,-1
21,23,0.014863193979,1
21,24,0.43064460413,1
21,25,0.26359671985,-1
21,26,0.11187112039,1
21,27,0.18142663728,-1
21,28,0.30408570728,-1
21,29,0.082945045181,-1
21,30,0.046109418472,1
21,31,0.0065483317725,1
21,32,0.070046615439,-1
21,33,0.065637196453,-1
21,34,0.062999682567,-1
21,35,0.078556007805,-1
21,36,0.06871804711,-1
21,37,0.066100926443,-1
22,23,0.1217548319,1
22,24,0.16396836878,-1
22,25,0.023954540002,-1
22,26,0.2053563924,1
22,27,0.090515614582,-1
22,28,0.13740809593,1
22,29,0.09503203468,1
22,30,0.036874365147,1
22,31,0.1133497946,1
22,32,0.046268332281,1
22,33,0.086748666712,1
22,34,0.025146133209,1
22,35,0.024234893216,1
22,36,0.01697029312,1
22,37,0.13161313471,1
23,24,0.21908166758,1
23,25,0.18752958764,1
23,26,0.032894153503,-1
23,27,0.052697681097,-1
23,28,0.0019507282399,1
23,29,0.17853053158,1
23,30,0.026844670091,1
23,31,0.032612105795,-1
23,32,0.0071997143613,-1
23,33,0.11392141242,-1
23,34,0.12398595174,-1
23,35,0.12600063811,-1
23,36,0.12346844136,-1
23,37,0.08750196441,-1
24,25,0.20581548042,-1
24,26,0.036859384365,1
24,27,0.02718782686,1
24,28,0.14993289133,-1
24,29,0.031604061544,1
24,30,0.042062276013,-1
24,31,0.23973772503,-1
24,32,0.069352241787,-1
24,33,0.067853504563,-1
24,34,0.061459163343,-1
24,35,0.072879877711,-1
24,36,0.072422912459,-1
24,37,0.065266983125,-1
25,26,0.18461298107,-1
25,27,0.1417594498,1
25,28,0.20367692344,1
25,29,0.2784972755,1
25,30,0.10723554288,-1
25,31,0.1013101287,-1
25,32,0.044773329977,1
25,33,0.047616806485,1
25,34,0.048297283101,1
25,35,0.033741015786,1
25,36,0.053686118666,1
25,37,0.04875777821,1
26,27,0.038810795602,-1
26,28,0.14456401946,-1
26,29,0.070614655999,-1
26,30,0.25551513241,1
26,31,0.14874556869,-1
26,32,0.21936548048,-1
26,33,0.21489137988,-1
26,34,0.20792379845,-1
26,35,0.20066329354,-1
26,36,0.23974964373,-1
26,37,0.091824062465,1
27,28,0.10094902488,1
27,29,0.19268972519,1
27,30,0.096523177484,-1
27,31,0.1532083641,-1
27,32,0.01708076918,1
27,33,0.0096616051058,-1
27,34,0.018605302277,1
27,35,0.02208469659,-1
27,36,0.0097826580807,-1
27,37,0.006096644532,1
28,29,0.016856604245,-1
28,30,0.15636386051,1
28,31,0.20358132653,1
28,32,0.16348722675,1
28,33,0.14854207885,1
28,34,0.14605382199,1
28,35,0.15701558484,1
28,36,0.15482051846,1
28,37,0.19513377035,-1
29,30,0.043646595026,1
29,31,0.029132410704,-1
29,32,0.031446234586,1
29,33,0.031572279326,1
29,34,0.023264086895,1
29,35,0.010627065923,1
29,36,0.026622989441,1
29,37,0.051245158431,1
30,31,0.22694899429,1
30,32,0.029738050532,-1
30,33,0.00078846839282,1
30,34,0.048990241558,-1
30,35,0.0086593860604,1
30,36,0.020350003596,-1
30,37,0.16100255044,1
31,32,0.18092416032,1
31,33,0.19033461369,1
31,34,0.16560059402,1
31,35,0.19658271688,1
31,36,0.19283070692,1
31,37,0.16166645175,1
32,33,0.095931225083,-1
32,34,0.075661919792,-1
32,35,0.084853466574,-1
32,36,0.10544904224,-1
32,37,0.0024256736442,-1
33,34,0.2682796861,-1
33,35,0.24205872255,-1
33,36,0.26085024045,-1
33,37,0.26235424464,-1
34,35,0.1993365682,-1
34,36,0.16637739631,-1
34,37,0.0016197361567,-1
35,36,0.22566865335,-1
35,37,0.21739527352,-1
36,37,0.070693096457,1
