Source,Target,Weight,Flag
0,1,0.10634179239,1
0,2,0.0026211505046,-1
0,3,0.015288547137,1
0,4,0.027427098303,1
0,5,0.020450917946,1
0,6,0.011854377521,1
0,7,0.014121118778,1
0,8,0.00027243721719,1
0,9,0.00028970440974,1
0,10,0.00026257157322,-1
0,11,0.004442405784,1
0,12,0.054942880616,1
0,13,0.031620306499,1
0,14,0.032447213056,1
0,15,0.0010953161685,1
0,16,0.03310875485,1
0,17,0.017682700981,-1
0,18,0.012445998243,1
0,19,0.024071176039,-1
0,20,0.034800773497,1
0,21,0.017252915335,-1
0,22,0.036124555344,1
0,23,0.014260894995,1
0,24,0.035669330361,1
0,25,0.0066149344507,-1
0,26,0.029597462099,1
0,27,0.04898530697,1
0,28,0.014244618856,1
0,29,0.0099257375662,1
0,30,0.054320405953,-1
0,31,0.037919008941,-1
0,32,0.011814771463,1
0,33,0.011824703112,1
0,34,0.011789893084,1
0,35,0.011863841112,1
0,36,0.011884162211,1
0,37,0.011829119216,1
0,38,0.012360907931,1
0,39,0.012360011314,1
0,40,0.01229194813,1
0,41,0.011855116974,1
0,42,0.011808286217,1
1,2,0.043227741298,1
1,3,0.059848232035,1
1,4,0.042571668028,1
1,5,0.012836517787,1
1,6,0.0025777652591,1
1,7,0.050240201255,1
1,8,0.00026254503196,-1
1,9,0.00023513820972,-1
1,10,0.00029440819556,1
1,11,0.014233863707,1
1,12,0.037243845833,1
1,13,0.051832472346,1
1,14,0.048683843622,1
1,15,0.015198066839,1
1,16,0.04946780063,1
1,17,0.0043797803497,-1
1,18,0.035556443846,1
1,19,0.004528763089,-1
1,20,0.04539229084,1
1,21,0.027203487655,1
1,22,0.016888937371,-1
1,23,0.043751519078,1
1,24,0.058936461798,1
1,25,0.028349034928,1
1,26,0.052622930155,-1
1,27,0.044346647331,1
1,28,0.0028202690638,1
1,29,0.0079344771637,1
1,30,0.059005044218,-1
1,31,0.024113831706,-1
1,32,0.016494779519,1
1,33,0.016420975904,1
1,34,0.016973369191,1
1,35,0.016890046053,1
1,36,0.016364179238,1
1,37,0.01688724791,1
1,38,0.016432130915,1
1,39,0.016852653155,1
1,40,0.016718299107,1
1,41,0.016404393514,1
1,42,0.00031385939622,1
2,3,0.0809429697,1
2,4,0.056707007691,1
2,5,0.11531755645,1
2,6,0.017679540238,1
2,7,0.024015300929,-1
2,8,0.00019285193757,1
2,9,0.00030078550657,-1
2,10,0.00025008303317,1
2,11,0.0050499333283,-1
2,12,0.0053277035541,1
2,13,0.036750395512,1
2,14,0.026526560463,1
2,15,0.021502934357,-1
2,16,0.00028791657695,-1
2,17,0.049532774198,-1
2,18,0.087812106311,1
2,19,0.010249602142,-1
2,20,0.092882134774,1
2,21,0.079442389063,-1
2,22,0.0037847963621,1
2,23,0.09394361887,1
2,24,0.028268806795,-1
2,25,0.13664488929,1
2,26,0.079519143281,-1
2,27,0.040421393592,1
2,28,0.070334551263,1
2,29,0.077472230343,1
2,30,0.0089805063871,-1
2,31,0.0065435255677,1
2,32,0.036870266523,1
2,33,0.03682244606,1
2,34,0.036321501083,1
2,35,0.036816564272,1
2,36,0.036856359057,1
2,37,0.036414188331,1
2,38,0.036888358391,1
2,39,0.036950148004,1
2,40,0.036367063538,1
2,41,0.036480035183,1
2,42,0.036300608655,1
3,4,0.1338407164,1
3,5,0.02031170715,-1
3,6,0.0028338564612,-1
3,7,0.042241291103,-1
3,8,0.00023485488375,1
3,9,0.00023289615666,-1
3,10,0.00026951054936,1
3,11,0.024788993687,-1
3,12,0.060645816712,1
3,13,0.037568768624,-1
3,14,0.046163080652,-1
3,15,0.086424702824,-1
3,16,0.0500858966,-1
3,17,0.085774662756,-1
3,18,0.031364998223,1
3,19,0.068150096254,-1
3,20,0.01743922395,1
3,21,0.075110828268,-1
3,22,0.0079173839446,-1
3,23,0.042941972868,1
3,24,0.029667510607,-1
3,25,0.04991977874,1
3,26,0.12239401854,-1
3,27,0.050169373661,-1
3,28,0.088388623231,1
3,29,0.006177879956,1
3,30,0.027614146402,-1
3,31,0.077400251318,1
3,32,0.090973940723,1
3,33,0.090991420716,1
3,34,0.091556430429,1
3,35,0.091132291512,1
3,36,0.091514371162,1
3,37,0.091474374197,1
3,38,0.090949632986,1
3,39,0.09147342557,1
3,40,0.09147499548,1
3,41,0.091474356924,1
3,42,0.00022945567409,-1
4,5,0.059092241685,-1
4,6,0.00041133665548,-1
4,7,0.057067605785,-1
4,8,0.00014886201749,1
4,9,0.0002341223795,1
4,10,0.00029117502054,1
4,11,0.029623205837,-1
4,12,0.064774736079,1
4,13,0.028303992876,-1
4,14,0.037704509161,-1
4,15,0.055962680244,-1
4,16,0.038338860559,-1
4,17,0.085908703543,-1
4,18,0.050194670141,1
4,19,0.058850822176,-1
4,20,0.015154211765,1
4,21,0.070189905403,-1
4,22,0.0085337334928,-1
4,23,0.0064507870082,1
4,24,0.037945111606,-1
4,25,0.044877704745,1
4,26,0.08521566611,-1
4,27,0.0068939288691,-1
4,28,0.11229392027,1
4,29,0.025045124237,1
4,30,0.036549055876,1
4,31,0.066951183357,1
4,32,0.090106251295,1
4,33,0.090161235163,1
4,34,0.089709427588,1
4,35,0.08970612399,1
4,36,0.089615815724,1
4,37,0.08960524195,1
4,38,0.089510255275,1
4,39,0.089567003889,1
4,40,0.089569727131,1
4,41,0.090086157046,1
4,42,0.089927378869,1
5,6,0.069729544671,1
5,7,0.07901141874,1
5,8,3.2602053692e-06,1
5,9,0.0002232617447,-1
5,10,0.00027891765211,-1
5,11,0.007396784989,1
5,12,0.049991260899,-1
5,13,0.081920760767,1
5,14,0.10007930181,1
5,15,0.021646040393,1
5,16,0.089809819493,1
5,17,0.038809430914,1
5,18,0.08305104164,1
5,19,0.028730027097,1
5,20,0.11170293486,1
5,21,0.00093283563076,-1
5,22,0.044559732372,1
5,23,0.097805005328,1
5,24,0.044246312273,1
5,25,0.093851061674,1
5,26,0.022603197611,1
5,27,0.058450157439,1
5,28,0.010219518632,-1
5,29,0.081540083688,1
5,30,0.026142155822,-1
5,31,0.068306957535,-1
5,32,0.03619352127,-1
5,33,0.036730360449,-1
5,34,0.036167718045,-1
5,35,0.036733150426,-1
5,36,0.036279105786,-1
5,37,0.036135493993,-1
5,38,0.036565843566,-1
5,39,0.036634357396,-1
5,40,0.036216589644,-1
5,41,0.036149047759,-1
5,42,0.00025244167157,-1
6,7,0.0071903193163,1
6,8,0.00030258910105,-1
6,9,0.0001865031112,-1
6,10,0.00031467232301,-1
6,11,0.011701122821,-1
6,12,0.0022709819943,-1
6,13,0.010613047309,-1
