Source,Target,Weight
0,1,0.040067237109
0,2,0.094832316353
0,3,0.089286497036
0,4,0.019741400928
0,5,0.058204540406
0,6,0.044534342694
0,7,0.0036796569153
0,8,0.088787160287
0,9,0.23064083225
0,10,0.16234616775
0,11,0.016148268672
0,12,0.022220657625
0,13,0.28302429673
0,14,0.054265289386
0,15,0.0053513618574
0,16,0.16010535069
0,17,0.033113712172
0,18,0.055814569429
0,19,0.13994440565
0,20,0.058405610885
0,21,0.1025224076
0,22,0.03316175124
0,23,0.076933497094
0,24,0.10658937431
0,25,0.037224914242
0,26,0.0095276006852
0,27,0.18957430202
0,28,0.14155430927
0,29,0.010240525601
0,30,0.13225297909
0,31,0.0022498258484
0,32,0.0013146609764
0,33,0.018719048141
0,34,0.087485313846
0,35,0.070565016182
0,36,0.074447710225
0,37,0.045760637688
0,38,0.031474947286
0,39,0.044106145327
1,2,0.11956195745
1,3,0.0075937415859
1,4,0.063369070708
1,5,0.11165896719
1,6,0.19571801553
1,7,0.030545259367
1,8,0.022345196285
1,9,0.0081869002072
1,10,0.030165111669
1,11,0.11319834656
1,12,0.090434225011
1,13,0.14799550552
1,14,0.30610577048
1,15,0.0024671690537
1,16,0.11078302925
1,17,0.018324501221
1,18,0.13173439145
1,19,0.15718890185
1,20,0.14219565846
1,21,0.080624144204
1,22,0.26516133894
1,23,0.014073937368
1,24,0.017227040132
1,25,0.027264482673
1,26,0.068907329399
1,27,0.14538135259
1,28,0.057630509798
1,29,0.022377154554
1,30,0.021616636216
1,31,0.13469971664
1,32,0.083380911811
1,33,0.0011885923228
1,34,0.12821746932
1,35,0.0098995894426
1,36,0.118198756
1,37,0.099269585097
1,38,0.069644183954
1,39,0.0031403539388
2,3,0.16564390531
2,4,0.093848747599
2,5,0.008148558565
2,6,0.011404865831
2,7,0.026270095848
2,8,0.26880154542
2,9,0.035918029625
2,10,0.055428998777
2,11,0.025080405183
2,12,0.14330769185
2,13,0.15641840918
2,14,0.17182994338
2,15,0.17495944209
2,16,0.072272397951
2,17,0.031211750843
2,18,0.052076459789
2,19,0.09378422686
2,20,0.09743442622
2,21,0.18357612609
2,22,0.076838142577
2,23,0.083178758675
2,24,0.10220957328
2,25,0.14791353292
2,26,0.073929269131
2,27,0.14406076373
2,28,0.047406005598
2,29,0.038208556545
2,30,0.31466602379
2,31,0.060648572328
2,32,0.10627470517
2,33,0.060175677424
2,34,0.0012913677522
2,35,0.14321642266
2,36,0.057415851964
2,37,0.019850511497
2,38,0.085009442555
2,39,0.066057365917
3,4,0.016631925349
3,5,0.03524532827
3,6,0.074679467131
3,7,0.10853756133
3,8,0.034990153997
3,9,0.1250553516
3,10,0.086838790406
3,11,0.073800329539
3,12,0.10430924709
3,13,0.096487983806
3,14,0.12267454115
3,15,0.065474380758
3,16,0.0031199654867
3,17,0.27951334802
3,18,0.31585834327
3,19,0.1197966578
3,20,0.2554214498
3,21,0.09266495051
3,22,0.16659606471
3,23,0.05660761686
3,24,0.06332520037
3,25,0.010699956444
3,26,0.035392396118
3,27,0.18231605306
3,28,0.056616242151
3,29,0.2115352569
3,30,0.12262877806
3,31,0.13422056731
3,32,0.11138898414
3,33,0.13885460431
3,34,0.17170412586
3,35,0.001367078499
3,36,0.07137961424
3,37,0.026240139607
3,38,0.058562396403
3,39,0.1430791303
4,5,0.018350694224
4,6,0.0011486694812
4,7,0.081464001585
4,8,0.22714455993
4,9,0.020232972855
4,10,0.13420643888
4,11,0.01375782067
4,12,0.060137993168
4,13,0.14447381776
4,14,0.37661661277
4,15,0.11221426678
4,16,0.0041037351732
4,17,0.21073873239
4,18,0.00034261964867
4,19,0.10277376188
4,20,0.0027232731985
4,21,0.2742739154
4,22,0.11791799864
4,23,0.37738372741
4,24,0.0095615586318
4,25,0.14086064377
4,26,0.360499439
4,27,0.024953949692
4,28,0.2718063947
4,29,0.020547299113
4,30,0.12863956876
4,31,0.12713020386
4,32,0.041655445306
4,33,0.036213205338
4,34,0.095261047584
4,35,0.013759849811
4,36,0.0012510336068
4,37,0.010258041342
4,38,0.013014237125
4,39,0.11615535233
5,6,0.27700403459
5,7,0.011510749974
5,8,0.076447025326
5,9,0.10550504338
5,10,0.080580876254
5,11,0.095346818714
5,12,0.1440546284
5,13,0.14636799912
5,14,0.082912267776
5,15,0.28237044495
5,16,0.22763378586
5,17,0.26264523074
5,18,0.0645533773
5,19,0.042338618263
5,20,0.023220351916
5,21,0.12048809388
5,22,0.13197878456
5,23,0.11804413913
5,24,0.11492642645
5,25,0.061985245154
5,26,0.16755788659
5,27,0.21372875328
5,28,0.068735353364
5,29,0.25148318429
5,30,0.08014299439
5,31,0.058157713545
5,32,0.077862839848
5,33,0.048113295573
5,34,0.006614009287
5,35,0.013576339127
5,36,0.12132364383
5,37,0.0011764090335
5,38,0.052758199822
5,39,0.011190937879
6,7,0.11687852198
6,8,0.092626098658
6,9,0.12608606076
6,10,0.011477986263
6,11,0.047323983579
6,12,0.049005088251
6,13,0.056275502337
6,14,0.21516854238
6,15,0.050771329868
6,16,0.17374252399
6,17,0.053877350041
6,18,0.21458002506
6,19,0.15085186199
6,20,0.043628871486
6,21,0.038653045163
6,22,0.16301799313
6,23,0.055607224227
6,24,0.31479548546
6,25,0.049107069339
6,26,0.042085154184
6,27,0.18951005112
6,28,0.12275085397
6,29,0.075245632892
6,30,0.11899797132
6,31,0.070902121291
6,32,0.030734808133
6,33,0.038327062114
6,34,0.0089774112501
6,35,0.039340479129
6,36,0.062650526024
6,37,0.27665510512
6,38,0.0013872730133
6,39,0.10697865727
7,8,0.185819641
7,9,0.076446970233
7,10,0.11990247469
7,11,0.0027989518878
7,12,0.0078542423183
7,13,0.18047882913
7,14,0.19124363147
7,15,0.020797861164
7,16,0.14113536104
7,17,0.058862053461
7,18,0.078458804496
7,19,0.09419637223
7,20,0.41178070754
7,21,0.11142035801
7,22,0.059753186796
7,23,0.064255711203
7,24,0.18723226518
7,25,0.14531170948
7,26,0.040053092351
7,27,0.13833007593
7,28,0.079725663482
7,29,0.098025687814
7,30,0.21595645239
7,31,0.12848929601
7,32,0.0094954006281
7,33,0.0017627910725
7,34,0.046604424847
7,35,0.010801783429
7,36,0.0089010677117
7,37,0.0099602111059
7,38,0.018780400124
7,39,0.0012956981434
8,9,0.54305728903
8,10,0.55022476053
8,11,0.14787435798
8,12,0.38052057473
8,13,0.19504850318
8,14,0.072547687401
8,15,0.0079845306819
8,16,0.041216567658
8,17,0.047165367894
8,18,0.030357950072
8,19,0.13590886767
8,20,0.058310306178
8,21,0.10235428839
8,22,0.016243096358
8,23,0.031977931221
8,24,0.07982140655
8,25,0.077618569374
8,26,0.10121722843
8,27,0.032028864447
8,28,0.29374531163
8,29,0.13610292805
8,30,0.13149254292
8,31,0.0075756985741
8,32,0.020731927231
8,33,0.14793144763
8,34,0.24247635719
8,35,0.033923718632
8,36,0.06516635379
8,37,0.085250312824
8,38,0.028108583893
8,39,0.22050792309
9,10,0.59068425135
9,11,0.11942091646
9,12,0.1461688558
9,13,0.27354381921
9,14,0.52762865981
9,15,0.17173306946
9,16,0.17441375224
9,17,0.033062102041
9,18,0.054457777565
9,19,0.040913273302
9,20,0.080091258697
9,21,0.24145084081
9,22,0.19070542893
9,23,0.029369925423
9,24,0.040382510784
9,25,0.28295703704
9,26,0.15104015795
9,27,0.093176049596
9,28,0.186567698
9,29,0.021890364876
9,30,0.12803101618
9,31,0.067674584004
9,32,0.18448516201
9,33,0.15790752104
9,34,0.030410615944
9,35,0.046845210353
9,36,0.13394502388
9,37,0.094711291794
9,38,0.050489862324
9,39,0.11626233033
10,11,0.92325600514
10,12,0.72854531142
10,13,0.28656630988
10,14,0.090181341889
10,15,0.12290024727
10,16,0.13866996962
10,17,0.12286413084
10,18,0.42455833985
10,19,0.025985457791
10,20,0.10587212498
10,21,0.12740724231
10,22,0.084229140462
10,23,0.12547019379
10,24,0.21002421824
10,25,0.10881844493
10,26,0.20911972704
10,27,0.06849275995
10,28,0.06522201871
10,29,0.10167588682
10,30,0.042556388548
10,31,0.053202202454
10,32,0.15776405088
10,33,0.14900724461
10,34,0.030312754523
10,35,0.09685365085
10,36,0.084644794019
10,37,0.07746746079
10,38,0.071479452832
10,39,0.11805170513
11,12,0.45968682982
11,13,0.076136127317
11,14,0.109018285
11,15,0.10488451902
11,16,0.0086309643799
11,17,0.16383219733
11,18,0.45787221676
11,19,0.098687310109
11,20,0.22733158199
11,21,0.092931956658
11,22,0.15057717078
11,23,0.10154762399
11,24,0.099074424
11,25,0.015980822708
11,26,0.24842140067
11,27,0.24263047684
11,28,0.28231198487
11,29,0.02951385031
11,30,0.14672115047
11,31,0.10807636228
11,32,0.014102575771
11,33,0.088501868283
11,34,0.0044951766012
11,35,0.06371204957
11,36,0.021656935718
11,37,0.10543401175
11,38,0.08542846753
11,39,0.037029237484
12,13,0.36228019953
12,14,0.17725154488
12,15,0.10479035675
12,16,0.10142719475
12,17,0.065193016883
12,18,0.37331097235
12,19,0.23504764227
12,20,0.27842657649
12,21,0.034893115263
12,22,0.1471699498
12,23,0.21316978442
12,24,0.11476884855
12,25,0.31179178288
12,26,0.1195207172
12,27,0.061112310355
12,28,0.30494720126
12,29,0.32864596338
12,30,0.29383254862
12,31,0.12506505352
12,32,0.00051377671113
12,33,0.10989738347
12,34,0.11990407653
12,35,0.079482026719
12,36,0.083590152362
12,37,0.16035246585
12,38,0.13480229169
12,39,0.023534535208
13,14,0.18885283368
13,15,0.18381507564
13,16,0.42779074372
13,17,0.13079324486
13,18,0.22960833269
13,19,0.080553367651
13,20,0.013978694066
13,21,0.13470562178
13,22,0.33858334171
13,23,0.037914927707
13,24,0.027503054259
13,25,0.27938281184
13,26,0.15205101213
13,27,0.090670490519
13,28,0.13746130428
13,29,0.12861247283
13,30,0.29729755194
13,31,0.022708231476
13,32,0.20490089657
13,33,0.11969938127
13,34,0.14898693784
13,35,0.070155684161
13,36,0.079719002119
13,37,0.15217617084
13,38,0.090420463186
13,39,0.15033213405
14,15,0.24845214871
14,16,0.76371050053
14,17,0.34862719058
14,18,0.36162499019
14,19,0.012858335636
14,20,0.24135585869
14,21,0.14485382433
14,22,0.081318439535
14,23,0.042964984492
14,24,0.35158939324
14,25,0.071705632289
14,26,0.2670485647
14,27,0.19536738338
14,28,0.16762524031
14,29,0.32816075494
14,30,0.14640468645
14,31,0.19291804953
14,32,0.0099399189508
14,33,0.24825291777
14,34,0.18365278067
14,35,0.11187550858
14,36,0.43376559074
14,37,0.091854617336
14,38,0.078627142204
14,39,0.15220053226
15,16,0.39469615954
15,17,0.40862881067
15,18,0.26841617979
15,19,0.0091645225962
15,20,0.10535032743
15,21,0.1921591836
15,22,0.07741730094
15,23,0.054834066643
15,24,0.25059374646
15,25,0.059720922918
15,26,0.11814833333
15,27,0.078400821666
15,28,0.22317101357
15,29,0.51626299683
15,30,0.090596333162
15,31,0.057589362349
15,32,0.015467424186
15,33,0.049509612413
15,34,0.16325437628
15,35,0.065875805496
15,36,0.20768734734
15,37,0.27788467964
15,38,0.25574530032
15,39,0.0031465374528
16,17,0.56919758511
16,18,0.076882144985
16,19,0.015865703607
16,20,0.10411176993
16,21,0.19951801288
16,22,0.16748424436
16,23,0.097640179833
16,24,0.10530238579
16,25,0.49843118813
16,26,0.45377903437
16,27,0.22038573704
16,28,0.38100884281
16,29,0.51215218577
16,30,0.1969024669
16,31,0.021572433112
16,32,0.12064355336
16,33,0.038139585033
16,34,0.088502423754
16,35,0.0062391925963
16,36,0.034742515661
16,37,0.23679059341
16,38,0.047210632547
16,39,0.17123121936
17,18,0.23680340994
17,19,0.051085576775
17,20,0.27804592543
17,21,0.038659918527
17,22,0.29243716848
17,23,0.017481254589
17,24,0.22289217952
17,25,0.060840261967
17,26,0.008452343298
17,27,0.012135237944
17,28,0.40539091894
17,29,0.13046839529
17,30,0.19393134389
17,31,0.3317425905
17,32,0.0087515301015
17,33,0.060050551221
17,34,0.019367326284
17,35,0.23516129923
17,36,0.14349577798
17,37,0.24911285792
17,38,0.16098262327
17,39,0.093527715639
18,19,0.029122437365
18,20,0.17147043373
18,21,0.19059260896
18,22,0.088257636635
18,23,0.14885270024
18,24,0.078061090079
18,25,0.1460952458
18,26,0.072666993856
18,27,0.38292974999
18,28,0.2969928724
18,29,0.13717456485
18,30,0.13514745766
18,31,0.39047300366
18,32,2.567328171e-05
18,33,0.061822406118
18,34,0.071143657128
18,35,0.23021370458
18,36,0.11765340185
18,37,0.055557107311
18,38,0.22819651639
18,39,0.11302507414
19,20,0.023081987869
19,21,0.26857317655
19,22,0.32180639083
19,23,0.11726423325
19,24,0.0020437120877
19,25,0.062021975311
19,26,0.00089906805594
19,27,0.052123539065
19,28,0.17657902796
19,29,0.018280556921
19,30,0.095702934578
19,31,0.0018185180782
19,32,0.14449341277
19,33,0.15044894351
19,34,0.10548609965
19,35,0.11824153385
19,36,0.077249888023
19,37,0.02762678083
19,38,0.14063769265
19,39,0.055166694812
20,21,0.0039483024712
20,22,0.34482713915
20,23,0.0043900996058
20,24,0.92008253402
20,25,0.17704677732
20,26,0.092961223531
20,27,0.07279019463
20,28,0.14372636548
20,29,0.065402644282
20,30,0.057711948759
20,31,0.17083319569
20,32,0.0037532158293
20,33,0.020406286324
20,34,0.095148742352
20,35,0.26711058401
20,36,0.017963439942
20,37,0.024153200568
20,38,0.011266289246
20,39,0.4117879222
21,22,0.21636601091
21,23,0.076862987421
21,24,0.19872130438
21,25,0.78704304965
21,26,0.23884466084
21,27,0.79071554904
21,28,0.15455736349
21,29,0.017024343143
21,30,0.44887030006
21,31,0.27599958216
21,32,0.13870324192
21,33,0.043291166799
21,34,0.17479215915
21,35,0.12990304636
21,36,0.21511077935
21,37,0.12504221012
21,38,0.021410527629
21,39,0.1503679637
22,23,0.082146971921
22,24,0.087946433678
22,25,0.11906625914
22,26,0.72056091778
22,27,0.56776398369
22,28,0.25548318153
22,29,0.038606662485
22,30,0.49127607092
22,31,0.30150892219
22,32,0.013970584007
22,33,0.13516276341
22,34,0.085460517593
22,35,0.25834097791
22,36,0.0062663547701
22,37,0.13668964924
22,38,0.058146066283
22,39,0.025117264117
23,24,0.030315268144
23,25,0.20776151821
23,26,0.24811929559
23,27,0.0079358453122
23,28,0.20142106833
23,29,0.051405550609
23,30,0.11403669496
23,31,0.065122464527
23,32,0.088472410608
23,33,0.019815382813
23,34,0.099244056348
23,35,0.066155509998
23,36,0.34748599459
23,37,0.12621571678
23,38,0.096672094975
23,39,0.045509578624
24,25,0.20732153326
24,26,0.27146106875
24,27,0.10916603342
24,28,0.011335435254
24,29,0.21643365053
24,30,0.021465913826
24,31,0.14837811731
24,32,0.05268814121
24,33,0.12727630322
24,34,0.10231374414
24,35,0.047562729291
24,36,0.0025096228492
24,37,0.11625883349
24,38,0.32960091008
24,39,0.18714920036
25,26,0.26912154186
25,27,0.42646742012
25,28,0.090015926228
25,29,0.16325437923
25,30,0.15574522995
25,31,0.11391439414
25,32,0.010274979379
25,33,0.12657037132
25,34,0.13492540432
25,35,0.025354329409
25,36,0.2382298049
25,37,0.048636395015
25,38,0.028244762913
25,39,0.17985360518
26,27,0.53693875029
26,28,0.20173585119
26,29,0.32313566006
26,30,0.38777313703
26,31,0.094176974857
26,32,0.011107021163
26,33,0.048525314582
26,34,0.065320854774
26,35,0.045456728803
26,36,0.2361340796
26,37,0.17670049621
26,38,0.028900406149
26,39,0.0098473822499
27,28,0.0086910301377
27,29,0.22833078656
27,30,0.44478573158
27,31,0.16285771656
27,32,0.23975227964
27,33,0.035032873808
27,34,0.15709381359
27,35,0.089477061394
27,36,0.12266192806
27,37,0.21733610176
27,38,0.13881440931
27,39,0.094527363847
28,29,0.21558247893
28,30,0.34090656262
28,31,0.046931099956
28,32,0.090891972139
28,33,0.080921222094
28,34,0.048131581912
28,35,0.086941696257
28,36,0.33229614805
28,37,0.072396671293
28,38,0.089398160297
28,39,0.11948282053
29,30,0.26873692341
29,31,0.33098924202
29,32,0.017801250454
29,33,0.014550585763
29,34,0.042482655275
29,35,0.12636628584
29,36,0.12207446918
29,37,0.24292884706
29,38,0.23669844693
29,39,0.063461952541
30,31,0.12351711271
30,32,0.18397883369
30,33,0.042174165875
30,34,0.30597661189
30,35,0.056121675407
30,36,0.072676134397
30,37,0.092028765118
30,38,0.017082958299
30,39,0.1813506483
31,32,0.04679847938
31,33,0.088415261455
31,34,0.03264060254
31,35,0.17109008364
31,36,0.18244360186
31,37,0.044752244008
31,38,0.042727470518
31,39,0.16382021634
32,33,0.04039088613
32,34,0.09163622223
32,35,0.087797856692
32,36,0.096403818408
32,37,0.069954976407
32,38,0.015204895782
32,39,0.021758290088
33,34,0.07332997448
33,35,0.10753322928
33,36,0.095441821849
33,37,0.056025630567
33,38,0.085112954224
33,39,0.034988245797
34,35,0.14470367218
34,36,0.055893731358
34,37,0.0183833645
34,38,0.064679738653
34,39,0.090824290474
35,36,0.068502553834
35,37,0.018167588872
35,38,0.023263187879
35,39,0.041997132678
36,37,0.12985639898
36,38,0.074728394822
36,39,0.043566771207
37,38,0.050280109215
37,39,0.0080767026594
38,39,0.01329586179
